"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,1,0,1,0,1,1,2,4,5,3,7,6,8,9,10,31,32,22,30,28,11,20,15,29,16,13,17,25,14,12,27,19,18,26,23,21,24
"2",1,1,1,0,1,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"3",1,0,0,1,0,0,0,0,2,3,1,4,5,6,29,8,10,7,9,13,11,12,17,32,31,30,27,24,23,14,19,26,20,18,25,28,15,16,21,22
"4",0,1,0,1,1,1,0,0,1,2,3,4,9,5,6,32,7,8,11,10,15,14,16,27,13,12,20,31,18,19,30,17,21,26,25,29,28,23,22,24
"5",0,1,1,1,0,1,0,0,2,1,3,4,5,6,8,7,11,27,10,9,15,12,13,32,18,14,17,29,19,31,30,16,21,28,20,25,23,26,22,24
"6",0,0,1,1,1,1,1,1,1,2,3,4,5,8,7,10,12,6,22,13,9,11,16,31,30,14,32,15,29,18,23,25,21,20,17,19,27,26,28,24
"7",0,0,1,0,0,1,1,1,2,1,3,4,7,5,6,9,8,31,32,21,30,23,29,10,28,18,26,12,11,27,15,20,25,13,14,19,22,16,24,17
"8",1,0,0,0,0,1,1,0,1,2,3,5,4,9,7,6,10,8,31,15,14,12,11,28,16,13,32,30,17,18,23,19,26,20,29,22,21,25,27,24
"9",1,1,1,1,0,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"10",1,0,0,1,1,1,0,1,1,2,3,4,6,5,12,7,9,10,8,16,11,15,17,13,14,32,29,19,24,30,18,20,31,22,26,28,27,23,25,21
"11",1,0,0,0,1,1,0,1,1,3,2,4,5,7,6,9,8,10,13,11,12,30,29,15,32,16,14,23,24,31,17,28,18,20,25,26,19,27,22,21
"12",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"13",1,0,0,0,0,0,0,1,1,2,3,4,5,6,11,7,10,8,9,16,14,13,12,15,17,31,21,32,19,18,22,20,24,29,30,26,23,27,25,28
"14",0,0,1,0,1,1,1,1,1,2,4,3,5,6,8,7,31,10,9,32,29,30,11,12,14,15,16,13,28,17,19,24,25,27,21,26,22,18,23,20
"15",1,0,0,0,0,0,1,0,1,2,4,5,3,6,9,14,8,7,12,13,10,11,17,32,29,15,16,31,24,30,26,18,28,19,27,21,20,23,25,22
"16",0,1,0,1,0,1,1,0,1,3,2,5,4,6,14,7,9,12,8,10,11,30,13,15,16,17,18,22,28,32,31,29,20,27,19,25,24,23,21,26
"17",0,0,0,0,0,1,0,0,1,2,3,4,5,6,7,8,9,15,10,32,31,11,13,17,23,12,14,16,24,30,19,18,22,29,28,21,20,27,26,25
"18",1,1,0,1,1,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
