"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,1,1,0,1,1,2,1,3,4,5,6,11,7,8,31,13,9,23,32,10,30,14,17,12,16,29,15,28,18,26,20,22,27,24,21,19,25
"2",1,0,1,1,0,0,0,1,1,2,3,4,7,5,6,8,10,12,9,18,11,15,13,14,32,27,24,31,17,29,21,16,30,28,22,26,23,25,20,19
"3",0,0,1,1,1,1,1,0,1,2,3,4,6,5,7,9,8,10,11,14,12,30,13,31,27,18,32,28,15,25,16,29,24,19,17,26,22,21,20,23
"4",0,0,1,1,1,1,0,0,1,2,3,4,6,5,7,9,8,11,10,12,14,16,13,32,31,15,30,17,18,19,21,22,28,29,24,20,27,26,25,23
"5",1,0,1,0,1,0,0,1,1,3,2,4,5,26,6,7,8,10,11,9,19,22,13,12,14,30,16,23,32,15,31,24,29,27,25,18,20,28,21,17
"6",1,0,0,1,0,0,1,1,1,2,3,5,4,13,8,6,9,7,16,10,32,31,18,11,12,15,17,14,21,29,28,20,19,26,30,23,27,24,22,25
"7",0,1,1,1,1,0,1,1,1,2,3,4,6,5,8,7,9,17,11,10,32,14,24,12,28,15,13,31,30,20,18,25,27,22,19,16,29,26,23,21
"8",1,0,1,0,0,1,1,0,2,1,3,4,5,6,9,11,7,10,32,12,18,8,28,14,13,23,31,15,30,29,20,17,16,26,19,27,22,21,24,25
"9",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"10",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"11",0,0,1,1,1,0,1,1,1,2,3,5,4,9,7,6,11,8,10,12,32,31,16,15,14,13,30,29,17,27,28,26,23,25,24,22,19,18,21,20
"12",0,1,1,0,0,1,1,1,1,2,3,6,4,5,8,7,26,9,11,19,13,32,10,16,12,31,15,30,24,14,29,20,27,17,25,18,23,22,28,21
"13",1,1,1,0,1,1,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"14",0,1,0,1,1,0,0,0,1,2,4,3,6,5,7,10,11,8,29,9,14,12,13,30,25,31,32,15,16,19,28,18,17,23,26,20,27,22,21,24
"15",1,0,1,1,0,1,1,0,1,4,2,3,5,6,8,11,7,10,9,12,32,16,31,30,17,13,27,21,14,15,18,28,19,29,26,24,25,20,22,23
"16",1,0,0,0,1,0,0,1,1,2,3,4,5,7,6,8,10,9,13,12,14,15,11,16,21,20,19,18,31,30,24,17,28,32,25,27,26,29,22,23
"17",1,0,0,1,0,1,1,0,1,2,3,4,5,6,7,10,8,11,9,14,16,13,15,12,31,17,19,21,32,25,18,27,20,26,23,24,29,22,30,28
"18",0,1,1,1,0,0,0,0,2,1,3,4,6,5,9,7,10,8,12,30,32,18,11,13,23,31,14,25,16,24,29,26,17,15,22,19,20,28,21,27
"19",0,1,1,1,1,1,1,1,1,2,3,4,5,6,8,32,7,10,9,11,13,14,12,31,30,28,27,29,15,26,16,22,17,18,24,20,23,25,21,19
"20",0,0,0,1,0,0,0,1,1,2,3,4,5,6,9,8,7,11,12,25,14,27,10,15,18,24,19,13,16,17,20,32,23,29,30,31,28,26,22,21
"21",1,1,0,1,0,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"22",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"23",0,1,0,0,1,0,1,0,1,2,3,5,4,6,7,8,9,14,11,10,12,16,32,15,13,30,23,25,19,17,20,21,22,28,29,18,27,31,26,24
"24",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"25",0,1,0,1,1,0,0,1,1,2,3,5,4,7,6,9,8,10,11,14,16,23,12,13,15,32,20,18,19,31,21,30,22,17,28,29,24,26,25,27
"26",0,1,1,1,0,1,1,1,1,3,2,5,4,8,7,6,9,10,14,30,11,13,12,31,32,16,21,15,29,28,20,19,17,18,22,23,26,27,25,24
"27",0,0,0,1,0,1,1,0,1,2,3,4,5,6,11,8,12,9,7,10,14,13,32,15,18,30,20,19,17,16,21,29,31,22,28,24,27,23,26,25
"28",1,1,1,1,1,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"29",1,0,0,0,1,0,0,0,3,1,2,4,6,5,7,8,9,10,11,30,25,13,14,31,32,12,28,29,26,15,16,27,18,20,23,22,17,24,21,19
"30",0,1,0,0,0,0,1,1,1,2,3,4,5,10,7,8,6,9,32,11,14,31,13,30,29,12,15,16,24,17,19,26,23,18,21,28,27,25,20,22
"31",0,0,1,0,0,0,1,0,1,2,3,5,6,7,4,10,8,9,11,12,13,32,30,18,31,29,25,14,23,15,27,17,19,16,28,24,26,20,21,22
