"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,0,0,0,1,1,1,2,3,4,7,5,9,6,32,8,10,11,15,13,12,26,21,14,30,17,24,16,18,20,28,29,19,31,23,27,25,22
"2",0,1,1,1,0,0,0,1,1,3,2,4,6,5,7,9,8,10,11,13,32,12,22,14,15,26,17,31,28,30,20,25,16,23,18,27,29,21,19,24
"3",1,0,1,0,1,0,1,0,1,2,3,4,5,7,9,11,6,8,14,24,10,13,12,26,15,32,31,17,30,19,18,16,29,28,27,22,25,20,21,23
"4",0,1,1,0,0,0,0,0,1,2,3,4,5,7,9,6,11,32,8,12,16,28,10,17,13,18,15,25,29,14,30,31,19,22,20,26,27,21,23,24
"5",0,0,0,1,1,1,0,0,1,2,3,4,7,8,5,6,11,13,9,12,10,15,14,16,30,32,18,29,31,19,17,24,20,26,22,23,21,25,27,28
"6",0,0,0,1,1,0,0,0,1,2,3,5,6,4,7,8,9,10,11,13,12,14,15,22,32,21,17,16,18,30,19,27,20,26,31,23,25,29,28,24
"7",1,1,1,0,0,0,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"8",1,0,1,1,0,1,1,1,2,1,3,4,5,7,6,10,9,8,11,32,28,12,31,13,29,30,15,14,16,17,19,20,27,26,18,22,21,25,23,24
"9",0,0,1,1,1,0,1,0,1,2,3,4,5,6,7,9,23,10,8,12,11,13,14,15,30,29,32,19,31,28,16,21,26,24,22,17,25,20,18,27
"10",1,0,0,0,0,1,0,0,1,2,5,4,3,6,7,10,9,8,12,17,22,32,15,11,13,29,14,31,18,16,19,26,28,30,23,24,20,25,27,21
"11",0,1,0,0,0,1,0,0,1,2,3,5,4,6,9,7,8,10,16,11,32,19,12,31,29,15,14,13,18,20,30,22,21,17,26,28,24,23,25,27
"12",1,1,0,1,0,0,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"13",0,0,0,1,0,1,1,0,1,2,3,4,5,6,7,12,11,9,18,17,8,10,22,14,20,13,32,21,29,16,19,15,28,31,24,23,30,27,26,25
"14",0,0,0,0,1,1,1,0,1,2,3,4,5,6,9,7,8,32,13,11,10,31,12,30,15,22,29,14,18,23,16,17,28,19,26,24,27,25,21,20
"15",0,0,1,1,0,0,1,0,1,2,3,4,5,6,7,8,10,9,13,31,11,16,12,32,26,15,14,18,30,19,17,28,29,23,27,20,21,24,22,25
"16",0,1,1,1,0,1,0,1,1,2,3,4,8,5,6,7,9,13,10,11,12,16,15,14,30,18,17,32,31,26,19,20,23,24,28,25,29,21,27,22
"17",0,1,0,1,0,1,1,1,1,2,3,4,5,7,6,8,10,9,32,20,12,11,15,31,16,22,29,14,28,30,13,18,23,21,27,25,26,17,19,24
"18",1,1,1,1,0,1,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"19",0,0,0,1,0,1,0,0,1,2,3,4,5,6,8,7,9,10,11,14,12,13,22,32,16,17,15,31,18,24,20,19,21,30,26,23,29,28,27,25
"20",1,1,1,1,0,1,1,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"21",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"22",1,0,0,1,1,1,0,0,1,2,4,3,5,6,10,8,17,7,9,21,32,14,12,11,15,31,13,23,26,16,19,18,20,24,28,30,22,29,25,27
"23",0,0,1,1,1,0,1,0,1,2,3,5,6,4,13,7,8,16,9,14,15,10,32,11,12,25,31,27,30,21,28,17,29,18,23,19,24,22,26,20
"24",1,1,0,0,0,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"25",0,1,0,0,0,1,1,0,1,3,2,4,6,5,11,7,8,32,9,12,15,10,31,14,22,13,21,18,30,16,19,17,20,23,26,24,28,29,27,25
"26",0,1,0,1,0,0,1,1,1,2,3,4,6,7,9,5,8,10,11,19,12,16,13,15,14,31,32,30,18,20,17,27,22,21,26,28,23,29,25,24
"27",0,1,1,1,0,0,0,1,1,3,2,5,4,7,6,10,9,14,8,12,11,16,13,32,31,28,30,15,29,27,19,17,26,23,18,20,24,22,25,21
"28",1,0,1,1,0,1,0,1,1,2,3,4,5,6,18,11,7,8,21,9,12,10,13,16,15,17,14,20,32,23,19,25,26,30,22,27,31,24,29,28
"29",0,0,1,0,1,1,1,1,1,2,4,3,5,6,8,12,7,9,11,17,13,16,10,27,14,15,22,18,32,20,31,30,25,23,21,19,26,29,28,24
"30",0,1,0,1,0,0,0,0,1,3,2,4,6,5,7,8,10,9,14,11,13,12,27,26,31,17,32,16,28,20,29,21,18,30,15,24,23,22,19,25
"31",1,1,1,0,1,1,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"32",0,1,1,1,0,0,1,0,1,2,4,3,8,5,6,7,12,10,9,11,14,13,31,15,32,16,28,30,24,20,17,21,22,19,29,18,26,23,27,25
