"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,0,0,0,0,1,1,2,3,4,5,6,7,9,8,14,10,13,12,27,22,30,11,32,29,31,16,15,19,23,17,21,18,28,26,20,25,24
"2",1,0,0,0,0,0,1,0,1,2,3,4,6,5,7,8,9,13,11,16,15,12,10,29,14,17,31,32,28,30,18,22,26,20,25,24,21,19,27,23
"3",0,1,1,0,0,1,0,0,1,2,3,5,4,8,6,7,32,10,9,16,11,12,19,14,31,13,29,15,30,18,28,17,20,21,22,24,27,25,23,26
"4",0,0,0,1,1,0,1,1,1,2,3,4,5,6,7,8,12,10,9,16,14,11,13,32,21,15,19,20,27,17,31,18,30,28,24,29,23,22,26,25
"5",0,1,1,0,0,0,0,0,1,2,3,4,5,7,6,8,9,10,12,11,13,14,17,32,18,15,25,30,29,31,24,22,23,26,16,27,19,28,20,21
"6",0,0,1,0,0,0,1,0,1,3,2,4,6,7,5,8,32,10,9,31,17,29,11,24,28,27,13,30,16,23,25,12,26,14,15,20,19,22,18,21
"7",0,0,0,0,1,0,1,0,1,2,3,4,5,6,9,8,7,30,11,10,28,12,32,13,15,17,14,31,26,16,19,18,27,29,22,25,21,20,23,24
"8",0,0,0,1,1,1,1,0,1,3,4,2,6,5,7,8,12,10,11,9,15,13,18,16,14,32,27,30,25,31,17,26,20,19,23,29,22,28,21,24
"9",0,0,0,0,0,0,0,1,1,3,2,4,5,7,6,8,9,11,13,10,14,32,12,16,17,15,22,30,20,19,31,18,23,29,21,28,24,26,27,25
"10",1,0,1,1,0,1,0,1,1,2,3,4,5,6,7,8,11,10,9,12,13,14,15,28,21,32,30,19,18,31,16,17,29,20,25,24,22,27,26,23
"11",0,0,1,1,0,0,1,0,2,1,3,6,5,4,7,31,9,10,8,11,12,32,14,16,13,30,20,15,18,29,25,17,21,26,27,24,28,19,23,22
"12",0,1,0,0,0,1,0,1,1,3,2,4,5,6,7,10,9,8,14,13,11,12,16,32,15,17,26,29,19,31,23,30,27,25,18,28,20,22,21,24
"13",0,1,0,1,1,0,0,0,1,2,4,3,5,8,7,10,6,9,12,13,11,29,15,32,14,16,21,17,31,27,30,18,22,20,26,23,28,19,25,24
"14",1,0,0,1,0,1,0,1,1,2,4,3,5,6,9,18,7,10,8,30,11,27,28,31,12,13,32,16,17,29,20,19,15,23,14,22,21,25,26,24
"15",1,0,0,0,0,1,1,1,1,2,3,4,5,6,7,11,8,26,9,10,14,12,32,13,18,17,30,31,29,15,19,16,28,25,24,20,27,22,23,21
"16",1,1,0,0,0,0,0,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"17",0,0,0,1,1,1,0,1,1,2,3,4,5,9,7,6,10,11,8,13,31,12,14,15,32,16,20,24,17,18,30,21,19,28,22,29,23,26,25,27
"18",1,0,1,0,0,1,0,0,1,2,3,4,5,6,8,7,30,9,13,18,28,15,31,12,21,10,22,11,23,27,32,14,17,26,29,16,24,19,25,20
"19",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"20",0,1,1,1,0,1,0,0,1,2,3,4,5,8,9,6,30,10,7,11,15,13,12,17,16,29,14,31,21,32,18,19,28,20,26,25,27,22,23,24
"21",0,0,1,1,0,1,0,0,1,3,2,6,5,4,7,8,11,9,14,10,12,13,18,17,15,32,19,16,23,30,31,20,29,21,25,22,27,28,24,26
"22",1,0,1,0,1,1,1,1,1,3,2,4,5,6,7,8,9,10,17,19,11,18,32,14,30,15,12,13,31,16,25,24,29,27,26,28,23,20,21,22
"23",0,1,1,0,1,0,0,1,1,2,4,3,6,5,8,7,31,27,13,32,11,24,10,9,28,22,29,12,15,14,30,25,23,26,21,16,17,19,18,20
"24",0,1,1,1,0,0,0,0,1,2,3,4,5,7,6,10,8,11,9,12,31,32,18,25,17,13,24,14,30,15,28,16,21,29,19,20,27,22,26,23
"25",0,0,1,1,0,1,0,1,1,2,4,3,5,11,6,7,17,8,10,9,12,18,13,14,28,32,31,30,29,25,26,19,16,15,24,21,22,23,27,20
"26",0,1,1,0,0,1,1,1,1,2,5,3,4,7,6,8,10,12,9,11,28,29,32,30,15,13,25,24,16,31,14,17,20,21,26,22,27,23,19,18
"27",0,0,1,0,1,1,0,1,1,2,4,3,5,6,8,7,9,32,10,11,29,12,16,28,18,13,31,30,15,17,19,27,14,20,24,25,22,23,21,26
"28",1,0,1,0,0,0,1,0,1,2,3,4,5,6,7,9,14,10,8,11,13,12,16,15,18,32,29,17,31,21,19,30,28,27,22,24,20,25,23,26
"29",0,1,0,1,0,0,0,0,1,2,4,5,3,8,6,7,9,31,10,18,32,11,13,12,24,15,30,14,25,17,16,28,19,21,29,22,20,27,26,23
"30",1,1,1,1,1,1,0,1,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"31",0,0,1,1,0,0,1,0,1,2,3,4,5,6,32,7,8,10,13,30,9,12,17,11,14,21,15,31,18,16,29,20,25,28,24,19,22,26,23,27
"32",0,1,1,1,1,1,0,1,1,2,3,4,5,7,6,9,10,8,26,11,12,16,13,31,32,29,15,30,18,25,27,14,28,19,24,21,17,20,22,23
"33",0,0,1,1,1,0,1,0,2,1,3,4,5,6,8,10,7,9,11,14,12,32,13,30,16,31,22,17,21,18,15,19,29,28,25,20,23,26,27,24
"34",0,0,1,0,1,0,1,0,1,2,3,4,5,6,8,7,9,11,10,31,14,12,32,21,16,15,13,30,28,25,18,17,29,22,26,27,19,20,23,24
"35",1,0,1,1,1,0,1,0,1,2,3,4,6,5,10,7,11,8,17,9,13,12,31,14,18,20,15,26,30,23,32,19,16,28,29,25,27,22,21,24
"36",0,0,1,0,0,1,0,1,2,1,4,3,29,5,6,7,12,9,10,8,32,14,13,15,11,31,30,27,16,26,28,17,19,23,24,25,22,18,20,21
"37",1,0,1,1,0,0,1,0,1,2,3,6,4,5,8,7,10,9,11,17,12,15,14,16,13,30,18,32,21,26,19,20,27,31,22,29,28,23,25,24
"38",0,1,0,0,1,0,0,1,1,2,3,4,5,6,7,8,17,14,9,11,10,12,32,13,15,31,27,19,28,21,16,30,18,24,29,23,25,20,22,26
