"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,0,1,1,0,1,1,2,3,4,5,6,8,7,9,11,18,10,15,16,12,14,13,28,24,30,19,17,32,29,22,21,27,31,20,25,26,23
"2",0,0,0,0,1,1,0,1,1,3,2,4,5,6,30,13,7,10,8,9,16,11,12,18,17,15,14,19,26,24,21,25,32,31,20,22,27,23,29,28
"3",1,0,0,0,1,1,1,0,1,2,3,4,5,7,6,9,13,8,12,10,14,32,17,11,16,18,29,15,26,24,31,28,23,21,19,27,20,22,25,30
"4",1,0,0,1,1,0,1,1,1,2,3,4,5,7,6,8,9,13,31,11,10,22,32,15,12,30,27,14,29,17,28,16,18,24,23,20,26,19,25,21
"5",0,0,0,1,0,0,0,1,1,2,3,4,5,6,11,8,7,9,28,10,13,15,16,14,12,32,31,23,25,30,26,27,20,17,18,29,21,19,22,24
"6",1,0,1,1,1,1,1,0,1,2,3,4,5,7,6,9,32,11,8,26,10,12,30,14,29,31,27,16,24,13,17,28,22,15,25,18,23,20,21,19
"7",0,0,0,1,1,1,1,1,1,2,3,4,5,6,8,7,32,12,9,13,14,31,10,30,11,15,19,28,21,17,16,23,29,18,24,25,22,26,20,27
"8",1,0,1,1,0,1,0,1,1,2,3,6,4,5,31,16,7,9,11,32,12,8,30,27,10,13,28,29,15,18,24,14,22,23,17,25,26,20,21,19
"9",1,1,0,1,1,0,1,0,2,1,4,3,6,5,8,7,10,9,12,11,14,13,16,15,18,17,20,19,22,21,24,23,26,25,28,27,30,29,32,31
"10",1,0,0,1,0,0,0,1,1,2,3,4,5,31,6,7,8,13,9,10,11,28,15,12,32,16,26,21,14,30,18,24,17,29,23,25,22,27,20,19
