"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,0,0,0,1,0,1,1,2,3,4,5,7,6,8,31,12,10,9,11,30,14,32,15,29,13,27,28,26,22,16,20,19,23,18,25,24,17,21
"2",0,1,0,1,0,1,0,1,1,2,3,4,5,7,8,6,32,9,11,14,10,13,12,27,31,20,15,19,16,17,18,30,29,22,28,24,25,21,26,23
"3",1,0,0,0,1,1,0,1,1,2,3,4,5,7,6,12,8,9,13,18,11,14,32,10,15,30,22,16,31,23,17,28,27,20,29,19,25,26,21,24
"4",1,1,0,1,1,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",0,1,1,1,1,1,1,1,1,2,3,4,5,7,6,8,12,10,9,11,23,14,13,22,31,29,15,32,20,17,26,18,19,24,16,21,28,30,27,25
"6",1,0,1,0,0,1,0,0,1,2,3,4,5,6,9,7,8,11,13,32,15,10,12,14,17,26,31,28,16,30,20,18,25,23,29,27,19,22,21,24
"7",0,0,1,1,0,1,0,0,1,2,4,3,5,7,6,8,28,11,12,9,27,13,10,32,15,30,18,31,14,26,16,29,20,23,17,22,19,25,21,24
"8",1,1,1,1,1,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",0,1,0,1,1,0,1,0,1,2,3,4,5,7,8,6,11,9,14,10,12,30,13,15,16,31,21,32,18,19,29,23,17,26,20,24,27,28,22,25
"10",1,0,0,0,0,1,1,1,2,1,3,4,5,8,6,10,7,12,14,32,9,11,25,13,29,30,26,28,31,22,27,15,18,24,21,23,17,19,16,20
"11",0,1,0,0,0,0,1,1,1,2,3,4,5,6,32,7,12,8,9,11,10,15,14,30,13,26,28,31,29,17,16,19,27,18,24,22,25,21,23,20
"12",1,0,1,1,1,1,1,1,1,2,3,4,6,5,32,7,8,9,13,11,31,30,10,12,25,17,14,29,15,28,16,22,27,21,19,20,26,24,18,23
"13",1,0,0,1,0,1,0,1,2,1,3,4,5,6,9,19,11,7,10,8,32,14,18,12,27,13,17,15,16,31,30,21,23,29,26,25,24,28,20,22
"14",1,0,0,0,0,0,0,0,1,2,3,4,5,8,6,7,9,31,32,10,30,17,14,11,12,15,18,13,19,22,24,16,23,25,21,20,28,27,29,26
"15",1,0,0,1,0,1,0,1,1,2,3,4,7,5,6,8,11,32,9,31,10,29,27,12,13,30,14,17,26,16,24,28,15,18,21,19,20,23,22,25
