"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,0,1,0,0,1,1,3,2,4,5,7,8,6,9,10,32,13,14,11,31,12,29,30,16,15,25,24,28,17,18,26,27,20,19,23,21,22
"2",0,0,0,1,1,0,0,0,1,2,3,4,5,7,11,6,8,16,13,9,31,32,10,30,17,12,15,14,19,25,18,24,20,29,27,21,22,26,23,28
"3",0,1,1,1,0,0,0,1,1,2,7,3,4,5,6,8,9,10,11,32,12,30,13,16,17,14,15,29,24,25,20,27,28,18,31,19,21,26,22,23
"4",0,1,1,0,0,1,1,1,1,2,4,3,5,7,8,6,9,28,32,11,12,14,13,10,16,20,31,30,15,18,17,19,26,24,27,22,29,23,25,21
"5",1,1,0,0,0,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,0,0,1,0,0,0,0,1,2,5,3,4,8,6,9,10,7,11,12,28,31,20,32,30,13,15,29,14,27,16,19,22,18,17,24,25,21,23,26
"7",0,0,1,0,1,1,0,1,1,2,3,8,4,5,7,6,9,12,15,10,32,11,16,31,18,17,14,22,13,19,30,25,27,23,29,26,28,21,20,24
"8",0,0,0,0,0,0,1,0,1,3,2,5,4,6,7,9,13,14,8,15,12,10,11,32,30,17,28,16,18,31,20,19,27,29,21,26,23,25,22,24
"9",0,0,0,1,1,0,1,0,1,2,3,4,5,12,6,32,29,7,15,8,11,10,30,9,31,19,28,13,14,17,21,26,16,27,23,20,24,22,25,18
"10",1,1,0,0,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",1,1,0,1,1,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",1,0,0,1,1,0,0,1,2,1,3,5,4,6,8,7,9,10,15,11,13,16,12,17,31,14,30,32,18,29,22,23,28,20,26,27,21,25,19,24
