"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",0,1,2,1
"3",0,0,2,1
"4",0,0,1,2
"5",0,0,1,2
"6",0,1,1,2
"7",1,1,2,1
"8",1,1,2,1
"9",0,0,1,2
"10",1,1,2,1
"11",0,1,1,2
"12",0,1,1,2
"13",0,1,1,2
"14",0,0,1,2
"15",0,1,2,1
"16",1,1,2,1
"17",0,1,1,2
"18",0,0,1,2
"19",0,1,1,2
"20",0,1,1,2
"21",0,0,1,2
"22",0,0,1,2
"23",0,1,1,2
"24",0,1,1,2
"25",0,0,1,2
"26",1,0,1,2
"27",0,0,1,2
"28",0,0,1,2
"29",1,1,2,1
"30",0,1,1,2
"31",1,1,2,1
"32",0,1,2,1
"33",0,1,1,2
"34",0,0,1,2
"35",1,1,2,1
"36",0,1,1,2
"37",0,0,1,2
"38",1,0,1,2
"39",0,0,1,2
"40",0,1,1,2
"41",1,0,1,2
"42",0,1,1,2
"43",0,0,1,2
"44",0,1,1,2
"45",1,0,1,2
"46",1,0,1,2
"47",1,1,2,1
"48",0,1,1,2
"49",0,1,2,1
"50",1,0,1,2
"51",0,1,1,2
"52",1,1,2,1
"53",1,0,1,2
"54",1,0,1,2
"55",0,0,1,2
"56",1,0,1,2
"57",1,0,1,2
"58",1,0,1,2
"59",0,0,1,2
"60",1,0,1,2
"61",1,1,2,1
"62",1,1,2,1
"63",0,0,1,2
"64",0,1,1,2
"65",0,1,1,2
"66",0,0,1,2
"67",1,1,2,1
"68",1,1,2,1
"69",0,0,1,2
"70",1,1,2,1
"71",0,0,1,2
"72",0,1,1,2
"73",1,1,2,1
"74",1,1,2,1
"75",0,1,1,2
"76",1,0,1,2
"77",0,0,1,2
"78",1,1,2,1
"79",0,1,1,2
"80",1,1,2,1
"81",0,0,1,2
"82",1,0,1,2
"83",0,1,1,2
"84",0,0,1,2
"85",0,0,1,2
"86",0,1,1,2
"87",1,0,2,1
"88",0,0,1,2
"89",0,1,1,2
"90",1,0,1,2
"91",1,1,2,1
"92",0,0,1,2
"93",1,1,2,1
"94",0,1,1,2
"95",1,1,2,1
"96",0,1,1,2
"97",1,1,2,1
"98",0,1,1,2
"99",1,0,1,2
"100",1,0,1,2
"101",1,0,1,2
"102",0,0,2,1
"103",1,0,1,2
"104",0,0,1,2
"105",1,1,2,1
"106",0,1,1,2
"107",1,0,1,2
"108",1,1,2,1
"109",0,0,1,2
"110",1,0,1,2
"111",1,1,2,1
"112",1,1,2,1
"113",1,1,2,1
"114",1,0,1,2
"115",0,1,1,2
"116",0,0,1,2
"117",0,0,1,2
"118",1,1,2,1
"119",1,1,2,1
"120",0,1,1,2
"121",1,0,1,2
"122",1,1,2,1
"123",1,0,2,1
"124",0,1,1,2
"125",1,0,1,2
"126",0,0,1,2
"127",0,1,1,2
"128",0,0,1,2
"129",1,0,1,2
"130",0,1,1,2
"131",0,1,2,1
"132",1,0,1,2
"133",0,1,1,2
"134",1,1,2,1
"135",0,1,1,2
"136",1,1,2,1
"137",1,0,1,2
"138",1,1,2,1
"139",0,1,1,2
"140",0,0,1,2
"141",1,0,1,2
"142",1,1,2,1
"143",1,1,2,1
"144",0,0,1,2
"145",1,1,2,1
"146",1,1,2,1
"147",0,1,2,1
"148",0,0,1,2
"149",1,0,1,2
"150",0,1,1,2
"151",0,1,1,2
"152",0,0,1,2
"153",0,1,1,2
"154",1,1,2,1
"155",0,1,1,2
"156",1,1,2,1
"157",0,1,1,2
"158",0,0,1,2
"159",1,0,1,2
"160",0,1,1,2
"161",0,0,2,1
"162",1,1,2,1
"163",0,0,1,2
"164",1,0,1,2
"165",1,0,2,1
"166",0,1,1,2
"167",0,0,1,2
"168",1,1,2,1
"169",0,0,1,2
"170",1,0,2,1
"171",0,0,1,2
"172",0,0,1,2
"173",1,0,1,2
"174",1,1,2,1
"175",1,0,1,2
"176",1,0,2,1
"177",0,0,1,2
"178",1,1,2,1
"179",1,1,2,1
"180",0,1,1,2
"181",1,0,1,2
"182",0,1,1,2
"183",1,1,2,1
"184",1,0,1,2
"185",0,1,1,2
"186",0,0,1,2
"187",0,1,2,1
"188",1,0,1,2
"189",0,0,1,2
"190",0,1,1,2
"191",0,0,1,2
"192",1,1,2,1
"193",0,0,1,2
"194",1,0,1,2
"195",1,0,1,2
"196",1,0,1,2
"197",1,1,2,1
"198",1,0,1,2
"199",1,0,1,2
"200",1,0,1,2
"201",1,0,1,2
"202",1,0,2,1
"203",0,1,1,2
"204",1,0,1,2
"205",1,1,2,1
"206",0,0,1,2
"207",0,1,1,2
"208",1,0,2,1
"209",1,1,2,1
"210",1,1,2,1
"211",1,0,1,2
"212",0,1,1,2
"213",1,1,2,1
"214",1,1,2,1
"215",0,0,1,2
"216",1,0,1,2
"217",1,0,1,2
"218",0,1,1,2
"219",0,0,1,2
"220",1,0,2,1
"221",1,0,2,1
"222",1,1,2,1
"223",1,1,2,1
"224",0,0,1,2
"225",0,1,1,2
"226",0,0,1,2
"227",1,0,1,2
"228",0,1,1,2
"229",0,1,1,2
"230",0,0,1,2
"231",0,0,1,2
"232",0,0,1,2
"233",1,0,1,2
"234",1,0,1,2
"235",1,0,1,2
"236",1,1,2,1
"237",0,1,1,2
"238",1,0,1,2
"239",0,1,1,2
"240",1,1,2,1
"241",1,1,2,1
"242",1,1,2,1
"243",1,1,2,1
"244",0,0,1,2
"245",0,0,1,2
"246",0,1,1,2
"247",1,1,2,1
"248",1,1,2,1
"249",1,0,1,2
"250",0,1,1,2
"251",1,0,1,2
"252",0,1,1,2
"253",0,0,1,2
"254",0,1,2,1
"255",1,0,1,2
"256",1,0,1,2
"257",1,0,1,2
"258",0,0,1,2
"259",1,0,1,2
"260",0,1,1,2
"261",0,0,1,2
"262",0,0,1,2
"263",0,1,1,2
"264",1,1,2,1
"265",1,1,2,1
"266",0,1,1,2
"267",1,0,1,2
"268",1,1,2,1
"269",1,1,2,1
"270",0,0,1,2
"271",0,0,1,2
"272",0,1,1,2
"273",0,0,1,2
"274",0,1,1,2
"275",0,1,1,2
"276",1,0,1,2
"277",0,1,1,2
"278",0,0,1,2
"279",0,1,1,2
"280",0,1,1,2
"281",0,1,1,2
"282",1,0,1,2
"283",0,1,1,2
"284",0,1,1,2
"285",0,1,1,2
"286",1,0,1,2
"287",1,0,2,1
"288",0,1,1,2
"289",0,0,1,2
"290",1,0,2,1
"291",1,1,2,1
"292",0,0,1,2
"293",1,1,2,1
"294",0,1,1,2
"295",0,0,2,1
"296",0,0,1,2
"297",0,1,1,2
"298",0,1,1,2
"299",0,1,1,2
"300",0,1,1,2
"301",0,1,1,2
"302",1,0,2,1
"303",1,1,2,1
"304",1,0,1,2
"305",0,0,1,2
"306",0,1,1,2
"307",1,1,2,1
"308",0,1,1,2
"309",0,0,1,2
"310",0,0,1,2
"311",1,1,2,1
"312",0,0,1,2
"313",1,0,1,2
"314",1,1,2,1
"315",1,1,2,1
"316",1,0,1,2
"317",1,1,2,1
"318",0,0,1,2
"319",1,0,1,2
"320",1,0,1,2
"321",0,0,2,1
"322",1,1,2,1
"323",0,1,1,2
"324",1,0,1,2
"325",1,1,2,1
"326",0,1,1,2
"327",0,1,1,2
"328",1,0,1,2
"329",0,1,1,2
"330",0,0,2,1
"331",1,1,2,1
"332",0,1,1,2
"333",0,0,1,2
"334",0,0,1,2
"335",1,1,2,1
"336",0,1,1,2
"337",0,0,2,1
"338",0,0,1,2
"339",0,1,1,2
"340",0,0,1,2
"341",1,1,2,1
"342",1,1,2,1
"343",1,1,2,1
"344",0,0,2,1
"345",0,0,1,2
"346",1,0,1,2
"347",1,0,1,2
"348",1,0,1,2
"349",1,0,1,2
"350",1,1,2,1
"351",1,0,1,2
"352",0,1,1,2
"353",1,1,2,1
"354",0,0,2,1
"355",1,1,2,1
"356",1,1,2,1
"357",1,0,1,2
"358",0,1,1,2
"359",1,0,1,2
"360",1,0,1,2
"361",1,0,1,2
"362",1,1,2,1
"363",0,1,1,2
"364",1,0,1,2
"365",0,0,1,2
"366",1,1,2,1
"367",0,0,1,2
"368",1,1,2,1
"369",1,1,2,1
"370",0,0,1,2
"371",0,0,1,2
"372",1,1,2,1
"373",0,0,1,2
"374",1,1,2,1
"375",1,0,2,1
"376",1,1,2,1
"377",0,0,1,2
"378",0,1,1,2
"379",1,0,1,2
"380",0,0,1,2
"381",0,0,1,2
"382",1,0,1,2
"383",1,0,1,2
"384",1,1,2,1
"385",1,0,1,2
"386",0,1,1,2
"387",1,0,1,2
"388",1,0,1,2
"389",0,0,1,2
"390",1,1,2,1
"391",0,1,1,2
"392",1,1,2,1
"393",1,1,2,1
"394",1,0,1,2
"395",0,0,1,2
"396",1,0,1,2
"397",0,1,1,2
"398",1,1,2,1
"399",1,0,1,2
"400",1,1,2,1
"401",1,0,1,2
"402",0,1,1,2
"403",0,1,1,2
"404",0,1,1,2
"405",0,0,1,2
"406",1,0,1,2
"407",1,0,1,2
"408",1,1,2,1
"409",0,1,1,2
"410",0,0,1,2
"411",1,0,1,2
"412",0,0,1,2
"413",0,0,1,2
"414",1,1,2,1
"415",1,1,2,1
"416",1,0,1,2
"417",0,1,1,2
"418",1,1,2,1
"419",1,0,2,1
"420",0,1,1,2
"421",0,0,1,2
"422",1,1,2,1
"423",1,1,2,1
"424",0,0,1,2
"425",1,0,1,2
"426",1,1,2,1
"427",0,0,1,2
"428",1,0,1,2
"429",1,1,2,1
"430",0,1,1,2
"431",1,1,2,1
"432",0,1,1,2
"433",1,0,1,2
"434",1,1,2,1
"435",0,0,1,2
"436",0,0,1,2
"437",1,0,1,2
"438",1,0,1,2
"439",1,1,2,1
"440",0,0,1,2
"441",1,0,1,2
"442",1,1,2,1
"443",1,1,2,1
"444",1,0,1,2
"445",0,0,1,2
"446",0,0,1,2
"447",1,0,1,2
"448",1,1,2,1
"449",0,1,1,2
"450",1,0,1,2
"451",0,1,1,2
"452",0,0,1,2
"453",1,1,2,1
"454",1,0,1,2
"455",1,1,2,1
"456",0,1,1,2
"457",0,0,1,2
"458",1,1,2,1
"459",0,0,1,2
"460",1,1,2,1
"461",0,0,1,2
"462",1,1,2,1
"463",0,1,1,2
"464",0,0,1,2
"465",0,0,1,2
"466",1,0,1,2
"467",0,0,1,2
"468",1,1,2,1
"469",1,1,2,1
"470",1,0,1,2
"471",0,1,1,2
"472",0,0,1,2
"473",1,0,1,2
"474",0,1,1,2
"475",1,0,1,2
"476",1,1,2,1
"477",1,1,2,1
"478",1,1,2,1
"479",1,0,2,1
"480",1,1,2,1
"481",0,1,1,2
"482",1,0,1,2
"483",1,0,1,2
"484",1,0,1,2
"485",0,0,1,2
"486",0,0,1,2
"487",0,0,1,2
"488",0,0,1,2
"489",1,0,1,2
"490",0,0,2,1
"491",0,1,2,1
"492",0,1,1,2
"493",1,1,2,1
"494",1,0,1,2
"495",1,0,1,2
"496",0,0,1,2
"497",0,1,1,2
"498",1,1,2,1
"499",0,0,1,2
"500",1,1,2,1
"501",0,1,1,2
"502",0,0,1,2
"503",0,0,2,1
"504",0,1,1,2
"505",0,0,1,2
"506",0,1,1,2
"507",1,1,2,1
"508",0,1,1,2
"509",1,0,2,1
"510",0,0,1,2
"511",1,1,2,1
"512",1,1,2,1
"513",0,1,1,2
"514",0,0,1,2
"515",1,0,1,2
"516",1,0,1,2
"517",0,0,1,2
"518",0,1,1,2
"519",1,0,1,2
"520",0,1,1,2
"521",1,0,2,1
"522",1,0,1,2
"523",1,1,2,1
"524",0,0,1,2
"525",1,0,1,2
"526",1,1,2,1
"527",0,1,1,2
"528",1,0,1,2
"529",0,0,1,2
"530",0,0,1,2
"531",1,0,1,2
"532",1,1,2,1
"533",0,1,1,2
"534",1,0,1,2
"535",1,0,1,2
"536",1,0,1,2
"537",1,0,1,2
"538",0,0,1,2
"539",1,0,1,2
"540",0,0,1,2
"541",0,1,1,2
"542",1,0,1,2
"543",0,1,1,2
"544",1,1,2,1
"545",0,1,1,2
"546",0,1,1,2
"547",1,1,2,1
"548",0,1,1,2
"549",1,1,2,1
"550",1,1,2,1
"551",0,1,1,2
"552",1,0,1,2
"553",0,0,1,2
"554",0,1,1,2
"555",0,0,1,2
"556",1,0,1,2
"557",0,0,1,2
"558",1,0,1,2
"559",1,1,2,1
"560",1,1,2,1
"561",1,0,1,2
"562",1,1,2,1
"563",1,1,2,1
"564",0,1,1,2
"565",0,1,1,2
"566",0,0,1,2
"567",1,1,2,1
"568",0,1,1,2
"569",1,0,1,2
"570",0,1,1,2
"571",0,0,1,2
"572",1,1,2,1
"573",1,0,1,2
"574",1,0,1,2
"575",1,1,2,1
"576",1,0,1,2
"577",1,0,1,2
"578",0,0,1,2
"579",1,0,1,2
"580",1,0,1,2
"581",1,0,1,2
"582",1,0,1,2
"583",1,0,1,2
"584",0,0,1,2
"585",1,1,2,1
"586",1,1,2,1
"587",1,0,1,2
"588",0,1,1,2
"589",0,0,1,2
