"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",0,1,1,2
"3",0,0,1,2
"4",1,0,1,2
"5",0,1,1,2
"6",1,1,2,1
"7",1,1,2,1
"8",0,1,1,2
"9",1,0,1,2
"10",0,0,1,2
"11",1,0,1,2
"12",0,0,1,2
"13",0,1,1,2
"14",0,1,1,2
"15",0,1,1,2
"16",1,1,2,1
"17",1,0,1,2
"18",1,0,1,2
"19",1,0,2,1
"20",1,0,1,2
"21",0,1,1,2
"22",1,1,2,1
"23",1,0,1,2
"24",1,0,1,2
"25",0,1,1,2
"26",1,1,2,1
"27",1,1,2,1
"28",0,1,1,2
"29",1,1,2,1
"30",0,0,1,2
"31",0,1,1,2
"32",1,1,2,1
"33",1,1,2,1
"34",1,0,1,2
"35",0,0,2,1
"36",0,0,1,2
"37",1,0,1,2
"38",0,1,1,2
"39",0,1,1,2
"40",0,1,2,1
"41",1,0,1,2
"42",1,0,1,2
"43",0,0,1,2
"44",0,1,1,2
"45",1,0,1,2
"46",1,0,1,2
"47",0,0,1,2
"48",0,1,1,2
"49",0,1,1,2
"50",1,0,1,2
"51",1,0,1,2
"52",0,1,1,2
"53",0,1,2,1
"54",1,1,2,1
"55",1,1,2,1
"56",0,0,1,2
"57",0,1,1,2
"58",0,0,2,1
"59",1,1,2,1
"60",0,0,1,2
"61",0,0,1,2
"62",1,1,2,1
"63",1,1,2,1
"64",0,1,1,2
"65",1,1,2,1
"66",0,0,1,2
"67",0,1,1,2
"68",0,1,1,2
"69",1,1,2,1
"70",1,0,1,2
"71",1,0,1,2
"72",1,0,1,2
"73",0,1,1,2
"74",1,1,2,1
"75",1,0,1,2
"76",0,0,1,2
"77",0,0,1,2
"78",1,0,1,2
"79",1,1,2,1
"80",1,1,2,1
"81",0,1,1,2
"82",1,0,1,2
"83",1,1,2,1
"84",1,1,2,1
"85",1,0,1,2
"86",0,1,1,2
"87",1,1,2,1
"88",1,1,2,1
"89",0,1,1,2
"90",0,0,1,2
"91",1,1,2,1
"92",1,0,1,2
"93",1,0,1,2
"94",1,0,1,2
"95",0,1,1,2
"96",0,1,1,2
"97",0,1,1,2
"98",0,1,1,2
"99",1,0,1,2
"100",0,0,1,2
"101",0,1,1,2
"102",1,0,1,2
"103",1,1,2,1
"104",0,0,1,2
"105",0,0,1,2
"106",0,0,1,2
"107",1,1,2,1
"108",0,0,1,2
"109",1,0,1,2
"110",0,1,1,2
"111",1,1,2,1
"112",1,0,1,2
"113",1,0,1,2
"114",1,0,1,2
"115",0,0,1,2
"116",0,0,1,2
"117",0,1,1,2
"118",0,1,2,1
"119",0,1,1,2
"120",1,1,2,1
"121",0,1,1,2
"122",0,1,1,2
"123",0,1,1,2
"124",1,1,2,1
"125",1,1,2,1
"126",0,1,1,2
"127",1,1,2,1
"128",0,1,1,2
"129",0,0,1,2
"130",1,1,2,1
"131",0,0,1,2
"132",1,1,2,1
"133",1,0,1,2
"134",1,0,1,2
"135",1,1,2,1
"136",1,1,2,1
"137",1,0,1,2
"138",1,1,2,1
"139",1,1,2,1
"140",0,1,1,2
"141",1,0,1,2
"142",0,1,1,2
"143",0,1,1,2
"144",0,1,1,2
"145",0,1,1,2
"146",0,0,1,2
"147",1,0,1,2
"148",0,0,1,2
"149",0,1,1,2
"150",1,1,2,1
"151",0,0,2,1
"152",0,1,1,2
"153",1,0,1,2
"154",1,0,1,2
"155",1,1,2,1
"156",0,0,1,2
"157",0,1,1,2
"158",1,1,2,1
"159",0,0,2,1
"160",1,1,2,1
"161",1,0,1,2
"162",0,0,1,2
"163",1,1,2,1
"164",0,0,2,1
"165",1,0,1,2
"166",0,1,2,1
"167",0,0,1,2
"168",0,1,1,2
"169",1,0,1,2
"170",1,1,2,1
"171",0,0,1,2
"172",0,0,1,2
"173",0,0,1,2
"174",0,1,1,2
"175",1,0,1,2
"176",1,1,2,1
"177",1,1,2,1
"178",1,1,2,1
"179",0,1,1,2
"180",0,1,1,2
"181",0,0,1,2
"182",1,1,2,1
"183",0,0,1,2
"184",1,1,2,1
"185",1,0,2,1
"186",0,0,1,2
"187",1,0,1,2
"188",1,1,2,1
"189",1,1,2,1
"190",0,1,1,2
"191",0,0,1,2
"192",1,1,2,1
"193",1,1,2,1
"194",1,0,1,2
"195",1,1,2,1
"196",1,0,1,2
"197",0,1,1,2
"198",0,0,1,2
"199",0,0,1,2
"200",1,1,2,1
"201",1,1,2,1
"202",1,0,1,2
"203",0,0,1,2
"204",1,1,2,1
"205",1,0,1,2
"206",0,0,1,2
"207",0,1,1,2
"208",0,1,1,2
"209",0,1,1,2
"210",1,0,1,2
"211",1,0,1,2
"212",1,1,2,1
"213",0,1,1,2
"214",1,1,2,1
"215",1,0,1,2
"216",1,1,2,1
"217",1,1,2,1
"218",0,0,1,2
"219",1,0,1,2
"220",0,0,1,2
"221",1,0,2,1
"222",1,0,1,2
"223",0,1,1,2
"224",1,1,2,1
"225",1,0,1,2
"226",1,1,2,1
"227",0,0,1,2
"228",1,1,2,1
"229",0,1,1,2
"230",1,0,1,2
"231",1,0,1,2
"232",1,0,1,2
"233",0,1,1,2
"234",0,0,1,2
"235",0,1,1,2
"236",0,0,1,2
"237",1,1,2,1
"238",0,1,2,1
"239",1,1,2,1
"240",0,0,1,2
"241",1,0,1,2
"242",0,1,1,2
"243",1,0,2,1
"244",1,1,2,1
"245",1,1,2,1
"246",0,1,1,2
"247",0,1,1,2
"248",1,1,2,1
"249",1,0,2,1
"250",0,1,1,2
"251",0,0,1,2
"252",1,1,2,1
"253",1,1,2,1
"254",0,0,1,2
"255",0,1,2,1
"256",1,0,1,2
"257",0,0,1,2
"258",0,0,1,2
"259",1,1,2,1
"260",1,1,2,1
"261",0,1,1,2
"262",0,0,1,2
"263",1,0,1,2
"264",1,0,1,2
"265",1,1,2,1
"266",1,1,2,1
"267",1,0,1,2
"268",1,1,2,1
"269",0,0,1,2
"270",0,0,1,2
"271",1,1,2,1
"272",0,1,1,2
"273",0,1,1,2
"274",0,1,1,2
"275",0,1,1,2
"276",1,0,1,2
"277",0,0,1,2
"278",1,1,2,1
"279",1,0,1,2
"280",0,1,1,2
"281",1,1,2,1
"282",0,0,2,1
"283",0,1,1,2
"284",0,1,2,1
"285",0,0,1,2
"286",1,0,1,2
"287",0,0,1,2
"288",0,0,1,2
"289",1,0,1,2
"290",1,1,2,1
"291",1,0,1,2
"292",0,0,2,1
"293",1,0,1,2
"294",0,0,1,2
"295",1,1,2,1
"296",1,0,2,1
"297",1,0,1,2
"298",1,0,1,2
"299",1,0,1,2
"300",1,1,2,1
"301",0,0,1,2
"302",0,1,1,2
"303",1,0,1,2
"304",1,0,1,2
"305",1,1,2,1
"306",0,0,1,2
"307",1,1,2,1
"308",1,0,1,2
"309",0,0,1,2
"310",0,0,1,2
"311",1,0,1,2
"312",1,1,2,1
"313",1,1,2,1
"314",0,0,1,2
"315",1,0,1,2
"316",0,0,1,2
"317",1,1,2,1
"318",0,0,1,2
"319",1,1,2,1
"320",0,1,1,2
"321",0,0,2,1
"322",1,1,2,1
"323",1,1,2,1
"324",1,1,2,1
"325",1,0,2,1
"326",1,1,2,1
"327",1,0,1,2
"328",1,0,1,2
"329",0,0,1,2
"330",0,0,1,2
"331",1,1,2,1
"332",0,0,1,2
"333",0,1,1,2
"334",0,1,1,2
"335",1,0,1,2
"336",0,0,1,2
"337",0,0,1,2
"338",1,1,2,1
"339",0,1,1,2
"340",0,1,1,2
"341",1,1,2,1
"342",0,1,1,2
"343",1,0,1,2
"344",1,1,2,1
"345",1,0,1,2
"346",0,0,2,1
"347",0,0,1,2
"348",0,0,1,2
"349",1,1,2,1
"350",1,1,2,1
"351",0,1,1,2
"352",1,1,2,1
"353",1,1,2,1
"354",1,0,1,2
"355",0,1,1,2
"356",1,1,2,1
"357",0,1,1,2
"358",1,0,1,2
"359",1,0,1,2
"360",1,1,2,1
"361",0,0,1,2
"362",0,0,1,2
"363",0,0,1,2
"364",0,1,1,2
"365",1,1,2,1
"366",0,1,1,2
"367",0,0,1,2
"368",1,1,2,1
"369",1,1,2,1
"370",1,1,2,1
"371",0,1,1,2
"372",1,1,2,1
"373",0,1,1,2
"374",1,1,2,1
"375",1,1,2,1
"376",1,1,2,1
"377",1,1,2,1
"378",1,0,1,2
"379",1,1,2,1
"380",0,1,1,2
"381",1,0,1,2
"382",1,1,2,1
"383",0,1,1,2
"384",1,0,1,2
"385",1,1,2,1
"386",0,1,1,2
"387",1,1,2,1
"388",0,1,1,2
"389",0,0,1,2
"390",1,0,2,1
"391",0,0,1,2
"392",1,1,2,1
"393",1,0,1,2
"394",1,1,2,1
"395",1,0,2,1
"396",1,1,2,1
"397",0,0,2,1
"398",1,0,1,2
"399",1,1,2,1
"400",1,0,2,1
"401",1,0,1,2
"402",1,1,2,1
"403",0,0,1,2
"404",0,1,1,2
"405",1,1,2,1
"406",0,0,1,2
"407",0,1,1,2
"408",0,1,1,2
"409",0,0,1,2
"410",1,0,2,1
"411",0,0,2,1
"412",1,0,1,2
"413",1,0,1,2
"414",0,0,1,2
"415",1,0,1,2
"416",0,0,1,2
"417",1,1,2,1
"418",0,0,1,2
"419",1,0,1,2
"420",1,0,1,2
"421",0,0,1,2
"422",1,1,2,1
"423",1,1,2,1
"424",1,1,2,1
"425",1,0,1,2
"426",1,0,1,2
"427",1,1,2,1
"428",0,0,1,2
"429",1,1,2,1
"430",0,0,1,2
"431",0,1,1,2
"432",0,0,1,2
"433",0,1,1,2
"434",0,0,1,2
"435",1,0,1,2
"436",1,0,1,2
"437",0,1,1,2
"438",0,1,1,2
"439",0,1,1,2
"440",1,0,1,2
"441",0,0,1,2
"442",0,1,1,2
"443",1,0,1,2
"444",1,0,1,2
"445",0,0,1,2
"446",0,1,1,2
"447",1,1,2,1
"448",0,1,1,2
"449",0,0,1,2
"450",1,0,1,2
"451",1,1,2,1
"452",0,1,1,2
"453",1,1,2,1
"454",1,0,1,2
"455",1,1,2,1
"456",0,1,1,2
"457",1,1,2,1
"458",0,0,1,2
"459",1,0,1,2
"460",0,0,1,2
"461",0,1,1,2
"462",1,1,2,1
"463",1,0,1,2
"464",0,1,1,2
"465",0,0,1,2
"466",1,1,2,1
"467",1,0,1,2
"468",1,0,1,2
"469",1,1,2,1
"470",0,1,1,2
"471",1,1,2,1
"472",1,1,2,1
"473",0,0,1,2
"474",1,0,1,2
"475",1,1,2,1
"476",1,1,2,1
"477",0,0,1,2
"478",0,0,1,2
"479",0,1,1,2
"480",1,1,2,1
"481",0,0,1,2
"482",0,0,1,2
"483",1,0,1,2
"484",0,0,1,2
"485",1,0,1,2
"486",1,1,2,1
"487",0,1,1,2
"488",0,0,1,2
"489",0,0,1,2
"490",0,1,1,2
"491",0,0,1,2
"492",1,0,1,2
"493",0,0,1,2
"494",1,1,2,1
"495",1,0,2,1
"496",1,1,2,1
"497",0,1,1,2
"498",0,0,1,2
"499",1,1,2,1
"500",0,1,1,2
"501",1,1,2,1
"502",1,1,2,1
"503",1,1,2,1
"504",0,0,1,2
"505",1,0,1,2
"506",1,0,1,2
"507",1,0,1,2
"508",1,0,1,2
"509",1,1,2,1
"510",0,1,1,2
"511",1,1,2,1
"512",0,0,1,2
"513",0,0,1,2
"514",0,1,1,2
"515",0,1,1,2
"516",1,1,2,1
"517",1,1,2,1
"518",1,0,1,2
"519",0,0,1,2
"520",1,1,2,1
"521",0,0,1,2
"522",0,0,1,2
"523",0,1,1,2
"524",0,1,1,2
"525",0,1,2,1
"526",0,1,1,2
"527",0,0,1,2
"528",0,0,1,2
"529",1,0,1,2
"530",1,0,2,1
"531",0,0,1,2
"532",0,1,1,2
"533",0,0,1,2
"534",0,0,1,2
"535",0,0,1,2
"536",1,1,2,1
"537",1,0,1,2
"538",1,1,2,1
"539",1,1,2,1
"540",1,0,1,2
"541",0,0,1,2
"542",1,0,1,2
"543",0,1,1,2
"544",0,0,1,2
"545",1,1,2,1
"546",1,0,1,2
"547",0,0,2,1
"548",1,1,2,1
"549",0,0,2,1
"550",0,0,1,2
"551",1,0,1,2
"552",0,0,1,2
"553",1,0,1,2
"554",0,0,1,2
"555",1,0,1,2
"556",1,0,2,1
"557",1,0,1,2
"558",1,0,1,2
"559",0,0,1,2
"560",0,1,1,2
"561",0,1,1,2
"562",0,1,1,2
"563",0,1,2,1
"564",1,1,2,1
"565",1,1,2,1
"566",0,0,1,2
"567",0,0,1,2
"568",1,1,2,1
"569",1,1,2,1
"570",1,1,2,1
"571",1,1,2,1
"572",1,0,2,1
"573",0,0,1,2
"574",0,1,1,2
"575",1,0,2,1
"576",1,1,2,1
"577",1,0,1,2
"578",1,0,2,1
"579",1,0,1,2
"580",1,1,2,1
"581",1,0,1,2
"582",1,1,2,1
"583",0,1,2,1
"584",0,0,1,2
"585",1,0,1,2
"586",0,1,1,2
"587",0,1,1,2
"588",0,0,1,2
"589",0,0,1,2
"590",0,1,1,2
"591",0,0,1,2
"592",1,0,1,2
"593",1,0,1,2
"594",0,0,2,1
"595",1,1,2,1
"596",1,1,2,1
"597",0,0,1,2
"598",1,1,2,1
"599",1,0,1,2
"600",1,0,1,2
"601",0,1,2,1
"602",0,0,1,2
"603",0,1,1,2
"604",1,0,2,1
"605",1,0,1,2
"606",0,1,1,2
"607",0,0,1,2
"608",0,1,1,2
"609",0,0,1,2
"610",1,0,2,1
"611",1,1,2,1
"612",1,0,1,2
"613",0,0,1,2
"614",1,0,1,2
"615",0,1,1,2
"616",1,1,2,1
"617",0,0,1,2
"618",0,0,1,2
"619",0,1,1,2
"620",1,0,1,2
"621",0,0,1,2
"622",1,0,2,1
"623",0,0,1,2
"624",1,0,1,2
"625",0,0,1,2
"626",1,1,2,1
"627",1,0,1,2
"628",0,0,1,2
"629",1,0,1,2
"630",1,0,1,2
"631",1,1,2,1
"632",0,1,1,2
"633",1,1,2,1
"634",0,1,1,2
"635",1,1,2,1
"636",0,0,1,2
"637",1,1,2,1
"638",0,1,1,2
"639",1,1,2,1
"640",0,0,1,2
"641",0,0,1,2
"642",0,1,1,2
"643",0,1,1,2
"644",1,0,1,2
"645",0,0,1,2
"646",0,1,1,2
"647",0,0,1,2
"648",1,1,2,1
"649",0,0,1,2
"650",1,1,2,1
"651",0,1,1,2
"652",0,0,1,2
"653",1,1,2,1
"654",1,1,2,1
"655",0,1,1,2
"656",1,1,2,1
"657",0,0,1,2
"658",1,0,1,2
"659",1,1,2,1
"660",0,1,1,2
"661",1,0,1,2
"662",0,0,1,2
"663",0,1,1,2
"664",0,0,1,2
"665",1,1,2,1
"666",1,0,1,2
"667",1,1,2,1
"668",1,0,1,2
"669",1,0,1,2
"670",1,1,2,1
"671",1,0,1,2
"672",0,0,1,2
"673",0,1,1,2
"674",0,1,1,2
"675",1,1,2,1
"676",0,1,1,2
"677",0,1,1,2
"678",1,0,1,2
"679",0,1,1,2
"680",0,1,2,1
"681",0,1,1,2
"682",0,0,1,2
"683",1,0,1,2
"684",0,1,1,2
"685",1,0,1,2
"686",1,0,1,2
"687",0,1,1,2
"688",0,1,1,2
"689",0,1,1,2
"690",1,0,1,2
"691",0,1,1,2
"692",1,0,1,2
"693",0,0,1,2
"694",0,1,1,2
"695",0,0,2,1
"696",0,1,1,2
"697",1,0,1,2
"698",1,1,2,1
"699",1,0,1,2
"700",1,0,1,2
"701",1,1,2,1
"702",0,0,1,2
"703",1,0,1,2
"704",0,0,2,1
"705",1,0,1,2
"706",0,0,1,2
"707",1,0,1,2
"708",1,0,1,2
"709",1,0,2,1
"710",0,0,1,2
"711",1,1,2,1
"712",0,1,1,2
"713",1,1,2,1
"714",1,0,2,1
"715",1,1,2,1
"716",1,1,2,1
"717",1,1,2,1
"718",0,1,1,2
"719",1,1,2,1
"720",1,1,2,1
"721",1,1,2,1
"722",1,0,1,2
"723",0,1,1,2
"724",1,1,2,1
"725",0,0,1,2
"726",1,1,2,1
"727",0,0,2,1
"728",1,1,2,1
"729",1,0,1,2
"730",0,1,1,2
"731",0,0,2,1
"732",1,0,1,2
"733",1,0,2,1
"734",0,1,1,2
"735",1,0,1,2
"736",1,0,1,2
"737",1,1,2,1
"738",1,0,1,2
"739",1,1,2,1
"740",1,0,1,2
"741",1,0,1,2
"742",0,1,1,2
"743",0,1,1,2
"744",1,1,2,1
"745",1,0,1,2
"746",1,1,2,1
"747",1,0,1,2
"748",1,1,2,1
"749",0,1,1,2
"750",1,0,1,2
"751",0,0,2,1
"752",0,0,1,2
"753",1,0,1,2
"754",0,1,1,2
"755",1,1,2,1
"756",0,1,1,2
"757",1,0,1,2
"758",1,0,1,2
"759",1,1,2,1
"760",0,0,1,2
"761",1,1,2,1
"762",1,0,1,2
"763",0,0,2,1
"764",1,1,2,1
"765",1,1,2,1
"766",1,1,2,1
"767",0,1,1,2
"768",0,1,1,2
"769",1,1,2,1
"770",1,1,2,1
"771",0,0,1,2
"772",1,1,2,1
"773",0,1,1,2
"774",1,1,2,1
"775",1,0,1,2
"776",1,0,1,2
"777",0,0,1,2
"778",1,1,2,1
"779",1,1,2,1
"780",1,1,2,1
"781",1,1,2,1
"782",1,0,1,2
"783",0,0,1,2
"784",1,0,1,2
"785",0,1,1,2
"786",1,0,2,1
"787",0,0,1,2
"788",0,1,1,2
"789",1,0,1,2
"790",1,1,2,1
"791",0,0,1,2
"792",0,0,1,2
"793",1,0,1,2
"794",1,0,1,2
"795",0,0,1,2
"796",1,1,2,1
"797",0,0,1,2
"798",0,1,1,2
"799",1,1,2,1
"800",0,1,1,2
"801",1,0,2,1
"802",1,0,1,2
"803",0,1,1,2
"804",0,0,1,2
"805",1,1,2,1
"806",1,1,2,1
"807",1,0,1,2
"808",1,0,1,2
"809",0,0,2,1
"810",0,1,1,2
"811",1,1,2,1
"812",0,1,1,2
"813",0,1,1,2
"814",0,0,1,2
"815",1,1,2,1
"816",1,0,1,2
"817",1,0,1,2
"818",1,0,1,2
"819",0,1,1,2
"820",0,1,1,2
"821",1,0,1,2
"822",0,0,1,2
"823",1,1,2,1
"824",1,1,2,1
