"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",1,0,1,2
"3",0,1,1,2
"4",0,0,1,2
"5",1,1,2,1
"6",0,1,1,2
"7",1,0,1,2
"8",1,0,1,2
"9",0,1,1,2
"10",0,0,1,2
"11",0,1,1,2
"12",1,0,1,2
"13",0,1,2,1
"14",0,1,1,2
"15",0,1,1,2
"16",0,0,2,1
"17",1,0,1,2
"18",0,0,1,2
"19",1,0,2,1
"20",0,1,1,2
"21",0,0,1,2
"22",1,1,2,1
"23",0,1,1,2
"24",1,0,1,2
"25",0,0,1,2
"26",1,1,2,1
"27",1,0,1,2
"28",0,1,1,2
"29",0,0,1,2
"30",1,0,1,2
"31",1,1,2,1
"32",0,0,2,1
"33",1,0,1,2
"34",1,1,2,1
"35",0,0,2,1
"36",0,0,1,2
"37",0,1,1,2
"38",0,0,1,2
"39",0,1,1,2
"40",1,0,2,1
"41",0,0,1,2
"42",1,1,2,1
"43",1,1,2,1
"44",1,1,2,1
"45",1,1,2,1
"46",1,0,1,2
"47",0,0,1,2
"48",0,1,1,2
"49",0,1,1,2
"50",1,0,1,2
"51",1,1,2,1
"52",0,1,1,2
"53",1,0,1,2
"54",1,1,2,1
"55",1,0,1,2
"56",1,0,2,1
"57",0,0,1,2
"58",0,1,1,2
"59",1,0,1,2
"60",0,0,1,2
"61",1,0,1,2
"62",1,1,2,1
"63",1,0,1,2
"64",0,0,1,2
"65",1,0,1,2
"66",1,1,2,1
"67",0,1,1,2
"68",0,0,1,2
"69",1,0,1,2
"70",0,1,1,2
"71",1,0,1,2
"72",1,1,2,1
"73",0,1,1,2
"74",0,0,1,2
"75",1,1,2,1
"76",0,1,1,2
"77",0,1,2,1
"78",0,1,1,2
"79",0,1,1,2
"80",0,0,1,2
"81",1,1,2,1
"82",1,1,2,1
"83",0,0,1,2
"84",1,0,1,2
"85",1,1,2,1
"86",1,1,2,1
"87",0,1,1,2
"88",1,0,1,2
"89",0,0,1,2
"90",1,0,1,2
"91",1,1,2,1
"92",0,0,1,2
"93",1,0,1,2
"94",1,0,1,2
"95",0,0,1,2
"96",0,0,1,2
"97",1,0,1,2
"98",0,1,1,2
"99",0,0,1,2
"100",1,0,1,2
"101",0,0,1,2
"102",0,1,1,2
"103",1,0,2,1
"104",1,0,1,2
"105",1,1,2,1
"106",0,0,1,2
"107",1,0,1,2
"108",0,1,1,2
"109",1,1,2,1
"110",1,0,2,1
"111",1,0,1,2
"112",0,0,1,2
"113",1,1,2,1
"114",0,1,2,1
"115",0,1,1,2
"116",0,0,2,1
"117",0,0,1,2
