"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,1,1,1,0,1,1,1,2,1
"2",1,0,0,0,0,1,1,1,1,2
"3",1,0,0,0,1,0,1,0,1,2
"4",0,1,1,0,1,0,0,1,1,2
"5",1,1,0,1,0,0,0,0,2,1
"6",1,0,1,1,0,0,0,0,1,2
"7",0,1,1,1,1,0,1,0,1,2
"8",0,0,0,0,0,1,1,0,1,2
"9",1,1,0,0,0,0,0,1,2,1
"10",0,1,0,0,1,0,1,1,2,1
"11",0,0,0,0,0,1,1,1,1,2
"12",1,1,1,1,0,0,1,1,2,1
"13",1,0,0,0,1,0,0,0,1,2
"14",1,1,1,0,0,0,1,1,2,1
"15",1,0,0,1,1,0,0,0,1,2
"16",0,1,0,1,0,1,1,1,1,2
"17",1,0,0,1,0,1,1,1,1,2
"18",0,0,1,0,1,1,0,0,1,2
"19",0,0,1,0,1,0,0,1,1,2
"20",1,0,1,1,0,1,1,0,1,2
"21",1,0,1,1,0,0,0,1,1,2
"22",0,0,0,1,1,0,0,1,1,2
"23",0,0,1,1,1,0,1,1,2,1
"24",1,1,0,0,0,0,0,1,2,1
"25",1,0,0,0,0,0,1,1,1,2
"26",0,1,1,0,1,0,0,0,1,2
"27",1,0,0,0,1,0,0,1,2,1
"28",1,1,0,1,1,1,1,0,2,1
"29",1,1,1,0,1,0,1,0,2,1
"30",1,0,0,1,1,0,1,1,1,2
"31",0,1,1,0,0,1,0,1,1,2
"32",0,1,1,0,1,1,0,1,1,2
"33",1,0,0,0,1,1,0,1,1,2
"34",0,0,1,0,0,0,1,0,1,2
"35",0,0,1,1,0,1,1,1,1,2
"36",0,1,0,0,0,0,1,1,1,2
"37",1,0,0,0,0,0,1,0,1,2
"38",0,0,0,1,1,1,0,1,1,2
"39",0,0,0,0,0,0,0,1,1,2
"40",1,1,1,1,1,0,1,1,2,1
"41",1,0,0,0,1,0,1,1,1,2
"42",0,0,1,1,1,0,0,1,1,2
"43",0,1,0,0,0,1,0,1,1,2
"44",0,1,1,0,0,0,0,0,1,2
"45",1,1,1,1,0,1,0,1,2,1
"46",0,1,1,0,1,1,1,0,1,2
"47",0,0,0,1,0,1,0,1,1,2
"48",1,0,1,1,1,1,0,1,1,2
"49",1,0,1,1,0,1,0,1,2,1
"50",0,1,0,1,1,1,0,1,1,2
"51",1,1,0,1,1,0,1,0,2,1
"52",1,0,0,1,0,1,0,1,1,2
"53",0,0,1,1,0,0,0,1,1,2
"54",1,1,1,0,1,0,1,1,2,1
"55",1,0,0,0,0,1,1,0,1,2
"56",0,1,1,0,1,1,0,0,1,2
"57",1,1,0,0,0,1,1,1,2,1
"58",0,1,1,0,0,0,0,0,1,2
"59",0,0,1,0,0,1,1,0,1,2
"60",0,1,1,1,1,1,0,0,1,2
"61",1,0,1,1,1,1,0,0,1,2
"62",1,1,1,1,0,0,1,0,2,1
"63",1,0,1,0,0,0,0,0,1,2
"64",1,1,0,1,1,0,0,0,2,1
"65",1,1,0,1,0,0,0,1,2,1
"66",0,0,1,0,0,1,1,1,1,2
"67",0,1,1,1,0,0,0,1,1,2
"68",1,1,1,1,1,1,0,1,2,1
"69",1,1,0,0,1,1,1,1,2,1
"70",0,1,0,1,0,1,0,0,1,2
"71",0,1,0,0,1,1,1,1,1,2
"72",1,0,0,0,1,0,0,0,1,2
"73",1,1,0,0,0,1,1,1,2,1
"74",1,1,0,0,0,1,1,0,2,1
"75",0,0,1,0,1,1,1,1,1,2
"76",0,1,0,1,0,0,0,0,1,2
"77",1,0,0,1,0,0,0,1,1,2
"78",0,1,1,1,0,1,0,0,1,2
"79",0,0,0,1,0,1,0,0,1,2
"80",1,1,1,0,1,1,0,0,2,1
"81",0,1,1,1,1,1,1,0,1,2
"82",1,1,0,1,1,0,1,1,2,1
"83",1,0,0,0,1,0,1,0,1,2
"84",1,1,0,0,0,1,1,0,2,1
"85",1,0,0,1,0,1,0,1,1,2
"86",1,1,1,1,1,0,0,1,2,1
"87",0,1,0,1,0,1,1,1,1,2
"88",1,1,1,1,0,0,1,0,2,1
"89",0,1,1,0,0,1,1,1,1,2
"90",1,0,0,1,0,1,0,1,1,2
"91",1,0,0,0,0,1,1,1,1,2
"92",1,1,1,0,0,0,1,0,2,1
"93",1,0,1,1,1,0,1,0,1,2
"94",0,0,0,0,0,0,1,0,1,2
"95",0,0,1,0,1,1,0,0,1,2
"96",0,0,0,1,0,1,1,0,1,2
"97",1,0,0,0,1,1,0,0,1,2
"98",1,1,1,1,0,1,1,0,2,1
"99",1,1,1,1,0,0,0,1,2,1
"100",0,0,0,0,1,1,1,1,1,2
"101",1,1,1,1,0,1,1,1,2,1
"102",1,0,0,1,0,0,0,1,1,2
"103",0,0,0,1,0,0,1,0,1,2
"104",0,0,0,1,0,1,0,0,1,2
"105",0,0,1,1,0,1,0,0,1,2
"106",1,0,1,1,0,0,1,0,1,2
"107",0,1,0,1,1,0,0,0,1,2
"108",0,0,1,1,1,0,1,1,1,2
"109",1,1,0,0,1,1,0,0,2,1
"110",0,0,0,0,0,0,0,0,1,2
"111",0,0,1,1,0,0,1,1,2,1
"112",1,0,1,0,1,0,1,0,1,2
"113",1,1,1,0,1,1,0,0,2,1
"114",0,0,1,0,1,1,0,1,1,2
"115",0,1,0,0,1,1,1,0,1,2
"116",1,0,1,0,0,0,1,0,1,2
"117",1,1,1,1,1,1,1,1,2,1
"118",0,1,0,0,0,1,1,0,1,2
"119",0,1,0,1,1,0,0,1,1,2
"120",1,0,0,1,0,0,0,0,1,2
"121",1,0,0,1,0,0,1,1,1,2
"122",1,1,1,1,1,1,1,0,2,1
"123",1,0,0,0,0,1,0,0,1,2
"124",0,0,0,1,1,1,0,1,1,2
"125",0,0,0,0,0,1,1,1,1,2
"126",0,1,1,0,0,0,0,1,1,2
"127",0,0,0,0,0,0,0,1,1,2
"128",1,0,1,0,1,1,0,0,2,1
"129",0,0,0,1,0,1,1,1,1,2
"130",1,0,1,1,0,1,0,0,1,2
"131",1,0,0,1,0,1,1,1,1,2
"132",1,0,1,0,1,0,1,0,1,2
"133",0,1,0,0,1,0,0,0,1,2
"134",1,0,0,0,0,1,0,0,1,2
"135",1,1,0,1,1,0,0,1,2,1
"136",1,1,0,1,1,0,1,0,2,1
"137",1,0,1,0,0,0,1,0,1,2
"138",1,0,0,0,0,1,1,0,1,2
"139",0,0,1,0,0,1,0,0,1,2
"140",1,1,1,0,1,0,1,1,2,1
"141",1,1,1,1,0,1,0,1,2,1
"142",0,0,0,0,0,0,0,0,1,2
"143",0,0,0,0,0,0,0,0,1,2
"144",0,1,1,1,1,1,0,0,1,2
"145",0,0,0,0,0,0,1,0,2,1
"146",0,0,1,0,1,0,1,1,1,2
"147",1,0,0,1,1,0,0,1,1,2
"148",1,1,0,0,0,1,0,0,2,1
"149",1,0,0,0,0,0,1,1,1,2
"150",1,0,0,0,0,0,1,0,1,2
"151",1,0,0,1,1,1,1,1,1,2
"152",1,0,0,0,0,1,1,1,1,2
"153",0,0,0,0,1,1,0,0,1,2
"154",1,0,0,1,1,1,0,1,1,2
"155",1,1,1,0,0,0,1,0,2,1
"156",1,0,1,0,0,1,1,1,1,2
"157",0,0,0,1,0,1,1,0,1,2
"158",0,0,0,1,0,1,1,0,1,2
"159",0,0,0,1,0,1,0,1,1,2
"160",0,1,0,0,0,0,0,0,2,1
"161",0,1,1,1,1,1,1,1,1,2
"162",1,0,1,1,1,1,0,1,1,2
"163",0,1,0,0,0,1,1,1,1,2
"164",1,0,1,1,0,1,0,0,1,2
"165",1,0,1,1,1,0,1,0,1,2
"166",1,0,0,0,0,0,0,0,1,2
"167",1,0,0,0,1,0,1,1,1,2
"168",0,1,0,1,0,0,0,0,1,2
"169",1,0,1,0,0,1,0,1,1,2
"170",0,0,1,0,0,0,1,0,1,2
"171",0,1,1,0,0,0,1,1,1,2
"172",1,1,1,1,0,0,0,0,2,1
"173",0,0,0,1,1,1,0,1,1,2
"174",1,0,0,0,0,1,1,1,1,2
"175",1,0,0,0,0,1,1,0,1,2
"176",1,1,0,0,1,0,1,1,2,1
"177",1,0,1,1,1,1,0,1,1,2
"178",0,1,0,0,1,0,0,0,1,2
"179",1,0,0,1,0,1,1,0,1,2
"180",1,0,1,0,1,1,1,1,1,2
"181",0,1,1,1,1,1,1,0,2,1
"182",0,0,0,0,1,1,1,0,1,2
"183",0,1,1,0,0,1,0,0,1,2
"184",0,1,0,1,0,0,0,1,1,2
"185",1,1,0,1,0,1,0,0,2,1
"186",1,0,1,1,1,0,1,0,1,2
"187",1,0,0,1,0,1,1,1,1,2
"188",1,1,1,0,0,0,1,1,2,1
"189",1,1,1,1,1,1,1,1,2,1
"190",0,0,0,1,0,1,0,1,1,2
"191",0,1,1,0,0,0,0,1,1,2
"192",0,1,1,0,1,1,1,1,1,2
"193",0,1,0,1,0,0,1,1,1,2
"194",0,0,0,0,0,0,0,0,1,2
"195",1,0,1,1,0,1,1,1,1,2
"196",1,0,1,0,0,1,1,1,1,2
"197",0,0,1,0,1,0,1,0,1,2
"198",0,0,1,0,1,0,1,1,2,1
"199",1,1,1,1,1,0,0,0,2,1
"200",0,0,0,0,0,0,0,1,1,2
"201",1,1,1,1,1,1,1,1,2,1
"202",1,1,1,1,1,1,0,1,2,1
"203",1,1,1,1,0,1,0,0,2,1
"204",0,0,1,1,0,1,0,1,1,2
"205",0,1,0,1,0,0,1,1,1,2
"206",1,1,0,1,0,0,0,0,2,1
"207",0,0,0,1,0,0,1,0,2,1
"208",0,1,0,0,1,0,1,1,1,2
"209",1,0,1,1,1,0,0,0,1,2
"210",0,1,0,0,1,0,1,1,1,2
"211",0,1,0,0,0,1,0,1,1,2
"212",0,1,0,0,1,1,0,0,1,2
"213",1,1,0,0,0,0,0,1,2,1
"214",0,1,0,0,1,1,0,0,1,2
"215",0,0,1,0,0,1,1,0,1,2
"216",0,0,0,1,0,0,0,0,1,2
"217",1,1,0,0,0,1,0,1,2,1
"218",0,0,1,0,0,0,1,1,1,2
"219",1,1,0,1,1,1,0,0,2,1
"220",1,0,1,1,0,0,1,0,1,2
"221",0,0,0,0,0,0,0,0,1,2
"222",1,0,0,1,0,0,1,0,2,1
"223",0,0,0,1,1,1,1,1,2,1
"224",1,1,1,1,0,1,0,1,2,1
"225",0,1,1,1,0,1,0,0,1,2
"226",0,1,1,0,0,0,1,1,2,1
"227",0,0,1,0,0,1,0,0,1,2
"228",0,1,1,1,0,1,0,1,1,2
"229",0,0,0,0,0,0,0,1,1,2
"230",1,1,0,0,0,0,0,0,2,1
"231",1,1,1,0,1,0,0,1,2,1
"232",0,1,0,1,1,1,1,1,1,2
"233",1,0,1,0,0,0,0,1,1,2
"234",0,1,1,1,1,1,0,1,2,1
"235",1,0,0,0,1,0,1,1,1,2
"236",1,0,1,1,0,0,1,1,1,2
"237",1,0,1,1,0,0,0,0,1,2
"238",0,0,1,0,0,0,1,1,1,2
"239",0,1,0,1,1,1,0,0,1,2
"240",0,1,0,0,1,1,0,1,1,2
"241",0,1,0,0,1,0,1,0,2,1
"242",0,0,0,0,0,0,1,1,1,2
"243",1,0,0,0,0,1,0,0,1,2
"244",0,1,1,1,0,1,0,0,1,2
"245",1,1,1,1,1,1,1,0,2,1
"246",1,0,1,0,1,0,1,1,1,2
"247",0,1,1,1,1,0,0,0,1,2
"248",0,0,1,0,0,1,0,1,1,2
"249",0,1,0,0,0,0,1,1,1,2
"250",1,0,1,1,1,0,1,1,1,2
"251",0,0,1,0,1,0,0,0,1,2
"252",1,1,0,1,1,1,0,0,2,1
"253",0,0,1,0,0,0,1,0,1,2
"254",0,1,0,1,0,1,0,1,1,2
"255",0,0,1,1,0,1,1,1,1,2
"256",1,1,1,0,0,0,1,0,2,1
"257",1,1,1,0,0,0,0,0,2,1
"258",1,1,1,0,0,0,1,0,2,1
"259",1,0,1,0,0,0,0,1,1,2
"260",0,0,1,0,1,0,0,0,1,2
"261",0,1,0,1,0,0,0,0,2,1
"262",0,0,1,0,1,0,0,0,1,2
"263",0,0,0,0,1,1,0,1,1,2
"264",0,0,1,0,0,1,0,1,1,2
"265",1,0,0,0,1,1,1,1,1,2
"266",0,0,1,0,1,0,0,0,2,1
"267",0,1,1,0,0,1,1,0,2,1
"268",1,1,1,1,0,0,1,1,2,1
"269",1,1,1,1,1,0,1,0,2,1
"270",1,0,0,1,0,0,0,0,2,1
"271",1,1,0,1,0,0,0,0,2,1
"272",1,0,1,1,1,1,0,0,1,2
"273",1,0,0,0,1,0,0,1,1,2
"274",0,1,0,1,1,1,0,1,1,2
"275",0,1,1,1,0,1,0,0,1,2
"276",0,1,1,1,1,1,0,0,1,2
"277",0,1,1,0,0,1,1,1,1,2
"278",1,1,0,1,1,1,1,1,2,1
"279",0,0,0,0,1,0,1,0,2,1
"280",0,0,1,1,1,0,1,1,1,2
"281",0,1,0,1,1,0,0,1,1,2
"282",1,1,1,1,0,0,1,0,2,1
"283",1,1,1,1,1,0,1,0,2,1
"284",0,0,1,0,0,0,0,1,1,2
"285",1,0,1,1,0,0,0,0,1,2
"286",1,0,1,0,1,0,0,1,1,2
"287",1,0,0,1,1,1,1,0,1,2
"288",0,1,1,1,1,1,1,0,2,1
"289",1,0,1,0,1,0,1,0,1,2
