"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,0,1,1,0,1,0,0,1,2
"2",0,0,0,0,0,0,1,1,1,2
"3",0,0,1,0,0,1,1,0,1,2
"4",0,0,0,1,0,0,0,0,1,2
"5",0,0,0,0,1,1,0,0,1,2
"6",0,0,1,1,0,1,1,1,1,2
"7",0,0,0,1,0,0,1,0,1,2
"8",0,1,1,1,0,0,0,0,1,2
"9",0,0,1,0,1,0,1,1,1,2
"10",0,0,1,0,0,0,1,0,1,2
"11",1,1,1,0,1,0,0,0,2,1
"12",0,0,1,0,0,0,0,0,1,2
"13",1,1,1,1,1,0,1,1,2,1
"14",1,1,0,0,0,1,0,1,2,1
"15",1,0,1,0,0,0,0,1,1,2
"16",0,1,0,0,0,0,1,0,1,2
"17",1,0,1,0,1,0,0,0,1,2
"18",0,1,0,0,1,1,1,0,1,2
"19",0,0,1,0,0,1,0,1,1,2
"20",0,0,0,0,1,0,0,1,1,2
"21",1,1,0,0,0,1,1,1,2,1
"22",0,1,0,1,0,1,1,1,1,2
"23",1,0,1,0,0,1,1,1,2,1
"24",1,1,1,1,1,1,1,0,2,1
"25",0,0,0,0,0,1,1,0,1,2
"26",0,0,0,0,1,0,1,1,1,2
"27",0,1,1,1,0,0,1,1,1,2
"28",0,1,0,0,1,0,1,1,1,2
"29",1,0,0,1,0,1,1,1,1,2
"30",0,0,0,0,0,1,1,1,1,2
"31",1,0,0,0,0,1,1,0,1,2
"32",1,1,0,0,0,0,0,0,2,1
"33",0,0,1,0,0,1,1,1,1,2
"34",0,0,1,0,1,0,0,0,1,2
"35",1,1,1,1,0,1,1,0,2,1
"36",1,0,0,0,1,1,0,0,1,2
"37",0,0,1,0,0,0,0,0,1,2
"38",1,1,0,0,1,0,1,1,2,1
"39",0,1,1,0,0,1,1,0,1,2
"40",0,0,1,1,0,0,1,0,1,2
"41",0,1,0,1,1,1,0,1,1,2
"42",0,0,1,1,0,1,0,0,1,2
"43",0,0,1,0,0,1,1,1,1,2
"44",1,1,0,1,1,0,1,0,2,1
"45",1,0,0,1,1,1,0,0,1,2
"46",0,0,1,1,0,1,1,1,1,2
"47",0,0,0,1,0,0,1,1,1,2
"48",1,1,0,1,0,1,1,0,2,1
"49",0,0,1,0,1,0,0,1,1,2
"50",0,0,0,0,1,1,1,1,1,2
"51",1,0,0,1,1,0,0,1,1,2
"52",0,0,1,1,1,1,0,1,1,2
"53",0,1,1,0,1,1,1,0,1,2
"54",0,1,1,1,1,1,0,0,1,2
"55",1,1,0,0,0,1,1,1,2,1
"56",0,0,0,1,0,1,0,1,1,2
"57",1,1,0,1,0,1,0,1,2,1
"58",0,0,1,0,0,1,0,0,1,2
"59",1,1,1,1,1,0,0,1,2,1
"60",1,0,0,1,0,1,0,0,1,2
"61",0,1,0,1,1,1,1,1,1,2
"62",1,1,1,0,0,0,1,1,2,1
"63",1,0,1,1,1,0,0,1,1,2
"64",1,1,1,0,1,1,0,0,2,1
"65",0,1,1,1,1,0,1,0,1,2
"66",1,1,1,1,0,1,1,1,2,1
"67",1,0,1,1,1,0,1,1,1,2
"68",0,0,1,0,0,1,0,1,1,2
"69",0,0,1,0,1,1,1,1,1,2
