"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,1,0,1,0,1,1,0,2,1
"2",0,1,0,1,1,0,1,0,1,2
"3",0,0,0,0,1,0,1,0,1,2
"4",0,0,0,1,1,0,0,1,1,2
"5",0,1,1,0,0,0,1,0,1,2
"6",0,1,1,1,1,0,1,1,2,1
"7",0,1,1,1,1,0,0,1,1,2
"8",0,0,0,1,1,0,1,0,1,2
"9",1,1,1,1,1,1,0,1,2,1
"10",1,1,0,0,0,0,1,0,2,1
"11",0,0,1,1,1,1,1,1,1,2
"12",0,1,0,0,0,0,0,0,2,1
"13",1,0,1,0,1,1,0,0,1,2
"14",0,0,1,0,0,1,0,0,1,2
"15",0,0,1,0,0,0,0,1,1,2
"16",1,0,0,1,0,0,0,0,1,2
"17",0,1,0,0,0,0,0,0,2,1
"18",1,1,0,0,1,0,1,1,2,1
"19",1,0,0,1,0,0,0,0,2,1
"20",0,1,1,0,1,0,1,0,1,2
"21",0,0,1,1,0,1,0,0,1,2
"22",1,0,0,0,0,0,1,0,1,2
"23",0,1,1,1,0,1,1,0,2,1
"24",0,1,0,1,0,1,1,0,1,2
"25",1,0,1,1,1,0,1,0,1,2
"26",1,1,1,1,1,0,0,1,2,1
"27",1,1,0,1,1,0,0,0,2,1
"28",0,1,1,1,1,0,0,1,1,2
"29",1,0,1,0,0,0,1,1,1,2
"30",1,0,1,1,0,0,0,1,1,2
"31",0,1,0,1,0,0,1,1,1,2
"32",1,1,0,1,0,0,1,1,2,1
"33",1,1,0,0,1,1,1,0,2,1
"34",0,0,0,1,0,0,1,0,1,2
"35",0,1,1,0,1,1,1,1,1,2
"36",1,0,1,1,0,1,1,0,1,2
"37",1,1,1,0,0,0,0,1,2,1
"38",0,1,0,1,0,0,1,0,1,2
"39",1,0,1,1,0,0,1,0,1,2
"40",0,1,0,0,1,1,0,1,1,2
"41",0,1,0,0,0,1,1,0,1,2
"42",0,1,1,0,0,0,0,1,1,2
"43",1,1,0,0,0,0,1,1,2,1
"44",1,1,1,1,1,0,1,1,2,1
"45",0,1,0,0,1,1,0,1,1,2
"46",1,1,1,1,0,0,1,0,2,1
"47",0,0,1,1,0,1,1,1,1,2
"48",1,1,1,1,1,1,1,0,2,1
"49",0,0,1,1,0,0,1,1,1,2
"50",0,0,1,0,1,1,0,1,1,2
"51",0,0,0,1,1,0,0,0,1,2
"52",1,0,1,0,1,1,0,0,1,2
"53",1,1,0,0,1,0,1,0,2,1
"54",0,1,0,1,0,0,0,0,1,2
"55",0,1,0,0,0,0,1,0,1,2
"56",1,1,0,0,1,0,0,1,2,1
"57",0,1,1,1,0,0,1,0,1,2
"58",1,0,1,1,0,1,0,1,1,2
"59",1,1,0,1,1,1,1,1,2,1
"60",1,1,1,1,0,0,0,0,2,1
"61",0,1,1,0,1,1,0,0,1,2
"62",1,1,1,0,0,0,1,1,2,1
"63",1,1,1,1,1,1,0,0,2,1
"64",0,1,0,1,0,1,0,0,1,2
"65",0,1,0,0,0,0,0,1,1,2
"66",0,1,0,0,1,0,1,0,1,2
"67",1,0,1,0,1,0,1,1,1,2
"68",1,1,1,1,0,1,1,1,2,1
"69",1,0,1,0,0,1,1,1,1,2
"70",1,0,0,0,1,0,1,1,1,2
"71",0,1,1,0,0,0,1,1,1,2
"72",0,1,1,0,0,1,0,1,1,2
"73",1,1,1,1,0,1,0,0,2,1
"74",0,0,0,1,1,0,1,1,2,1
"75",1,0,1,1,0,1,0,0,1,2
"76",1,1,1,0,1,1,1,0,2,1
"77",1,0,0,1,0,0,0,1,2,1
"78",1,1,0,1,0,0,1,1,2,1
"79",0,0,0,1,0,0,0,1,1,2
"80",0,1,1,0,0,0,0,1,1,2
"81",1,1,0,1,0,0,1,0,2,1
"82",0,0,1,0,0,0,1,0,1,2
"83",0,0,0,0,1,1,1,1,1,2
"84",1,1,1,0,1,1,0,1,2,1
"85",0,1,1,1,1,0,1,0,1,2
"86",0,1,0,0,1,0,0,1,1,2
"87",0,0,0,0,1,0,0,0,1,2
"88",1,0,1,1,0,0,1,0,1,2
"89",1,0,1,1,1,1,0,0,1,2
"90",1,0,1,0,0,1,1,0,1,2
"91",0,1,1,0,1,0,0,0,1,2
"92",0,1,1,0,1,1,1,0,1,2
"93",0,1,1,0,1,1,1,0,1,2
"94",0,0,1,0,0,1,0,1,1,2
"95",0,1,1,0,1,0,1,0,2,1
"96",1,1,0,1,0,1,1,1,2,1
"97",0,1,1,0,1,0,0,0,1,2
