"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,1,1,0,1,0,1,2,1,4,3,6,5,8,7
"2",1,1,1,0,0,0,1,0,2,1,4,3,6,5,8,7
"3",0,0,1,0,1,0,0,0,1,2,3,4,5,8,7,6
"4",0,1,0,0,0,1,1,1,1,2,3,4,6,5,7,8
"5",1,1,1,1,0,0,0,1,2,1,4,3,6,5,8,7
"6",0,1,0,0,1,0,0,1,1,2,3,4,5,7,6,8
"7",1,0,1,0,1,0,1,1,1,2,3,5,4,6,8,7
"8",0,0,1,1,0,1,0,0,1,2,3,5,4,8,6,7
"9",0,0,0,1,1,1,1,1,1,2,3,6,4,5,8,7
"10",1,0,0,1,0,1,0,1,1,2,3,4,6,5,7,8
"11",1,1,1,0,0,0,0,0,2,1,4,3,6,5,8,7
"12",0,1,0,0,0,1,0,1,1,2,3,5,4,6,7,8
"13",1,1,1,1,1,1,0,0,2,1,4,3,6,5,8,7
"14",0,0,1,0,1,1,0,1,1,2,4,3,5,6,7,8
"15",1,1,1,0,1,0,1,1,2,1,4,3,6,5,8,7
"16",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"17",0,0,0,0,0,0,1,0,1,2,5,3,4,7,6,8
"18",0,1,1,0,1,0,1,0,1,2,3,5,4,6,7,8
"19",1,1,0,0,1,0,1,0,2,1,4,3,6,5,8,7
"20",1,1,1,1,1,0,1,1,2,1,4,3,6,5,8,7
"21",1,1,1,1,0,0,0,0,2,1,4,3,6,5,8,7
"22",0,1,0,0,1,1,0,1,1,4,2,3,7,5,6,8
"23",1,0,0,1,1,1,0,0,1,2,3,4,5,7,6,8
"24",0,0,0,1,1,0,0,1,1,2,3,4,5,7,6,8
"25",1,1,0,0,1,0,1,0,2,1,4,3,6,5,8,7
"26",0,0,0,0,1,1,1,0,1,2,3,4,7,5,6,8
"27",1,1,0,0,0,0,1,1,2,1,4,3,6,5,8,7
"28",0,0,0,1,0,1,0,1,1,2,3,6,4,5,7,8
"29",1,1,0,0,0,1,0,1,2,1,4,3,6,5,8,7
"30",1,1,0,1,0,1,1,0,2,1,4,3,6,5,8,7
"31",0,0,1,1,0,0,1,0,1,2,3,4,5,7,6,8
"32",1,1,0,1,0,1,1,0,2,1,4,3,6,5,8,7
"33",1,0,1,0,0,1,0,1,1,2,3,4,5,8,6,7
"34",0,0,1,0,1,1,0,1,1,2,3,4,5,6,8,7
"35",0,0,0,1,1,1,1,1,1,2,4,3,6,5,7,8
"36",0,0,1,0,0,1,0,0,1,3,2,4,5,6,8,7
"37",1,0,0,0,1,0,0,0,1,2,3,4,5,7,6,8
"38",1,0,0,1,0,0,0,0,1,2,3,4,6,5,7,8
"39",0,0,1,0,1,1,0,0,1,2,3,4,5,7,6,8
"40",1,0,1,0,0,0,0,0,1,2,3,4,5,7,6,8
"41",0,0,0,1,0,0,1,0,1,2,5,3,4,7,8,6
"42",0,1,1,0,1,0,1,1,1,2,4,3,5,7,8,6
"43",0,1,0,1,0,1,0,1,1,4,2,3,6,7,5,8
"44",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7
"45",0,1,0,1,1,0,1,0,2,1,5,3,6,4,8,7
"46",1,1,1,1,1,0,0,1,2,1,4,3,6,5,8,7
"47",1,0,0,0,0,0,0,0,1,2,3,5,4,7,6,8
"48",0,1,1,1,1,0,1,1,2,1,3,5,4,6,8,7
"49",1,1,1,1,0,0,1,1,2,1,4,3,6,5,8,7
"50",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"51",1,1,1,0,0,1,1,0,2,1,4,3,6,5,8,7
"52",1,1,1,1,1,0,0,1,2,1,4,3,6,5,8,7
"53",1,1,0,0,0,0,1,1,2,1,4,3,6,5,8,7
"54",0,0,0,1,1,0,0,0,1,2,4,3,7,5,8,6
"55",0,1,0,0,1,0,1,0,1,2,3,4,5,6,7,8
"56",0,1,0,1,1,0,1,1,1,2,3,5,4,8,7,6
"57",1,0,1,0,1,1,1,1,1,2,4,3,6,5,8,7
"58",1,1,1,1,1,0,1,0,2,1,4,3,6,5,8,7
"59",1,1,1,0,1,1,1,1,2,1,4,3,6,5,8,7
"60",0,0,1,0,1,1,1,0,1,3,2,4,6,5,7,8
"61",1,1,0,1,1,0,0,0,2,1,4,3,6,5,8,7
"62",1,0,1,0,1,0,1,1,1,2,4,3,6,5,7,8
"63",0,1,1,1,1,1,0,0,1,2,3,4,5,7,6,8
"64",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7
"65",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"66",1,0,0,1,0,1,1,1,1,2,3,4,5,6,7,8
"67",0,0,1,1,0,1,0,0,1,3,2,5,4,8,6,7
"68",0,0,0,1,1,0,0,1,1,2,3,7,4,5,6,8
"69",1,1,0,0,1,1,1,1,2,1,4,3,6,5,8,7
"70",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7
"71",1,0,0,0,0,0,1,0,1,2,3,5,6,4,7,8
"72",1,0,1,1,1,0,1,1,1,2,3,4,6,7,8,5
"73",0,1,0,1,1,0,1,1,1,2,4,3,6,5,7,8
"74",0,1,0,0,1,1,0,0,1,2,3,4,5,6,8,7
"75",0,0,0,0,1,1,0,1,1,2,3,4,5,6,7,8
"76",0,1,1,1,0,1,0,1,1,3,2,4,6,5,8,7
"77",0,0,0,0,0,0,0,1,1,2,3,4,5,8,7,6
"78",1,0,0,0,1,0,0,1,1,2,3,5,4,6,7,8
"79",0,1,1,1,0,0,0,0,1,2,4,3,5,7,6,8
"80",0,0,0,0,1,0,0,0,1,2,4,3,5,6,7,8
"81",1,0,1,1,1,1,0,0,1,2,3,6,4,8,5,7
"82",1,0,1,0,1,1,0,0,2,1,3,4,6,5,8,7
"83",0,0,1,1,1,1,0,0,1,2,3,4,6,5,8,7
"84",1,0,1,0,0,0,0,1,1,2,3,4,5,7,8,6
"85",0,0,1,1,0,0,0,1,1,2,3,5,4,8,7,6
"86",0,0,0,0,1,0,1,1,1,3,2,4,5,7,8,6
"87",0,1,0,1,1,0,0,1,1,3,2,6,4,5,7,8
"88",1,1,1,0,1,0,1,0,2,1,4,3,6,5,8,7
"89",1,0,1,1,0,1,1,1,1,2,3,4,5,6,7,8
"90",0,0,1,0,0,0,0,0,1,2,3,4,5,7,6,8
"91",1,0,1,0,0,0,1,1,1,2,3,4,5,6,8,7
"92",1,1,1,1,0,1,0,0,2,1,4,3,6,5,8,7
"93",1,1,0,0,0,0,1,1,2,1,4,3,6,5,8,7
"94",0,1,1,0,1,0,1,1,1,2,3,4,7,6,5,8
"95",0,0,1,1,1,0,0,0,1,2,3,4,5,6,7,8
"96",1,1,0,0,0,1,0,1,2,1,4,3,6,5,8,7
"97",1,1,1,0,1,1,1,1,2,1,4,3,6,5,8,7
"98",1,0,1,0,0,1,1,1,1,2,3,4,5,6,7,8
"99",1,1,1,0,0,0,1,0,2,1,4,3,6,5,8,7
"100",1,0,0,1,0,0,0,0,1,2,3,4,5,6,7,8
