"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,1,1,0,0,0,1,4,2,3,5,6,7,8
"2",1,0,0,1,1,0,0,1,1,2,4,3,5,7,6,8
"3",0,0,1,1,1,1,1,1,2,1,3,5,4,6,7,8
"4",0,0,1,0,0,1,0,0,1,3,2,5,4,6,7,8
"5",0,0,0,1,1,0,1,1,1,2,3,4,7,5,6,8
"6",1,0,0,1,1,0,0,1,1,4,2,3,5,7,6,8
"7",1,0,1,0,1,0,1,1,2,1,3,4,5,6,7,8
"8",0,0,1,1,0,0,0,0,1,2,3,5,6,4,7,8
"9",1,1,1,0,0,0,1,1,2,1,4,3,6,5,8,7
"10",0,0,0,0,1,1,0,1,1,2,3,4,5,7,6,8
"11",0,1,0,0,1,0,1,0,1,2,3,4,5,6,7,8
"12",1,0,0,0,0,1,0,0,1,2,3,5,4,6,7,8
"13",0,0,1,0,0,1,1,1,1,2,4,3,5,7,6,8
"14",0,1,0,1,1,1,1,1,1,3,2,4,5,7,6,8
"15",0,0,1,0,0,1,1,0,1,3,4,2,5,6,7,8
"16",0,0,0,0,1,1,1,0,1,2,3,4,5,6,8,7
"17",0,0,0,0,0,0,0,1,1,2,3,5,7,4,8,6
"18",1,0,1,0,1,1,0,0,1,2,4,3,5,6,8,7
"19",0,0,0,0,0,0,1,0,1,3,2,4,7,5,6,8
"20",0,0,1,0,1,1,1,0,1,2,3,4,5,6,7,8
"21",1,0,1,0,1,0,1,1,1,2,3,4,5,7,6,8
"22",0,0,0,1,1,1,1,0,1,2,3,4,7,5,6,8
"23",1,0,0,0,0,1,1,0,1,2,3,4,5,8,6,7
"24",0,0,1,0,0,0,1,1,1,2,4,3,6,5,7,8
"25",0,0,0,1,0,1,1,0,1,3,2,5,4,8,6,7
"26",0,1,0,1,0,0,1,0,1,2,3,4,5,8,6,7
"27",1,0,0,1,1,1,0,0,1,2,3,4,7,5,6,8
"28",1,1,1,1,1,1,1,0,2,1,4,3,6,5,8,7
"29",0,1,1,0,1,0,0,1,1,2,4,3,5,6,8,7
"30",1,1,1,1,0,0,1,0,2,1,4,3,6,5,8,7
"31",1,0,0,1,0,0,1,1,1,2,3,4,6,8,5,7
"32",1,1,1,0,0,1,0,1,2,1,4,3,6,5,8,7
"33",1,0,1,1,1,0,1,1,2,1,3,4,6,5,7,8
"34",1,1,1,1,1,1,0,1,2,1,4,3,6,5,8,7
"35",1,1,0,1,0,1,0,0,2,1,4,3,6,5,8,7
"36",1,0,0,0,0,0,0,0,1,2,3,4,6,5,7,8
"37",1,0,1,0,1,0,0,1,1,2,3,5,8,4,6,7
"38",1,0,0,0,0,1,1,1,2,1,3,4,5,7,8,6
"39",0,1,0,1,1,1,0,1,1,2,3,4,5,6,8,7
"40",1,0,1,1,1,0,0,0,1,2,3,5,4,7,8,6
"41",1,1,1,1,0,0,1,1,2,1,4,3,6,5,8,7
"42",1,0,1,0,0,0,0,0,1,2,4,3,5,7,6,8
"43",0,0,1,1,0,0,1,0,1,2,3,4,5,6,7,8
"44",0,0,0,0,1,0,0,0,1,2,3,4,5,6,7,8
"45",0,1,0,1,0,0,0,0,1,2,3,7,4,6,5,8
"46",1,1,1,1,1,0,1,1,2,1,4,3,6,5,8,7
"47",1,1,0,1,0,0,1,1,2,1,4,3,6,5,8,7
"48",1,0,0,0,0,0,1,0,1,2,3,4,5,6,8,7
"49",1,1,0,0,0,0,0,0,2,1,4,3,6,5,8,7
"50",0,1,1,0,1,0,1,1,1,2,4,3,5,8,6,7
"51",0,1,0,0,1,1,0,1,1,2,3,6,4,7,5,8
"52",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7
"53",1,1,1,1,0,1,1,0,2,1,4,3,6,5,8,7
"54",0,1,1,0,0,0,1,1,1,2,3,7,4,5,6,8
"55",0,1,0,0,1,0,0,1,1,2,3,7,4,5,6,8
"56",1,1,0,1,0,1,0,0,2,1,4,3,6,5,8,7
"57",1,0,0,0,1,1,1,1,1,2,3,4,8,5,6,7
"58",0,1,0,1,1,0,0,1,1,2,3,4,6,5,7,8
"59",1,1,1,0,0,0,0,0,2,1,4,3,6,5,8,7
"60",1,1,0,0,0,0,0,1,2,1,4,3,6,5,8,7
"61",0,1,0,1,1,1,0,0,2,1,3,4,5,6,8,7
"62",0,0,1,1,1,0,0,1,1,3,2,4,5,6,7,8
"63",0,0,1,0,1,0,1,1,1,2,3,4,7,6,5,8
"64",0,1,1,1,1,1,0,1,1,3,2,4,5,6,7,8
"65",0,1,1,0,0,1,0,0,1,3,2,4,5,7,6,8
"66",1,1,0,1,1,0,0,0,2,1,4,3,6,5,8,7
"67",0,1,0,0,1,1,0,0,1,2,3,4,5,8,6,7
"68",1,0,0,1,1,1,1,1,1,2,4,3,5,6,8,7
"69",0,0,1,1,1,1,0,0,1,2,3,4,5,6,7,8
"70",0,0,1,0,1,0,0,0,1,4,3,2,5,8,6,7
"71",0,1,0,0,0,0,0,1,1,2,4,3,5,7,8,6
"72",1,0,1,1,0,1,0,0,1,2,3,4,5,6,7,8
"73",0,1,1,1,1,1,1,1,1,2,3,4,7,6,5,8
"74",0,1,1,0,0,1,1,0,1,2,3,5,4,8,7,6
"75",0,0,0,1,1,1,0,1,1,2,3,4,5,6,7,8
"76",1,1,0,1,1,1,0,1,2,1,4,3,6,5,8,7
"77",0,0,0,0,1,1,0,0,1,2,3,4,5,8,6,7
"78",0,1,1,1,0,0,0,1,1,2,3,4,5,7,6,8
"79",0,0,1,0,0,1,0,0,1,2,4,3,7,6,5,8
"80",1,1,1,0,1,0,0,1,2,1,4,3,6,5,8,7
"81",1,0,1,0,1,0,1,0,1,3,2,4,5,7,6,8
"82",1,0,1,1,0,0,1,0,1,2,4,3,5,6,8,7
"83",1,1,0,0,0,1,1,1,2,1,4,3,6,5,8,7
"84",0,0,0,0,0,1,0,0,1,3,2,4,7,6,5,8
"85",0,0,0,0,1,1,1,1,1,3,2,4,5,6,7,8
"86",1,1,1,0,1,1,0,0,2,1,4,3,6,5,8,7
"87",1,0,0,1,1,0,0,0,1,2,3,4,5,6,8,7
"88",0,0,0,1,1,1,1,0,1,2,3,4,5,8,6,7
"89",0,1,0,0,0,1,1,0,1,2,3,6,5,7,4,8
"90",0,1,1,1,0,0,1,1,1,3,2,4,5,7,6,8
"91",0,1,0,1,0,0,0,1,1,4,2,3,5,6,7,8
"92",1,0,0,1,1,0,1,0,1,2,3,4,6,5,7,8
"93",0,1,0,1,1,0,0,0,1,2,3,4,5,6,7,8
"94",1,1,0,0,1,1,0,1,2,1,4,3,6,5,8,7
"95",1,1,1,0,0,0,1,0,2,1,4,3,6,5,8,7
"96",1,0,1,1,1,0,0,1,1,2,5,3,4,6,7,8
"97",0,0,1,0,0,1,1,0,1,2,3,5,4,6,7,8
"98",1,0,1,0,1,0,0,1,1,2,3,4,5,7,6,8
"99",1,0,0,1,0,1,1,0,1,2,4,3,6,5,7,8
"100",0,0,0,0,1,0,0,0,1,2,4,3,5,7,6,8
