"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,0,1,0,0,0,2,1,3,4,5,6,8,7
"2",0,0,1,1,0,0,1,1,1,2,3,4,7,5,6,8
"3",1,0,1,1,0,1,1,0,1,2,3,4,5,8,6,7
"4",0,1,1,1,0,0,1,0,1,2,3,4,7,8,5,6
"5",1,0,1,0,1,1,0,0,1,2,3,4,6,5,8,7
"6",1,1,0,0,1,1,0,1,2,1,4,3,6,5,8,7
"7",0,0,0,1,0,0,1,0,1,4,2,3,5,6,7,8
"8",0,0,0,1,0,1,0,1,1,2,5,3,6,4,8,7
"9",1,1,0,0,0,0,1,0,2,1,4,3,6,5,8,7
"10",1,1,1,0,1,1,0,1,2,1,4,3,6,5,8,7
"11",0,1,0,0,1,0,1,1,1,2,3,4,6,5,7,8
"12",0,1,0,0,0,0,0,0,1,2,3,4,5,8,6,7
"13",0,0,0,1,0,1,0,0,2,1,3,4,5,8,6,7
"14",0,1,1,1,1,0,1,0,1,2,3,5,4,6,7,8
"15",0,1,1,1,1,0,0,0,1,3,2,4,5,6,7,8
"16",0,1,0,0,1,0,0,1,1,2,3,4,7,5,6,8
"17",0,1,0,0,0,1,1,1,1,2,3,4,5,8,6,7
"18",1,1,0,0,0,0,0,0,2,1,4,3,6,5,8,7
"19",1,1,1,1,0,0,0,0,2,1,4,3,6,5,8,7
"20",0,0,1,1,0,1,1,0,1,2,3,4,5,6,7,8
"21",1,0,0,0,0,0,1,0,1,2,3,4,5,6,7,8
"22",1,0,0,0,1,0,0,0,1,2,3,4,5,6,7,8
"23",0,0,0,0,0,0,0,0,1,2,4,3,5,6,7,8
"24",0,1,1,1,1,0,0,1,1,3,2,4,5,6,7,8
"25",1,1,0,1,1,1,1,1,2,1,4,3,6,5,8,7
"26",1,1,0,0,0,1,1,1,2,1,4,3,6,5,8,7
"27",1,0,1,0,0,1,0,1,1,2,3,4,8,5,7,6
"28",0,0,0,1,1,0,0,1,1,2,3,4,5,6,7,8
"29",0,1,1,0,1,0,0,1,1,3,2,4,6,8,7,5
"30",0,1,1,0,0,0,1,1,1,2,3,4,8,5,6,7
"31",1,0,0,1,1,0,0,0,1,2,4,3,6,5,7,8
"32",1,0,1,0,0,1,0,0,1,2,3,5,4,7,6,8
"33",0,0,0,1,1,1,1,1,2,1,3,4,5,7,6,8
"34",0,1,1,1,0,0,1,1,1,2,3,4,5,6,7,8
"35",0,0,0,1,0,0,1,0,1,2,4,5,3,6,7,8
"36",1,1,1,0,0,1,1,1,2,1,4,3,6,5,8,7
"37",0,0,1,1,0,1,1,0,1,2,4,3,5,6,7,8
"38",0,1,0,0,1,1,1,0,1,2,3,4,5,8,6,7
"39",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"40",0,1,0,0,1,1,1,0,1,2,3,5,4,6,7,8
"41",1,0,1,1,0,1,0,0,1,2,3,4,7,6,5,8
"42",1,0,1,0,1,0,0,1,1,2,3,6,4,5,7,8
"43",1,0,0,0,1,1,0,1,1,2,3,5,4,6,7,8
"44",0,0,1,1,0,1,0,0,1,2,4,3,6,5,7,8
"45",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7
"46",0,1,1,1,1,1,0,0,1,2,4,3,5,7,6,8
"47",1,0,0,1,1,0,1,1,1,2,3,6,7,4,5,8
"48",1,1,0,1,0,1,0,1,2,1,4,3,6,5,8,7
"49",1,1,0,0,1,0,0,0,2,1,4,3,6,5,8,7
"50",0,1,0,1,0,1,0,1,1,2,4,3,8,5,6,7
"51",1,1,0,0,1,0,0,1,2,1,4,3,6,5,8,7
"52",0,1,1,0,0,0,1,0,1,2,4,3,5,6,7,8
"53",0,0,0,0,0,1,0,0,1,2,3,4,5,7,6,8
"54",1,1,0,1,1,1,0,0,2,1,4,3,6,5,8,7
"55",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"56",1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,8
"57",1,0,1,0,1,1,1,1,2,1,4,3,5,6,8,7
"58",0,0,0,0,0,0,0,1,2,1,3,4,5,6,7,8
"59",1,0,0,1,1,1,0,1,1,2,3,4,6,5,7,8
"60",1,0,1,1,0,1,0,0,1,3,2,4,5,7,6,8
"61",1,1,0,0,1,0,1,0,2,1,4,3,6,5,8,7
"62",0,0,0,0,1,1,0,1,1,2,3,5,4,6,7,8
"63",0,0,0,1,1,1,0,0,1,2,4,6,5,3,7,8
"64",0,0,1,0,0,1,0,1,1,2,3,8,4,5,7,6
"65",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7
"66",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"67",0,1,1,1,1,1,0,0,1,2,3,4,5,6,7,8
"68",1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,8
"69",1,1,1,0,1,1,1,0,2,1,4,3,6,5,8,7
"70",1,1,1,1,0,0,1,1,2,1,4,3,6,5,8,7
"71",0,0,1,0,1,1,1,0,1,3,2,5,4,6,7,8
"72",0,0,1,0,1,0,0,1,1,2,3,4,5,6,8,7
"73",1,1,1,0,0,1,1,0,2,1,4,3,6,5,8,7
"74",0,1,0,1,1,1,0,1,1,2,4,3,5,7,6,8
"75",0,1,0,0,0,1,0,1,1,2,3,4,5,6,7,8
"76",0,1,1,1,0,1,0,0,1,2,3,4,8,5,6,7
"77",0,1,1,1,0,0,0,1,1,2,4,3,7,5,6,8
"78",0,0,1,1,1,0,0,1,1,2,3,7,4,8,6,5
"79",1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,8
"80",0,1,1,0,0,0,0,0,1,2,3,4,5,6,7,8
"81",0,1,1,1,1,0,0,0,1,3,2,6,4,5,7,8
"82",1,0,0,0,0,0,1,1,1,2,3,4,5,6,8,7
"83",0,0,1,1,1,0,0,1,1,2,3,4,5,7,6,8
"84",0,0,1,1,1,0,1,0,1,2,3,5,4,6,7,8
"85",1,1,1,0,1,0,1,0,2,1,4,3,6,5,8,7
"86",0,1,0,1,1,1,1,0,1,2,4,3,7,6,5,8
"87",0,0,0,1,1,0,0,0,1,2,4,3,5,7,6,8
"88",0,1,1,1,0,1,1,0,2,1,3,4,6,5,7,8
"89",1,0,1,1,1,0,0,0,1,4,2,3,7,6,5,8
"90",1,1,1,0,0,0,0,0,2,1,4,3,6,5,8,7
"91",0,0,1,0,0,1,1,1,1,3,2,4,7,6,5,8
"92",0,0,1,1,0,1,1,1,1,2,3,5,7,8,4,6
"93",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7
"94",0,1,0,1,1,1,0,1,1,2,4,3,5,6,8,7
"95",1,0,0,0,1,1,1,1,1,4,2,3,6,5,8,7
"96",1,1,1,1,1,0,1,1,2,1,4,3,6,5,8,7
"97",0,1,0,0,1,0,0,0,1,2,3,4,6,5,7,8
"98",1,1,1,0,0,0,1,1,2,1,4,3,6,5,8,7
"99",0,1,1,0,1,1,1,1,1,2,3,4,5,6,7,8
"100",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7
