"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,0,1,0,0,0,0,1,2,3,5,4,7,8,6
"2",0,0,1,1,0,0,0,1,1,2,3,4,5,6,7,8
"3",0,0,0,1,0,0,1,0,1,2,3,4,8,6,5,7
"4",1,1,1,0,1,1,1,1,2,1,4,3,6,5,8,7
"5",1,1,1,1,1,0,0,0,2,1,4,3,6,5,8,7
"6",0,1,1,1,0,1,1,1,1,2,3,5,6,4,7,8
"7",0,1,1,0,1,0,0,1,1,2,3,4,5,6,7,8
"8",1,1,0,0,0,1,1,0,2,1,4,3,6,5,8,7
"9",0,0,1,1,0,1,1,0,1,2,3,5,4,6,7,8
"10",0,0,1,0,1,0,0,0,1,2,3,4,5,7,6,8
"11",0,0,0,0,0,0,0,0,1,2,5,3,4,6,7,8
"12",1,0,1,1,1,0,1,0,1,2,3,4,5,6,8,7
"13",1,0,1,0,0,1,0,0,1,2,3,4,5,6,7,8
"14",1,0,1,1,1,1,0,1,1,2,3,4,5,6,7,8
"15",0,1,1,1,0,0,0,0,1,2,3,4,5,6,8,7
"16",1,0,1,1,1,1,0,0,1,2,3,4,5,7,6,8
"17",1,0,1,1,0,0,1,0,2,1,3,4,5,6,7,8
"18",0,0,1,0,1,1,0,0,1,2,3,4,6,5,7,8
"19",0,0,0,0,1,0,1,1,1,2,4,3,6,5,8,7
"20",0,1,0,1,1,0,0,0,1,2,3,4,7,5,6,8
"21",0,1,1,1,0,0,1,1,1,2,4,3,6,5,8,7
"22",0,1,0,0,1,0,1,0,1,3,2,4,5,7,6,8
"23",0,0,0,0,1,0,0,1,1,2,3,4,7,6,5,8
"24",0,1,1,0,0,1,1,0,1,3,4,2,7,6,5,8
"25",1,0,1,0,1,1,0,0,1,3,2,4,5,7,8,6
"26",1,0,0,1,0,1,1,1,1,3,2,4,5,7,6,8
"27",0,1,0,1,1,1,0,1,1,3,2,5,4,8,6,7
"28",0,1,1,1,0,1,0,1,1,2,3,4,5,6,8,7
"29",0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,8
"30",1,0,1,1,0,1,0,1,1,3,4,2,5,8,7,6
"31",0,0,1,1,0,0,1,1,1,2,3,5,6,4,7,8
"32",1,1,1,1,0,0,0,0,2,1,4,3,6,5,8,7
"33",0,1,0,1,1,0,1,1,1,2,3,6,4,5,7,8
"34",1,1,0,1,1,1,0,0,2,1,4,3,6,5,8,7
"35",1,0,1,1,1,1,0,0,2,1,4,3,6,5,8,7
"36",1,0,0,0,0,0,1,0,1,2,3,4,5,6,7,8
"37",1,1,0,1,0,1,0,1,2,1,4,3,6,5,8,7
"38",1,0,0,1,1,0,1,0,1,2,3,5,4,7,6,8
"39",0,0,1,1,1,1,0,0,1,3,2,4,6,5,7,8
