"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,0,0,0,0,1,0,1,2,3,4,5,7,6,8
"2",1,1,0,1,1,0,0,0,2,1,4,3,6,5,8,7
"3",0,1,1,1,0,1,1,0,1,2,3,6,4,5,7,8
"4",0,1,1,1,0,1,0,0,1,3,2,4,5,6,7,8
"5",1,1,0,1,1,1,0,1,2,1,4,3,6,5,8,7
"6",1,0,1,0,0,0,0,1,1,2,3,4,5,6,7,8
"7",1,1,0,1,1,0,0,0,2,1,4,3,6,5,8,7
"8",0,0,0,1,0,0,0,1,1,2,3,4,5,8,6,7
"9",0,0,0,1,1,1,0,0,1,2,3,4,6,5,7,8
"10",0,1,1,0,1,0,0,1,1,2,3,4,5,8,7,6
"11",0,0,1,1,1,0,0,1,1,2,3,4,5,6,8,7
"12",0,0,0,0,0,0,0,1,1,4,3,2,5,7,8,6
"13",0,0,0,1,0,0,1,0,1,2,3,4,5,7,8,6
"14",1,1,1,1,0,1,1,0,2,1,4,3,6,5,8,7
"15",0,0,0,0,0,1,0,0,1,3,2,4,5,6,7,8
"16",1,0,0,1,0,0,1,1,1,2,3,4,5,6,8,7
"17",0,0,0,0,0,0,0,1,1,2,3,4,5,8,6,7
"18",0,1,1,0,1,1,0,0,2,1,3,5,6,4,7,8
"19",0,0,1,1,0,0,1,1,1,2,3,4,7,5,6,8
"20",0,0,1,1,0,0,1,1,2,1,3,4,6,7,5,8
"21",0,0,1,0,0,0,1,0,1,2,4,3,6,5,8,7
"22",1,0,1,1,1,0,1,0,1,2,4,3,5,6,7,8
"23",0,1,1,1,1,0,1,1,1,2,4,3,7,5,6,8
"24",1,1,1,0,1,1,1,1,2,1,4,3,6,5,8,7
"25",1,0,1,1,0,0,0,1,1,2,3,4,5,6,7,8
"26",0,1,0,1,0,0,1,0,1,3,2,4,7,5,8,6
"27",1,1,0,0,0,1,0,1,2,1,4,3,6,5,8,7
