"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,1,0,1,0,0,0,0,2,1
"2",0,0,1,1,1,0,1,1,1,2
"3",1,1,1,1,1,0,0,1,2,1
"4",0,1,1,1,1,0,0,0,1,2
"5",0,1,1,0,0,1,1,0,2,1
"6",0,1,1,1,1,1,0,1,1,2
"7",0,0,0,1,0,1,0,1,1,2
"8",1,0,0,0,1,0,0,0,1,2
"9",0,1,1,0,0,0,0,1,1,2
"10",0,0,0,1,0,1,1,0,1,2
"11",1,0,0,0,0,0,1,1,1,2
"12",0,1,0,0,0,0,1,0,1,2
"13",1,0,0,0,0,1,0,0,1,2
"14",0,0,0,1,0,1,0,0,1,2
"15",0,0,0,1,1,1,1,0,1,2
"16",1,0,0,1,1,0,1,0,1,2
"17",0,1,0,0,1,0,0,0,1,2
"18",0,0,0,0,1,0,1,0,2,1
"19",0,1,0,0,0,0,0,1,1,2
"20",0,1,1,0,1,0,0,1,1,2
"21",1,0,0,1,1,0,0,0,1,2
"22",1,0,0,1,1,1,1,0,1,2
"23",0,0,0,0,0,1,1,1,1,2
"24",0,0,0,1,1,1,0,0,1,2
"25",0,1,0,0,1,1,0,1,1,2
"26",0,0,0,1,0,1,1,1,1,2
"27",1,1,1,1,0,1,0,1,2,1
"28",1,1,0,1,0,0,0,1,2,1
"29",1,0,1,1,0,0,1,0,1,2
"30",0,1,1,1,0,1,0,1,1,2
"31",0,0,1,1,1,0,0,1,1,2
"32",0,1,1,1,1,0,1,0,1,2
"33",0,0,1,1,1,1,1,0,1,2
"34",0,1,0,0,1,0,0,0,1,2
"35",0,0,1,1,0,0,0,0,1,2
"36",0,1,1,0,0,1,1,1,1,2
"37",1,1,0,1,0,0,1,1,2,1
"38",0,0,0,0,1,1,0,1,1,2
"39",0,0,1,1,0,1,1,1,1,2
"40",1,1,0,1,1,1,1,1,2,1
"41",0,0,1,0,1,1,1,0,1,2
"42",1,1,0,1,1,0,1,1,2,1
"43",0,0,0,1,0,0,0,0,2,1
"44",0,1,0,0,0,1,1,0,1,2
"45",1,1,0,0,1,0,1,0,2,1
"46",1,1,1,0,1,0,1,1,2,1
"47",1,1,0,1,1,0,1,1,2,1
"48",1,1,0,1,0,0,1,0,2,1
"49",0,0,0,1,1,1,1,1,1,2
"50",0,0,1,1,1,1,0,0,1,2
"51",1,1,0,0,0,1,1,1,2,1
"52",0,0,1,0,0,0,1,1,1,2
"53",1,1,0,0,0,0,1,0,2,1
"54",1,0,0,0,1,1,0,0,1,2
"55",1,1,0,0,0,0,0,1,2,1
"56",1,1,1,1,0,1,1,1,2,1
"57",0,1,1,0,0,1,0,0,1,2
"58",1,0,1,1,0,1,1,0,1,2
"59",1,1,0,0,1,0,1,0,2,1
"60",1,0,0,0,1,0,0,0,1,2
"61",1,0,0,1,0,0,0,0,1,2
"62",1,1,1,0,0,0,0,0,2,1
"63",0,0,1,1,1,1,0,1,1,2
"64",0,1,0,0,0,0,1,1,1,2
"65",0,1,0,1,0,1,1,0,2,1
"66",1,1,1,0,0,1,1,1,2,1
"67",1,0,1,0,1,1,0,1,1,2
"68",0,0,1,0,0,0,1,1,1,2
"69",1,0,0,0,0,1,1,1,1,2
"70",1,0,1,1,1,1,0,1,1,2
"71",1,0,0,1,0,1,1,1,1,2
"72",1,1,0,0,1,1,0,1,2,1
"73",1,1,0,1,1,1,0,1,2,1
"74",1,1,1,1,0,1,0,0,2,1
"75",1,1,0,0,1,1,0,1,2,1
"76",0,0,0,0,1,1,1,1,1,2
"77",0,0,1,1,0,0,0,0,1,2
"78",0,1,1,1,0,1,1,0,1,2
"79",1,1,1,0,1,1,0,1,2,1
"80",1,1,1,0,0,1,1,1,2,1
"81",1,1,1,1,1,0,1,0,2,1
"82",1,0,1,1,0,1,1,0,1,2
"83",0,1,0,0,0,1,1,1,1,2
"84",0,1,0,1,1,0,1,0,1,2
"85",1,1,1,0,0,1,0,0,2,1
"86",0,0,1,0,1,1,1,0,1,2
"87",1,1,1,0,1,0,1,0,2,1
"88",0,1,1,0,1,0,1,0,1,2
"89",0,0,1,1,0,0,1,0,1,2
"90",0,0,0,1,0,0,1,0,1,2
"91",0,1,1,1,0,0,0,1,1,2
"92",0,1,0,1,1,1,0,1,1,2
"93",1,0,1,0,1,0,0,0,1,2
"94",0,0,0,0,0,1,0,0,1,2
"95",0,0,0,0,1,1,0,0,1,2
"96",0,0,0,1,1,0,1,1,1,2
"97",1,0,1,0,1,1,0,1,1,2
"98",1,1,1,1,1,0,0,1,2,1
"99",1,1,0,0,0,0,1,1,2,1
"100",0,0,1,1,1,1,1,0,1,2
