"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,1,0,0,1,0,0,0,1,2
"2",0,1,0,0,0,0,1,1,1,2
"3",1,0,1,0,0,0,1,0,1,2
"4",1,1,0,0,1,1,1,0,2,1
"5",0,1,1,0,0,1,0,0,1,2
"6",0,0,0,1,0,1,0,0,1,2
"7",1,0,1,1,1,0,0,1,1,2
"8",1,1,0,0,1,0,1,1,2,1
"9",0,1,1,1,0,1,0,0,1,2
"10",0,0,1,1,0,1,1,1,1,2
"11",1,0,1,1,1,0,0,0,1,2
"12",0,1,0,1,0,0,0,0,1,2
"13",0,1,0,1,0,1,1,0,1,2
"14",1,1,1,0,0,0,1,1,2,1
"15",0,1,0,1,1,0,0,0,1,2
"16",1,1,1,0,0,1,0,1,2,1
"17",1,0,0,1,0,0,1,0,1,2
"18",1,0,1,1,0,0,1,1,1,2
"19",1,1,0,1,1,1,1,1,2,1
"20",0,0,1,0,1,1,1,0,1,2
"21",0,1,0,0,1,1,1,0,1,2
"22",0,0,0,0,1,0,1,0,1,2
"23",1,1,1,0,0,1,0,1,2,1
"24",0,0,0,1,1,1,0,0,1,2
"25",0,1,0,1,0,1,1,0,1,2
"26",0,1,1,1,0,0,0,1,1,2
"27",0,1,0,1,1,0,1,0,1,2
"28",0,1,0,1,0,0,0,1,1,2
"29",0,1,1,0,1,1,1,1,2,1
"30",1,1,1,1,0,1,0,1,2,1
"31",0,0,0,0,1,0,0,0,1,2
"32",0,0,0,1,0,1,1,0,1,2
"33",1,1,0,1,1,1,0,0,2,1
"34",0,1,1,0,0,1,1,1,1,2
"35",1,1,0,1,1,0,0,1,2,1
"36",1,1,1,0,1,1,1,0,2,1
"37",0,1,0,1,1,0,0,0,1,2
"38",1,1,1,1,1,0,1,0,2,1
"39",0,1,0,0,0,1,1,1,1,2
"40",0,1,1,1,1,1,1,1,1,2
"41",1,1,1,1,0,1,0,1,2,1
"42",1,0,0,1,1,1,0,0,1,2
"43",1,1,1,0,0,1,0,1,2,1
"44",1,0,1,0,1,1,0,1,1,2
"45",1,1,1,1,0,0,0,0,2,1
"46",0,1,1,0,0,1,0,1,1,2
"47",1,1,0,0,0,1,0,0,2,1
"48",1,1,0,1,1,0,0,1,2,1
"49",1,0,1,1,1,0,0,0,1,2
"50",0,0,1,0,0,1,0,0,1,2
"51",1,0,1,1,1,1,1,1,1,2
"52",0,0,1,1,0,1,0,0,1,2
"53",0,1,1,1,1,1,0,1,2,1
"54",0,0,1,1,0,1,0,1,1,2
"55",1,0,0,1,1,0,1,1,1,2
"56",1,1,0,0,0,0,0,0,2,1
"57",1,1,1,1,0,0,0,0,2,1
"58",1,1,0,1,0,0,1,0,2,1
"59",1,1,1,0,0,1,1,0,2,1
"60",1,0,1,1,1,0,1,0,1,2
"61",0,1,1,0,1,1,1,1,1,2
"62",1,1,0,1,1,0,0,1,2,1
"63",1,0,1,1,0,1,1,0,1,2
"64",0,0,0,0,0,0,1,1,1,2
"65",0,1,1,1,0,0,0,0,1,2
"66",0,0,0,1,0,1,1,1,1,2
"67",0,0,0,1,1,0,0,1,1,2
"68",0,1,0,0,1,1,1,0,1,2
"69",0,0,0,1,0,1,0,0,1,2
"70",1,0,0,0,0,1,1,0,2,1
"71",1,1,1,1,0,0,0,1,2,1
"72",1,0,0,1,1,1,0,1,1,2
"73",1,0,1,1,0,0,1,1,1,2
"74",0,1,0,0,0,1,1,0,1,2
"75",0,0,0,0,0,1,1,1,1,2
"76",1,1,0,0,1,0,0,0,2,1
"77",1,1,1,1,1,0,0,0,2,1
"78",1,1,1,1,1,1,0,1,2,1
"79",1,0,0,1,1,0,0,1,1,2
"80",0,0,1,1,0,1,1,1,1,2
"81",0,1,1,1,1,1,0,1,1,2
"82",1,1,0,1,0,0,0,0,2,1
"83",1,1,0,0,0,1,0,0,2,1
"84",0,1,0,0,1,0,0,0,1,2
"85",1,0,0,0,1,0,1,0,1,2
"86",0,1,0,1,1,0,1,1,1,2
"87",0,0,1,1,1,0,1,0,1,2
"88",0,0,1,1,1,0,1,0,1,2
"89",1,0,0,1,1,1,0,0,1,2
"90",0,0,0,1,1,0,0,0,1,2
"91",1,1,0,0,1,1,0,0,2,1
"92",1,0,1,1,0,0,0,0,1,2
"93",1,1,1,1,1,1,1,0,2,1
"94",0,0,0,1,1,1,1,0,1,2
"95",1,0,1,1,1,1,0,1,1,2
"96",1,1,0,0,0,1,0,1,2,1
"97",1,0,0,1,1,1,1,0,1,2
"98",0,0,1,0,0,0,1,0,1,2
"99",1,0,1,0,0,0,1,1,1,2
"100",0,0,1,1,1,1,0,0,1,2
