"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,0,1,1,1,0,0,0,1,2
"2",1,0,1,1,0,0,0,0,1,2
"3",1,0,0,0,1,0,1,0,1,2
"4",1,1,0,1,1,0,0,1,2,1
"5",1,0,0,1,1,1,1,1,1,2
"6",1,0,0,1,1,1,1,1,1,2
"7",0,0,0,0,0,0,0,0,1,2
"8",0,1,0,1,0,1,0,1,1,2
"9",0,0,1,0,1,1,0,0,1,2
"10",0,1,0,1,0,0,1,1,1,2
"11",1,1,0,1,0,1,1,0,2,1
"12",0,0,1,0,1,1,0,1,1,2
"13",0,1,1,1,0,1,0,0,1,2
"14",0,1,1,1,1,0,0,1,1,2
"15",1,1,0,0,0,0,1,1,2,1
"16",1,1,0,0,1,0,1,1,2,1
"17",0,0,1,0,0,1,1,1,1,2
"18",1,1,0,0,0,0,1,0,2,1
"19",1,1,0,0,0,1,0,0,2,1
"20",0,0,1,0,1,0,1,1,1,2
"21",1,0,1,0,0,0,0,0,1,2
"22",1,0,0,1,0,0,1,0,1,2
"23",1,1,1,1,1,1,0,0,2,1
"24",1,1,0,1,1,0,0,0,2,1
"25",1,1,0,1,1,0,1,1,2,1
"26",0,1,0,1,1,1,0,0,2,1
"27",0,1,1,1,1,1,1,1,1,2
"28",0,1,1,1,1,1,1,0,1,2
"29",1,0,1,1,0,0,0,1,1,2
"30",0,0,0,0,0,0,1,1,1,2
"31",0,0,1,1,0,1,1,1,1,2
"32",1,0,1,1,0,0,1,1,2,1
"33",1,0,0,0,1,1,0,0,1,2
"34",0,0,1,1,1,1,1,1,1,2
"35",1,1,1,1,0,0,1,1,2,1
"36",0,0,0,1,0,0,1,0,1,2
"37",0,0,1,1,1,0,0,0,1,2
"38",0,0,1,0,1,1,0,0,1,2
"39",0,0,0,1,0,0,0,1,1,2
"40",1,0,0,0,1,1,1,0,1,2
"41",1,0,0,0,1,0,0,1,1,2
"42",1,1,1,1,0,1,0,0,2,1
"43",0,1,0,1,0,1,0,1,1,2
"44",0,1,0,0,0,1,1,0,1,2
"45",1,1,1,0,0,1,1,0,2,1
"46",0,0,0,1,1,0,1,1,1,2
"47",1,0,1,1,1,1,1,1,1,2
"48",1,0,1,1,0,0,0,1,1,2
"49",0,1,0,1,1,0,0,0,1,2
"50",0,1,0,1,1,0,0,1,1,2
"51",0,1,1,0,1,0,1,1,1,2
"52",0,0,0,1,0,0,0,1,1,2
"53",1,1,1,0,1,0,1,1,2,1
"54",1,1,1,1,1,1,0,0,2,1
"55",1,0,1,1,0,0,0,1,1,2
"56",1,1,0,1,1,1,0,0,2,1
"57",1,1,0,1,0,0,1,1,2,1
"58",0,0,0,0,1,0,0,0,1,2
"59",0,0,1,1,0,1,1,1,1,2
"60",1,0,0,0,1,0,0,1,1,2
"61",1,0,1,1,1,0,0,1,1,2
"62",0,1,1,1,1,0,0,1,1,2
"63",1,0,0,1,1,0,0,0,1,2
"64",0,1,0,0,1,1,1,1,1,2
"65",1,0,1,0,0,1,0,0,2,1
"66",0,1,0,0,0,1,1,1,1,2
"67",0,1,1,0,1,0,1,0,1,2
"68",1,0,0,0,1,1,0,0,1,2
"69",1,1,1,1,0,0,1,1,2,1
"70",0,0,0,1,0,0,1,1,1,2
"71",1,0,0,0,1,0,0,1,1,2
"72",0,1,0,1,1,0,1,1,1,2
"73",0,1,0,0,1,1,1,0,1,2
"74",0,0,0,0,1,1,0,0,1,2
"75",0,0,1,0,1,0,0,0,1,2
"76",1,0,0,0,1,1,1,0,1,2
"77",1,0,1,0,1,0,1,0,1,2
"78",1,1,1,0,1,1,0,0,2,1
"79",1,1,1,1,0,0,1,1,2,1
"80",1,1,1,0,1,1,1,1,2,1
"81",1,0,0,1,1,0,0,0,1,2
"82",1,1,0,0,1,1,1,0,2,1
"83",1,0,0,1,1,1,0,0,1,2
"84",1,0,0,0,1,1,1,1,1,2
"85",1,0,1,0,1,1,1,1,1,2
"86",1,0,1,1,1,1,0,1,1,2
"87",1,0,1,1,1,0,0,0,1,2
"88",1,1,1,1,1,1,0,1,2,1
"89",1,1,1,0,1,0,0,0,2,1
"90",1,0,1,0,0,1,0,0,1,2
"91",1,0,0,1,1,1,0,0,1,2
"92",0,1,1,0,0,1,1,1,1,2
"93",1,0,1,1,1,0,1,1,1,2
"94",0,0,0,1,1,1,0,1,1,2
"95",0,0,0,0,0,0,0,1,1,2
"96",0,0,0,0,1,0,0,1,1,2
"97",0,1,0,1,1,1,1,1,1,2
"98",0,0,1,1,1,0,1,1,1,2
"99",1,1,0,1,0,0,0,1,2,1
"100",1,0,0,0,0,1,0,0,1,2
