"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,0,0,1,1,1,1,1,2
"2",0,0,0,0,1,0,0,1,1,2
"3",0,0,1,1,1,1,1,0,1,2
"4",0,1,0,1,1,1,0,1,2,1
"5",1,1,0,1,0,1,0,0,2,1
"6",0,1,1,0,1,1,1,0,1,2
"7",1,1,1,1,1,1,0,1,2,1
"8",0,0,1,1,1,0,0,1,1,2
"9",0,0,0,0,1,0,0,0,1,2
"10",1,1,0,0,1,1,1,0,2,1
"11",1,1,0,1,1,1,0,0,2,1
"12",1,0,1,1,1,0,0,1,1,2
"13",1,0,1,1,0,1,0,0,1,2
"14",1,1,1,0,1,0,1,0,2,1
"15",1,0,0,1,1,0,0,0,1,2
"16",1,1,1,0,0,1,0,1,2,1
"17",1,1,0,0,0,0,0,1,2,1
"18",1,1,0,0,1,1,1,0,2,1
"19",1,0,1,1,1,1,1,1,1,2
"20",0,1,0,0,1,0,0,1,1,2
"21",1,1,1,1,0,0,1,0,2,1
"22",0,0,1,1,0,0,1,1,1,2
"23",1,1,1,0,1,1,0,1,2,1
"24",1,1,1,1,1,0,1,1,2,1
"25",0,0,0,0,1,1,0,1,1,2
"26",0,0,0,0,1,1,1,1,1,2
"27",1,1,0,0,0,0,0,1,2,1
"28",0,0,0,0,0,0,0,0,1,2
"29",1,1,1,1,0,0,1,1,2,1
"30",0,0,1,1,0,1,1,0,1,2
"31",0,0,1,1,0,1,0,0,1,2
"32",1,0,1,0,1,0,0,0,2,1
"33",1,0,0,1,1,1,0,0,1,2
"34",0,1,1,0,0,1,0,0,1,2
"35",0,1,0,1,1,1,1,1,1,2
"36",1,0,0,0,0,0,1,1,1,2
"37",0,0,0,0,1,0,1,1,1,2
"38",0,0,0,0,0,1,0,1,2,1
"39",0,1,1,1,0,1,0,0,1,2
"40",1,0,0,1,0,0,0,0,1,2
"41",0,1,0,1,1,0,0,1,1,2
"42",0,0,1,0,0,0,1,1,2,1
"43",1,1,0,1,0,1,1,0,2,1
"44",0,1,1,1,1,0,0,1,1,2
"45",1,0,1,0,0,1,1,1,2,1
"46",0,1,1,0,0,1,0,0,1,2
"47",0,1,0,0,1,0,1,0,1,2
"48",0,1,1,0,0,0,1,1,2,1
"49",1,1,0,0,1,0,1,1,2,1
"50",1,1,1,1,0,1,0,1,2,1
"51",1,0,0,1,0,0,1,0,1,2
"52",1,0,1,1,0,0,1,1,1,2
"53",1,1,0,0,0,0,0,1,2,1
"54",0,1,1,0,1,0,0,0,1,2
"55",1,1,0,0,1,0,0,1,2,1
"56",1,0,0,1,0,0,1,1,1,2
"57",0,1,1,0,1,0,1,0,1,2
"58",1,0,1,0,0,0,0,1,1,2
"59",1,1,1,1,1,0,0,0,2,1
"60",1,1,1,1,1,1,1,1,2,1
"61",1,0,1,0,0,1,0,1,1,2
"62",1,1,0,0,1,0,0,0,2,1
"63",0,1,0,0,1,0,0,0,1,2
"64",1,1,0,0,0,1,0,0,2,1
"65",1,1,0,1,0,1,1,0,2,1
"66",1,0,1,0,0,0,1,0,1,2
"67",1,0,0,1,1,1,1,1,1,2
"68",1,0,1,0,1,0,0,0,1,2
"69",1,0,1,1,0,0,0,1,2,1
"70",0,0,0,1,1,1,1,0,1,2
"71",0,0,0,1,0,1,1,1,1,2
"72",0,1,0,1,0,1,1,0,1,2
"73",1,0,0,0,1,0,0,1,1,2
"74",1,0,0,1,0,1,1,0,1,2
"75",1,0,1,0,0,0,1,0,1,2
"76",0,1,0,1,0,0,0,1,1,2
"77",1,0,0,1,1,0,1,0,1,2
"78",0,0,0,0,0,0,0,1,1,2
"79",0,1,1,0,0,1,0,1,1,2
"80",0,1,1,1,0,1,1,1,1,2
"81",1,0,0,0,1,0,0,1,1,2
"82",0,1,1,1,0,0,1,1,1,2
"83",1,1,0,1,0,1,1,0,2,1
"84",1,0,0,1,0,0,1,1,1,2
"85",1,0,1,0,0,1,1,1,1,2
"86",1,1,0,1,1,0,1,0,2,1
"87",0,0,1,1,1,0,1,0,1,2
"88",1,0,1,1,0,1,0,0,1,2
"89",1,0,0,1,1,1,0,1,2,1
"90",0,0,0,1,0,1,0,1,1,2
"91",0,0,0,1,1,0,0,0,1,2
"92",1,0,0,0,1,0,1,1,1,2
"93",1,0,1,0,0,0,1,0,1,2
"94",1,0,1,0,0,0,0,1,1,2
"95",0,0,0,0,0,0,0,1,1,2
"96",0,0,0,0,1,1,0,0,1,2
"97",0,0,1,1,1,0,1,1,1,2
"98",1,0,0,1,1,0,0,0,1,2
"99",1,1,1,0,1,1,0,1,2,1
"100",1,0,0,1,0,1,1,1,1,2
