"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",1,1,1,1,1,1,0,1,2,1
"2",0,1,1,1,0,0,1,1,2,1
"3",1,1,0,1,1,1,0,1,2,1
"4",1,1,1,1,0,1,1,1,2,1
"5",0,1,1,0,1,0,1,0,1,2
"6",1,1,0,0,1,0,1,1,2,1
"7",1,0,1,0,1,1,1,1,1,2
"8",0,1,0,1,1,0,1,1,1,2
"9",1,0,0,0,1,1,0,0,1,2
"10",0,0,0,1,0,0,0,0,1,2
"11",0,0,1,1,1,1,1,1,1,2
"12",0,0,1,1,1,1,0,0,1,2
"13",1,0,1,0,1,1,0,0,1,2
"14",0,1,0,1,1,1,1,1,1,2
"15",1,1,1,0,0,1,1,1,2,1
"16",0,1,0,0,1,0,0,1,1,2
"17",0,0,1,0,1,0,0,0,1,2
"18",0,1,0,1,1,1,1,1,1,2
"19",1,0,1,1,0,0,0,1,1,2
"20",0,1,1,0,0,1,0,1,1,2
"21",0,1,1,1,0,0,1,0,1,2
"22",0,0,0,0,0,0,1,1,1,2
"23",1,1,0,0,0,1,0,1,2,1
"24",1,1,0,0,0,0,1,0,2,1
"25",0,1,1,1,1,0,1,0,1,2
"26",1,1,1,1,0,1,0,0,2,1
"27",0,0,1,0,1,1,1,1,1,2
"28",1,0,0,0,0,0,1,0,1,2
"29",1,0,1,1,0,1,0,1,1,2
"30",0,1,1,0,1,0,1,1,1,2
"31",1,1,1,1,0,0,1,1,2,1
"32",1,1,1,1,1,1,1,0,2,1
"33",1,0,0,0,0,1,0,0,1,2
"34",0,0,0,0,0,0,1,1,1,2
"35",1,0,1,0,0,1,0,0,1,2
"36",0,1,1,0,0,0,1,0,1,2
"37",1,1,1,1,1,1,0,1,2,1
"38",0,1,0,1,0,0,0,1,1,2
"39",1,0,0,0,1,1,1,1,1,2
"40",1,1,0,1,0,1,0,1,2,1
"41",0,1,1,1,0,0,0,1,1,2
"42",0,0,0,1,0,1,1,1,1,2
"43",1,1,0,1,0,0,1,0,2,1
"44",0,0,1,1,1,0,1,1,1,2
"45",1,1,1,1,0,0,0,0,2,1
"46",1,1,1,1,1,0,0,1,2,1
"47",1,0,1,0,0,1,0,1,1,2
"48",0,0,1,1,1,0,0,1,1,2
"49",0,1,1,1,1,0,1,0,1,2
"50",0,1,0,0,0,0,1,1,1,2
"51",1,0,1,0,1,1,1,1,1,2
"52",1,0,0,1,1,1,0,1,1,2
"53",1,0,0,1,1,1,0,0,1,2
"54",1,1,0,1,1,1,0,0,2,1
"55",0,1,1,1,1,0,1,1,1,2
"56",1,1,0,1,1,0,0,1,2,1
"57",1,1,1,0,1,0,0,1,2,1
"58",0,0,1,1,0,1,0,1,1,2
"59",0,1,1,1,1,0,0,0,1,2
"60",0,1,0,1,1,0,0,0,1,2
"61",1,0,1,0,1,0,1,0,1,2
"62",1,0,0,0,0,1,1,1,1,2
"63",0,0,0,1,0,0,0,1,1,2
"64",1,1,0,0,1,0,0,1,2,1
"65",1,0,1,0,0,0,0,0,1,2
"66",0,0,0,0,1,0,1,0,1,2
"67",1,1,0,1,1,1,1,1,2,1
"68",0,1,0,0,1,1,1,0,1,2
"69",0,0,0,1,1,1,1,0,1,2
"70",1,0,0,1,1,1,1,0,1,2
"71",0,1,1,1,1,0,0,1,1,2
"72",1,1,1,1,0,0,1,0,2,1
"73",0,1,1,0,0,1,0,0,1,2
"74",1,0,0,0,0,0,0,1,1,2
"75",1,0,1,1,0,0,1,0,1,2
"76",1,1,0,0,0,1,0,0,2,1
"77",1,0,0,1,1,1,1,1,1,2
"78",0,0,1,0,1,0,1,0,1,2
"79",0,0,0,1,1,1,1,1,1,2
"80",1,1,1,0,0,0,0,0,2,1
"81",0,1,0,1,1,0,1,1,1,2
"82",1,0,0,0,0,0,1,0,1,2
"83",1,0,0,1,0,1,1,0,1,2
"84",0,0,1,0,1,0,1,0,1,2
"85",1,0,1,0,0,1,1,0,1,2
"86",1,1,1,1,1,0,1,1,2,1
"87",0,0,0,0,0,0,1,0,1,2
"88",0,0,0,0,1,0,1,0,1,2
"89",0,0,1,1,1,1,1,0,1,2
"90",0,1,1,1,1,1,1,1,1,2
"91",0,1,1,1,1,1,1,1,1,2
"92",0,0,0,0,0,1,1,1,1,2
"93",0,0,0,0,1,0,1,0,1,2
"94",0,0,1,1,0,1,1,0,1,2
"95",1,0,1,0,1,1,0,0,1,2
"96",1,1,0,0,1,0,0,1,2,1
"97",0,1,0,0,0,1,0,1,1,2
"98",0,1,0,1,0,1,0,1,1,2
"99",1,1,1,1,0,0,1,1,2,1
"100",0,1,0,1,0,1,0,0,1,2
