"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,0,0,0,0,1,0,1,2,3,4,5,6,7,9,8,24,20,10,23,31,32,29,26,13,27,16,11,12,30,15,19,14,28,21,25,18,17,22
"2",1,0,1,0,0,1,0,0,1,2,3,4,6,5,7,9,8,10,11,12,13,16,29,32,28,31,19,30,27,15,22,14,17,24,21,18,20,26,25,23
"3",0,1,0,0,0,0,0,0,1,3,2,5,4,6,9,8,7,10,28,12,31,14,13,16,11,32,30,24,15,29,17,25,22,18,27,23,26,19,20,21
"4",1,0,0,0,0,1,0,1,2,1,4,3,5,6,7,8,9,10,11,13,32,14,12,17,15,16,30,21,24,20,23,31,18,27,29,28,22,19,26,25
"5",0,0,1,0,1,0,1,0,1,2,3,4,6,5,7,10,9,11,8,12,19,15,13,28,32,16,14,17,18,21,20,31,27,30,25,22,23,29,24,26
"6",0,0,1,0,0,0,1,0,1,3,4,2,8,5,6,7,12,10,9,11,25,16,13,28,31,14,29,32,15,30,20,21,18,26,19,23,27,17,22,24
"7",1,1,0,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,0,0,1,0,0,1,0,1,2,3,4,5,8,7,6,12,30,9,13,16,32,11,10,31,14,27,26,15,17,19,20,23,29,21,28,18,24,22,25
"9",0,1,1,1,0,0,1,0,1,3,2,4,5,8,7,6,10,9,17,15,13,11,30,14,12,16,18,27,25,22,28,19,20,26,32,23,21,31,24,29
"10",0,1,0,1,1,1,0,1,1,2,3,4,5,10,6,9,7,14,11,8,26,13,16,21,30,12,15,23,31,17,32,27,18,19,20,29,22,24,25,28
"11",0,1,1,0,0,0,0,1,1,2,3,5,4,6,7,8,14,10,9,29,11,18,31,26,27,32,17,30,12,15,13,28,20,16,22,19,25,21,23,24
"12",0,1,1,1,1,1,1,1,1,2,3,4,5,9,6,7,12,8,10,11,31,32,28,13,30,29,17,14,15,27,25,24,26,21,22,23,18,20,19,16
"13",1,1,1,1,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",0,0,0,0,1,1,0,0,1,2,3,5,4,6,10,7,9,8,31,28,32,12,11,16,18,29,30,13,21,15,25,14,26,27,19,24,17,20,23,22
"16",0,1,1,1,0,1,1,0,1,3,2,5,4,9,8,6,7,10,27,32,12,15,11,21,13,25,18,16,20,31,17,14,19,29,30,23,24,28,22,26
"17",1,1,1,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",0,1,1,0,1,1,1,1,1,2,4,3,5,6,8,7,10,9,12,11,31,30,15,32,13,29,24,28,14,16,21,25,27,26,18,17,19,23,20,22
"19",0,0,0,0,1,1,1,0,1,2,4,5,3,6,8,7,26,12,9,11,10,13,14,32,31,28,16,30,15,24,17,20,29,18,21,23,22,19,27,25
"20",1,1,1,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",1,0,0,1,1,1,1,0,1,2,3,5,4,6,8,9,31,7,10,11,32,19,30,13,12,28,18,14,25,15,29,16,26,20,17,27,24,21,23,22
"22",1,0,1,1,1,1,1,1,1,2,4,3,5,6,9,7,13,8,12,11,10,14,17,16,25,32,29,28,21,15,20,19,24,26,31,30,18,23,27,22
"23",0,1,0,1,1,1,1,0,1,2,3,4,7,6,5,8,9,10,11,29,24,14,15,26,12,32,21,16,13,17,31,30,18,19,20,23,27,22,25,28
"24",0,1,0,1,1,1,0,1,1,2,4,3,5,7,9,6,11,8,10,32,30,14,12,13,24,15,18,31,29,28,19,20,25,16,17,27,23,26,22,21
"25",0,1,1,0,0,1,0,0,1,3,2,6,4,5,7,12,10,9,8,11,15,14,13,18,17,25,29,16,32,31,27,30,28,22,26,21,24,19,20,23
"26",1,1,0,0,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",1,1,1,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,1,0,1,0,1,0,0,1,2,4,3,5,6,7,31,10,11,8,9,30,14,16,12,13,28,29,15,32,18,21,17,27,22,24,19,26,23,20,25
