"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,1,0,1,0,1,2,1,3,4,6,16,5,8,12,7,9,10,30,11,19,31,14,20,13,29,32,22,26,15,27,23,18,28,17,24,21,25
"2",1,0,0,1,0,1,1,0,1,2,3,4,5,7,6,8,9,10,31,11,15,32,30,13,23,18,14,28,12,29,16,24,25,17,27,21,19,20,26,22
"3",0,0,1,1,1,0,1,0,1,2,3,4,5,6,10,7,11,9,8,32,18,12,14,24,13,16,22,15,28,31,19,17,25,30,23,20,26,29,27,21
"4",1,0,1,0,1,1,0,0,1,2,3,5,4,8,9,6,12,7,10,32,14,13,20,11,31,29,25,15,30,24,17,16,19,28,27,26,22,23,18,21
"5",0,1,1,1,0,1,0,1,1,2,3,4,5,6,7,32,8,12,9,11,13,29,10,26,25,30,31,18,28,23,22,27,15,20,14,24,17,16,19,21
"6",1,0,0,0,1,0,0,0,2,1,3,5,4,6,8,7,9,10,12,15,11,16,14,29,31,13,32,27,28,18,24,17,30,25,20,19,26,22,21,23
"7",0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,9,8,10,18,25,13,32,31,11,17,30,14,12,28,20,29,15,16,27,19,22,21,26,24,23
"8",1,1,0,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,1,1,1,1,1,0,2,1,3,5,6,4,7,8,9,12,32,10,19,11,31,13,20,28,17,29,14,27,15,30,26,16,23,25,22,24,18,21
"10",0,0,1,0,0,0,0,1,1,2,3,4,7,5,6,8,11,10,9,15,31,12,17,18,20,14,13,32,30,19,16,27,29,22,21,28,24,25,23,26
"11",1,1,0,0,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,0,1,1,0,0,0,0,2,1,3,4,5,7,9,6,10,8,32,31,11,14,13,21,30,12,29,18,16,17,15,23,27,24,22,25,19,20,26,28
"13",1,1,1,0,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,0,1,1,1,1,0,0,1,2,4,3,6,5,10,32,8,9,7,28,31,11,14,12,13,30,16,29,15,22,19,27,17,24,26,18,23,21,20,25
"15",1,0,1,0,1,1,1,1,1,3,2,4,5,7,10,8,9,6,31,11,12,29,19,32,16,13,18,14,30,15,21,20,28,17,25,27,26,23,22,24
"16",0,0,1,1,1,0,0,1,1,2,3,6,4,5,7,10,8,28,11,12,9,13,14,16,18,21,15,29,32,31,17,30,20,19,23,26,25,27,22,24
"17",0,1,1,0,0,0,1,0,1,2,3,5,4,7,6,9,10,11,8,16,12,14,13,17,18,15,31,30,32,26,28,19,22,29,25,27,21,20,23,24
"18",0,0,1,0,0,0,0,0,1,2,3,5,4,6,9,7,11,8,32,10,15,12,14,18,16,23,30,17,13,28,31,21,19,20,26,29,25,24,22,27
"19",0,1,1,0,0,0,1,0,1,2,3,4,6,5,7,9,32,14,8,13,10,15,12,11,31,17,16,19,30,29,21,25,20,18,26,23,28,22,27,24
"20",0,0,1,1,1,0,0,0,1,2,3,4,5,6,8,10,7,9,31,32,29,11,16,15,12,14,13,30,28,18,27,24,17,26,21,22,19,25,20,23
"21",0,0,0,0,0,0,0,1,1,3,2,4,5,7,6,11,8,13,17,12,16,9,10,29,15,14,24,27,19,32,30,22,31,21,25,28,23,18,20,26
"22",1,0,0,0,1,0,0,1,1,2,4,3,5,7,6,8,10,9,11,13,12,22,15,17,14,18,16,32,30,20,19,21,26,24,27,31,25,28,23,29
"23",0,0,0,0,1,1,1,1,1,2,3,5,6,4,10,7,8,12,11,13,18,9,32,16,15,14,29,17,25,30,28,31,24,20,26,19,27,23,22,21
"24",0,1,0,0,0,0,0,0,1,2,4,3,7,5,6,8,9,11,31,10,32,24,30,12,16,13,19,28,29,15,27,22,14,25,18,23,17,20,26,21
"25",1,1,1,0,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",0,1,1,1,0,0,0,1,1,2,3,4,5,8,6,7,31,9,17,10,13,32,14,12,15,29,11,20,30,27,18,28,16,19,25,24,21,22,26,23
"27",1,1,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,0,1,0,1,0,0,1,1,2,3,4,8,5,6,10,11,32,7,9,12,29,13,30,27,20,31,14,18,15,17,16,28,26,21,22,25,24,23,19
"29",0,0,1,1,0,0,1,1,1,2,3,4,5,7,6,8,12,13,11,28,9,29,21,10,18,31,30,32,26,14,24,27,23,22,25,15,16,19,17,20
"30",0,1,0,0,0,1,1,1,1,2,3,5,4,6,8,7,12,10,11,9,17,19,32,31,14,18,16,13,28,23,15,21,20,30,24,29,25,27,22,26
"31",0,1,0,0,0,1,0,0,1,2,3,4,6,5,7,8,9,10,13,11,22,30,16,12,17,19,31,15,14,32,18,28,25,29,24,21,20,23,27,26
"32",1,0,1,1,0,0,1,0,1,2,3,4,5,6,7,28,14,8,9,12,10,20,32,29,13,31,11,15,30,16,25,26,22,19,17,24,21,27,18,23
"33",0,0,0,0,1,0,0,0,1,2,3,4,5,6,9,7,11,28,8,10,12,15,32,31,17,21,25,24,13,16,23,30,14,29,26,27,22,20,18,19
"34",1,1,0,0,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",0,0,1,0,0,0,0,0,1,2,3,4,5,7,6,8,12,31,29,10,15,25,9,11,28,32,24,13,26,14,30,17,27,20,19,21,18,23,22,16
"36",0,0,0,0,1,1,0,0,1,2,4,3,5,6,7,9,8,10,15,13,17,12,11,14,19,18,31,32,16,30,23,20,26,29,25,21,28,24,22,27
"37",0,0,0,1,1,0,0,1,2,1,3,4,5,6,7,8,9,13,10,11,12,32,29,19,30,14,15,20,24,16,23,31,27,28,25,26,18,21,17,22
"38",0,0,1,0,0,1,1,1,1,2,3,4,7,6,8,5,10,9,11,32,12,16,13,31,14,18,15,17,23,24,26,20,25,30,28,19,29,27,22,21
"39",1,0,1,0,1,0,0,0,1,2,3,4,6,5,8,9,7,12,15,17,11,14,13,10,32,18,29,16,28,30,31,20,27,19,24,21,25,26,23,22
"40",0,1,0,0,1,0,0,0,1,2,3,5,6,4,9,7,8,10,13,29,12,11,14,32,20,30,15,28,16,31,17,25,19,18,22,27,26,23,24,21
"41",1,1,0,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",0,0,0,1,1,0,1,0,1,3,2,5,6,4,8,7,9,11,12,10,30,25,32,24,13,28,31,15,16,29,18,14,23,26,22,21,27,19,20,17
"43",1,1,0,0,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",1,0,1,1,0,0,1,1,1,2,3,5,4,6,7,8,13,9,11,10,12,32,27,24,30,15,18,19,21,31,14,17,29,16,28,26,25,23,22,20
"45",0,1,0,0,0,0,1,1,1,2,3,5,4,7,6,32,8,10,9,14,11,12,31,13,18,27,20,30,29,22,28,15,26,17,24,25,19,16,23,21
"46",1,1,1,0,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"47",1,0,1,1,0,1,1,1,1,3,2,4,5,6,32,9,8,10,7,30,11,14,12,27,29,17,31,15,13,21,26,20,28,25,19,23,16,24,22,18
"48",1,0,1,0,0,1,0,1,1,2,3,4,5,6,7,8,10,9,32,11,12,20,13,31,18,30,16,27,15,14,19,29,17,24,28,25,21,26,22,23
"49",1,0,1,0,0,1,0,1,1,2,3,4,5,7,6,8,32,9,10,12,11,16,14,13,18,15,19,31,28,30,21,29,17,26,23,22,25,24,20,27
"50",0,1,1,0,0,0,0,1,1,3,2,4,6,5,12,19,11,7,10,8,30,9,14,16,17,23,15,22,21,18,13,20,32,31,27,28,26,29,24,25
"51",1,1,0,1,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"52",1,1,1,1,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"53",0,0,1,1,1,0,0,1,1,2,3,5,4,7,6,8,11,9,10,32,14,13,12,23,30,25,28,26,31,15,17,18,16,29,27,19,24,22,20,21
"54",0,0,1,0,1,1,0,0,1,3,2,4,9,5,8,6,7,13,14,11,16,18,10,12,17,32,15,19,27,28,31,20,24,23,30,29,21,22,25,26
"55",0,1,0,1,0,1,0,1,1,2,3,5,4,6,9,7,13,8,20,10,11,17,32,31,12,24,14,15,19,29,30,26,25,16,27,18,28,21,23,22
"56",0,1,1,0,1,1,1,1,1,3,2,4,5,6,8,9,7,14,11,32,10,26,12,30,15,31,13,28,29,27,20,16,22,19,17,18,24,25,21,23
"57",0,0,0,1,1,1,0,0,1,2,3,4,6,7,5,8,9,31,10,13,14,32,11,20,12,18,16,17,24,15,22,27,29,26,19,30,25,28,21,23
"58",1,0,1,0,0,1,0,0,1,2,3,5,4,12,6,7,8,9,10,13,14,11,32,15,19,16,18,29,30,31,23,28,17,27,21,26,20,22,25,24
"59",1,0,1,1,0,0,1,0,1,2,3,4,5,7,6,9,12,8,13,32,11,14,30,10,16,31,21,15,18,17,29,25,22,20,19,27,24,28,26,23
"60",1,1,1,0,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"61",0,1,1,1,0,1,1,0,1,3,2,4,6,7,5,8,13,9,31,11,15,10,21,12,17,30,14,25,20,32,28,26,29,27,24,16,18,19,22,23
"62",1,0,1,0,0,0,1,0,1,2,3,4,7,5,8,6,9,14,12,10,32,11,30,28,31,15,13,16,22,26,29,24,27,23,17,25,20,18,21,19
