"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,0,0,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",1,0,0,0,1,0,1,0,1,2,4,3,5,6,9,7,8,15,32,11,12,10,14,31,20,13,29,16,28,17,30,21,22,18,19,24,27,23,25,26
"3",1,1,1,0,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,0,1,1,0,0,1,0,1,2,4,3,5,6,8,7,9,10,32,12,14,31,30,15,11,13,22,24,16,27,26,18,23,19,29,21,28,25,17,20
"5",1,1,0,0,0,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,0,0,0,1,1,1,1,1,3,2,5,4,6,8,11,7,9,12,15,14,10,13,16,32,17,30,21,31,18,29,22,28,19,26,27,20,24,25,23
"7",1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,9,8,10,14,11,17,13,15,21,12,16,19,26,28,32,18,23,25,20,31,24,29,30,22,27
"8",1,0,1,1,1,0,0,1,1,2,3,6,4,5,10,7,8,11,32,9,14,18,17,31,12,19,15,21,13,16,25,27,30,28,20,26,23,22,29,24
"9",1,1,0,1,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,1,0,1,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",0,0,0,0,0,0,0,0,1,2,3,5,6,4,7,12,9,8,32,16,11,13,15,10,14,17,29,30,31,18,19,20,21,22,27,23,24,25,28,26
"12",1,0,1,0,0,1,0,0,2,1,3,4,8,5,6,9,7,10,12,11,17,13,19,16,14,20,31,32,15,18,30,22,25,23,21,24,28,27,26,29
"13",0,0,0,1,1,1,0,1,1,2,3,4,7,5,6,9,8,11,32,10,12,13,20,17,14,15,16,31,19,26,18,28,21,29,30,25,24,27,22,23
"14",0,1,0,1,1,0,1,0,1,2,3,4,5,7,8,9,17,6,12,10,20,11,16,14,13,15,18,32,19,25,29,31,30,21,27,22,23,26,24,28
"15",1,1,1,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,1,0,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,1,0,1,1,0,0,0,1,2,3,5,4,6,8,7,10,9,11,32,13,28,14,15,12,31,16,17,27,29,22,30,23,24,19,26,18,20,21,25
"18",1,0,1,1,1,1,1,1,1,2,3,4,5,7,27,6,8,9,13,10,11,32,31,15,14,16,29,28,21,12,30,26,24,19,22,20,25,23,18,17
"19",1,0,0,1,0,0,0,1,1,2,3,5,6,4,31,7,8,15,32,12,9,10,30,11,26,29,13,14,19,22,16,18,20,21,24,27,25,17,28,23
"20",0,0,1,0,1,0,0,1,1,2,3,4,5,6,7,10,8,12,9,32,31,11,14,16,15,13,25,18,26,30,17,21,28,27,22,19,29,24,23,20
"21",0,1,0,1,1,0,0,0,1,2,3,4,7,5,6,9,12,18,8,13,11,10,17,32,19,14,31,15,16,20,21,26,22,30,29,23,28,27,24,25
"22",1,1,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,0,1,1,1,0,0,0,1,2,3,4,7,5,6,11,12,9,10,8,15,27,17,18,14,13,16,30,32,29,21,31,19,20,28,25,26,24,23,22
"24",1,1,0,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",1,0,0,0,0,1,0,1,1,3,4,2,5,7,6,8,9,10,11,12,32,13,23,31,14,30,17,26,18,29,19,15,16,20,22,27,28,24,25,21
"26",0,1,1,1,1,1,0,1,2,1,3,5,4,6,7,9,8,12,31,15,10,11,23,32,13,14,29,17,26,16,20,30,28,27,19,22,18,25,24,21
"27",1,0,0,0,1,0,1,1,1,2,4,3,6,5,8,9,7,10,11,12,14,18,15,13,20,32,23,19,22,17,25,24,16,26,31,27,21,28,30,29
"28",1,0,0,1,0,0,0,1,1,2,3,4,5,6,7,8,31,9,32,10,19,12,11,15,14,26,13,17,30,20,18,24,28,21,29,16,25,23,27,22
"29",0,1,0,1,0,1,0,0,1,2,3,4,7,5,6,11,8,31,9,13,21,10,12,32,14,30,15,19,23,29,24,28,25,18,16,20,27,22,17,26
"30",0,1,1,0,1,0,0,1,1,2,3,4,5,6,7,8,9,11,12,10,13,14,25,32,15,30,26,23,16,31,29,20,18,21,17,19,28,27,24,22
