"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,1,0,1,0,1,1,2,3,4,5,6,8,7,9,32,31,10,30,11,12,13,25,29,15,28,21,24,22,23,27,20,16,14,26,18,19,17
"2",1,1,0,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,1,1,0,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,0,1,0,0,0,0,0,1,2,4,3,5,6,9,11,12,7,10,8,19,13,30,16,15,17,32,18,14,31,26,20,21,24,23,27,22,29,28,25
"5",1,1,1,1,1,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,1,1,0,1,1,0,0,1,2,5,3,4,8,6,7,11,13,9,10,14,12,15,31,25,32,18,16,19,21,30,17,22,26,27,20,29,24,28,23
"7",1,0,0,0,1,0,0,1,1,2,3,4,5,6,9,7,8,10,32,11,12,30,13,17,15,14,25,16,31,29,22,18,19,28,26,20,27,21,23,24
"8",1,1,0,1,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,1,0,0,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,0,0,0,1,1,0,0,1,2,3,4,5,7,6,8,9,10,32,12,17,11,15,13,31,14,28,16,26,20,27,19,22,30,18,24,29,23,25,21
"11",0,0,0,0,0,0,1,0,1,2,3,4,6,5,8,9,7,10,11,32,13,26,14,12,15,30,31,27,19,16,17,18,28,21,29,24,22,23,20,25
"12",1,1,0,0,0,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",0,1,0,0,0,0,1,1,1,2,3,5,4,6,7,32,13,9,8,10,11,12,16,31,15,22,21,17,20,14,18,19,30,27,25,29,28,26,24,23
"14",1,0,1,0,1,1,0,1,1,2,3,4,5,6,10,7,11,8,9,12,19,17,32,13,16,14,15,30,18,25,23,29,31,28,24,21,26,20,22,27
"15",0,0,0,0,1,0,1,0,1,2,3,4,7,5,6,8,11,32,10,9,21,14,13,17,12,19,16,31,29,20,15,18,26,28,25,30,27,22,24,23
"16",1,0,1,1,0,1,0,1,1,2,3,4,5,7,6,8,14,32,31,16,29,11,22,10,9,12,13,25,17,18,28,23,21,15,26,20,19,30,24,27
"17",1,1,0,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",0,0,0,0,0,1,1,0,1,3,2,4,5,6,7,8,12,10,9,15,14,13,11,28,31,17,18,19,22,16,32,30,24,20,21,29,26,27,25,23
"19",0,0,1,0,1,0,1,0,1,2,4,3,5,6,9,7,8,10,11,17,12,32,14,30,13,31,29,15,19,23,18,28,16,24,21,27,26,20,25,22
