"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,0,1,0,0,1,0,1,2,5,4,3,7,6,11,8,9,10,13,30,12,31,29,28,27,32,16,14,20,24,15,23,26,18,25,21,19,22,17
"2",0,0,1,1,1,0,1,1,1,2,3,4,5,6,7,9,10,8,12,11,13,14,28,15,17,22,24,18,16,21,31,20,19,32,27,29,30,23,25,26
"3",1,0,1,0,1,1,1,1,1,2,4,3,5,9,6,7,8,32,15,10,14,11,12,16,24,31,13,18,27,19,30,29,17,28,23,22,21,26,20,25
"4",1,1,0,1,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,0,1,1,0,1,1,1,2,3,4,6,5,7,10,8,9,11,17,12,13,31,16,21,14,19,15,25,29,28,32,30,27,22,18,20,23,24,26
"6",1,1,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,0,1,1,0,0,0,1,2,3,4,6,5,7,9,8,10,11,13,32,31,12,22,19,16,15,18,14,20,21,30,17,27,29,26,25,28,23,24
"8",0,1,1,0,0,0,0,1,1,2,3,5,4,9,7,8,6,13,10,28,16,32,12,11,31,15,17,14,30,27,29,26,25,24,21,23,22,18,19,20
"9",1,1,1,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,0,1,0,0,0,0,0,2,1,3,4,5,6,7,9,10,32,30,31,26,8,11,29,27,28,13,16,14,24,18,25,22,17,12,23,19,21,15,20
"11",0,0,0,1,1,0,0,1,1,2,3,4,5,6,7,12,10,8,9,13,11,30,25,14,15,32,17,16,18,31,28,29,26,23,19,27,24,21,20,22
"12",1,1,1,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",1,0,0,1,1,1,0,1,1,2,3,4,5,6,7,9,10,32,19,13,8,12,14,11,31,20,16,15,17,18,27,28,30,26,23,22,21,29,24,25
"14",0,0,0,0,0,0,1,1,1,2,3,4,5,7,6,8,9,10,16,11,32,14,30,28,13,31,18,27,12,15,19,20,29,21,26,25,17,22,23,24
"15",0,0,1,0,0,1,0,0,1,2,4,3,5,6,7,8,9,10,11,32,30,24,31,13,12,16,14,26,28,15,29,25,23,18,27,17,22,19,20,21
"16",1,1,1,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,0,1,0,0,1,1,1,1,2,3,5,6,4,32,9,11,13,8,7,12,10,31,29,14,27,17,28,15,30,18,16,22,21,19,23,26,24,25,20
"18",1,0,1,1,0,0,0,0,1,2,3,4,6,5,10,7,16,9,8,12,15,11,31,19,13,32,14,28,17,25,27,20,30,22,29,18,24,23,21,26
"19",1,0,0,1,1,1,1,1,1,3,2,4,5,8,6,7,9,10,32,11,31,17,18,13,16,30,12,29,15,21,14,28,27,22,19,23,26,24,20,25
"20",0,1,0,0,1,1,0,1,1,2,3,4,6,5,7,8,9,15,30,11,10,18,32,14,26,12,31,16,13,29,21,28,19,17,27,20,25,22,23,24
"21",0,1,1,1,1,1,0,0,1,2,4,3,5,6,7,8,10,17,9,30,31,13,12,11,32,15,14,23,27,20,16,28,29,22,26,18,24,25,21,19
"22",1,0,0,0,1,1,1,0,1,2,4,3,6,11,5,29,7,32,8,9,18,13,12,28,10,14,19,31,30,15,21,16,17,24,22,27,25,20,26,23
"23",1,0,0,0,0,1,0,1,1,2,3,4,9,6,5,32,8,7,30,10,13,11,27,16,12,21,24,31,15,29,18,26,17,28,25,23,20,14,22,19
"24",1,0,1,1,1,0,1,1,1,2,4,3,5,7,6,12,8,13,10,9,11,32,30,31,15,22,14,23,29,16,25,27,17,28,19,18,24,20,21,26
"25",1,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",1,0,1,1,1,0,0,0,1,2,4,3,6,5,7,8,31,9,10,14,12,11,13,32,20,30,19,28,16,15,26,17,18,27,29,25,24,23,21,22
"27",0,1,1,1,1,0,1,1,1,2,3,4,5,6,13,8,29,9,7,14,11,32,10,12,19,28,30,26,31,15,18,16,24,17,23,21,20,25,27,22
"28",0,0,1,1,1,1,0,0,1,3,2,4,6,5,9,8,7,10,15,32,30,26,11,25,12,13,31,29,16,28,23,27,24,20,14,19,21,18,17,22
"29",0,1,1,1,1,1,1,1,1,2,3,6,4,5,7,10,8,9,13,12,14,11,15,16,32,20,31,27,21,29,18,17,30,23,19,22,24,28,26,25
"30",1,0,1,0,0,0,0,1,1,2,3,4,5,6,7,8,10,9,20,19,11,12,15,13,18,14,28,24,32,23,22,16,30,29,17,27,21,25,31,26
"31",1,0,1,1,0,1,1,1,2,1,3,4,5,6,7,8,10,9,11,21,13,29,12,16,32,31,18,17,14,26,23,30,15,28,24,27,22,25,19,20
"32",0,0,0,1,1,0,0,1,1,2,3,4,5,7,6,9,10,8,18,16,11,13,14,28,12,32,31,15,21,29,30,17,20,22,19,27,24,26,25,23
"33",0,1,1,0,1,1,1,0,1,3,2,4,5,6,7,8,10,18,9,11,12,14,30,15,20,23,27,32,31,29,13,16,26,17,25,22,28,19,21,24
"34",1,0,1,0,0,0,1,0,1,2,3,4,8,7,5,6,10,11,9,32,12,31,29,15,13,26,22,14,18,30,24,16,28,23,27,25,17,21,19,20
"35",1,1,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",1,0,1,1,1,1,1,0,1,2,3,4,6,5,7,8,10,9,32,28,12,11,13,31,30,26,27,15,16,18,29,14,22,23,24,19,17,25,20,21
"37",0,1,1,1,0,1,1,0,1,3,2,4,5,6,7,9,10,11,13,8,12,23,19,26,32,14,15,17,30,24,25,31,29,22,16,28,18,20,27,21
"38",1,1,1,0,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"39",1,0,1,1,1,0,0,0,1,2,3,4,5,6,12,9,7,8,27,10,11,13,32,30,14,31,26,21,17,16,28,15,19,22,18,20,29,25,24,23
"40",0,0,0,0,1,1,0,1,1,2,3,4,5,6,11,8,7,10,12,28,9,13,16,32,23,24,30,29,19,14,17,31,15,27,20,21,18,22,25,26
"41",0,1,1,1,0,1,0,0,1,2,3,4,5,7,8,6,11,10,9,12,15,14,32,25,29,13,31,19,17,20,16,18,30,27,22,28,21,23,26,24
"42",1,0,0,0,1,1,0,1,2,1,3,4,5,6,8,7,9,11,14,13,10,12,15,32,24,17,26,29,16,31,18,25,19,30,27,20,23,28,21,22
"43",0,1,1,1,1,0,0,1,1,2,3,5,4,6,7,8,10,21,13,12,32,9,11,14,17,16,31,18,30,15,29,19,22,28,27,20,24,23,25,26
"44",0,1,1,1,0,0,0,0,1,2,3,4,5,6,7,8,9,10,21,13,11,12,18,14,32,17,31,29,15,22,16,30,23,24,25,28,19,27,20,26
"45",1,1,1,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46",0,0,0,1,1,1,1,1,1,3,2,5,6,4,7,8,9,12,11,10,32,14,13,30,15,23,31,29,19,25,16,27,18,17,20,24,26,28,21,22
"47",0,1,0,1,0,0,1,0,1,2,3,4,5,6,7,8,10,9,16,29,28,17,13,12,11,32,22,15,31,18,30,26,14,21,27,20,25,24,19,23
"48",1,0,1,0,1,0,0,1,1,2,3,4,8,5,6,10,9,7,11,13,15,12,18,16,14,19,31,32,17,20,21,28,30,22,29,27,23,26,25,24
"49",1,1,1,1,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
