"","descriptor1","descriptor2","party1","party2"
"1",0,1,1,2
"2",1,0,1,2
"3",0,0,1,2
"4",1,1,2,1
"5",0,1,1,2
"6",1,1,2,1
"7",0,1,1,2
"8",0,0,1,2
"9",1,1,2,1
"10",1,1,2,1
"11",1,0,1,2
"12",0,1,1,2
"13",0,0,1,2
"14",1,1,2,1
"15",1,1,2,1
"16",1,0,1,2
"17",1,1,2,1
"18",1,0,1,2
"19",1,0,1,2
"20",1,1,2,1
"21",0,1,1,2
"22",0,0,1,2
"23",1,0,1,2
"24",1,0,1,2
"25",1,0,1,2
"26",0,0,1,2
"27",1,0,1,2
"28",1,1,2,1
"29",1,1,2,1
"30",0,0,1,2
"31",0,0,1,2
"32",0,0,1,2
"33",1,0,1,2
"34",0,0,1,2
"35",0,1,1,2
"36",0,1,2,1
"37",0,1,1,2
"38",0,1,2,1
"39",1,0,1,2
"40",0,1,1,2
"41",1,0,1,2
"42",1,0,1,2
"43",0,1,1,2
"44",0,1,1,2
"45",1,1,2,1
"46",0,1,1,2
"47",0,0,1,2
"48",0,0,1,2
"49",1,0,2,1
"50",1,1,2,1
"51",0,1,1,2
"52",0,0,2,1
"53",1,0,1,2
"54",0,0,1,2
"55",1,0,1,2
"56",0,0,1,2
"57",1,1,2,1
"58",1,0,1,2
"59",0,0,2,1
"60",1,1,2,1
"61",0,0,1,2
"62",0,0,2,1
"63",0,1,1,2
"64",1,1,2,1
"65",0,1,1,2
"66",0,1,2,1
"67",0,0,1,2
"68",1,1,2,1
"69",1,1,2,1
"70",0,0,1,2
"71",0,0,1,2
"72",0,0,1,2
"73",1,1,2,1
"74",0,0,1,2
"75",1,1,2,1
"76",1,1,2,1
"77",1,0,1,2
"78",1,1,2,1
"79",1,1,2,1
"80",1,1,2,1
"81",0,0,1,2
"82",1,0,1,2
"83",1,0,1,2
"84",1,1,2,1
"85",1,0,1,2
"86",1,1,2,1
"87",1,0,1,2
"88",0,1,1,2
"89",1,0,1,2
"90",0,0,1,2
"91",1,0,1,2
"92",0,0,1,2
"93",0,0,1,2
"94",1,0,1,2
"95",0,1,1,2
"96",0,0,1,2
"97",1,1,2,1
"98",0,0,1,2
"99",0,1,1,2
"100",1,0,1,2
"101",1,1,2,1
"102",1,1,2,1
"103",1,1,2,1
"104",1,0,1,2
"105",1,0,1,2
"106",0,1,1,2
"107",1,0,1,2
"108",0,1,1,2
"109",1,0,1,2
"110",0,0,1,2
"111",0,1,1,2
"112",1,1,2,1
"113",0,1,2,1
"114",1,0,1,2
"115",0,1,1,2
"116",1,1,2,1
