"","descriptor1","descriptor2","party1","party2"
"1",0,1,1,2
"2",1,0,1,2
"3",1,1,2,1
"4",1,0,1,2
"5",1,1,2,1
"6",0,0,1,2
"7",0,1,1,2
"8",1,1,2,1
"9",0,0,1,2
"10",1,0,1,2
"11",0,1,1,2
"12",0,1,1,2
"13",1,0,1,2
"14",0,0,1,2
"15",0,1,1,2
"16",0,0,1,2
"17",1,0,1,2
"18",1,0,1,2
"19",1,1,2,1
"20",0,1,2,1
"21",1,1,2,1
"22",0,0,1,2
"23",0,0,1,2
"24",0,1,1,2
"25",1,1,2,1
"26",0,1,1,2
"27",0,0,1,2
"28",1,0,1,2
"29",1,1,2,1
"30",1,0,1,2
"31",1,1,2,1
"32",0,0,1,2
"33",1,1,2,1
"34",1,0,1,2
"35",1,1,2,1
"36",0,1,1,2
"37",0,1,1,2
"38",0,0,1,2
"39",0,1,1,2
"40",0,1,1,2
"41",0,1,1,2
"42",1,1,2,1
"43",1,1,2,1
"44",1,1,2,1
"45",0,0,1,2
"46",0,0,1,2
"47",0,1,1,2
"48",0,0,1,2
"49",0,0,1,2
"50",0,0,2,1
"51",0,0,1,2
"52",0,1,1,2
"53",0,0,1,2
"54",1,0,1,2
"55",1,0,1,2
"56",1,0,1,2
"57",0,1,2,1
"58",0,1,1,2
"59",0,1,1,2
"60",0,0,1,2
"61",1,1,2,1
"62",1,0,1,2
"63",0,1,1,2
"64",0,0,1,2
"65",1,0,1,2
"66",0,0,1,2
"67",0,0,1,2
"68",0,0,1,2
"69",0,1,1,2
"70",1,1,2,1
"71",0,1,1,2
"72",0,1,1,2
"73",1,1,2,1
"74",1,1,2,1
"75",0,1,2,1
"76",1,1,2,1
"77",0,0,1,2
"78",1,0,1,2
"79",1,0,1,2
"80",0,1,1,2
"81",0,1,1,2
"82",0,1,1,2
"83",0,1,1,2
"84",1,0,1,2
"85",1,0,1,2
"86",0,1,1,2
"87",0,0,1,2
"88",0,0,1,2
"89",0,1,1,2
"90",0,0,1,2
"91",0,0,2,1
"92",0,0,1,2
"93",1,0,1,2
"94",1,0,1,2
"95",1,1,2,1
"96",1,1,2,1
"97",0,1,1,2
"98",1,1,2,1
"99",1,0,1,2
"100",1,1,2,1
"101",0,1,1,2
"102",1,1,2,1
"103",0,0,1,2
"104",0,0,2,1
"105",0,0,1,2
"106",0,0,1,2
"107",0,0,1,2
"108",0,1,1,2
"109",1,0,1,2
"110",1,1,2,1
"111",1,0,1,2
"112",0,0,1,2
"113",0,0,1,2
"114",1,0,1,2
"115",1,0,1,2
"116",0,0,1,2
