"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,2,3,4,5,8,7,6,11,9,10,12,14,15,13,28,32,29,31,25,17,26,16,22,24,30,27,18,20,23,19,21
"2",1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,2,3,4,5,9,7,10,6,8,25,11,13,14,32,15,16,12,29,17,28,20,30,18,31,21,22,19,26,24,27,23
"3",0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,2,3,4,5,7,6,8,9,10,13,11,31,12,16,14,32,20,17,15,24,21,30,19,18,25,23,28,29,27,26,22
"4",1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,2,1,3,4,5,6,8,7,10,9,16,13,14,11,31,12,30,32,29,17,15,18,26,28,19,21,24,25,20,27,22,23
"6",0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,2,3,5,9,4,6,7,8,13,10,11,17,14,12,32,18,24,19,27,23,29,16,31,20,30,15,21,25,28,22,26
"7",1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,2,3,5,4,6,7,9,8,12,28,10,11,13,30,16,32,14,27,31,17,15,20,21,26,29,23,18,22,19,24,25
"9",0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2,3,5,4,8,7,6,13,9,32,10,11,14,12,20,15,28,16,27,19,17,31,21,30,22,18,26,29,25,23,24
"10",1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,2,4,3,6,13,5,7,8,9,10,14,11,32,12,25,30,15,17,31,23,16,29,18,26,19,27,28,20,22,21,24
"12",0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,2,3,4,5,8,6,7,13,11,9,10,15,16,12,21,32,14,17,31,30,20,23,27,26,28,19,18,29,22,24,25
