"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,2,4,3,6,5,7,9,8,15,13,11,10,12,14,23,32,16,27,17,19,31,28,26,24,18,30,22,25,21,29,20
"2",0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,3,2,4,5,7,6,12,8,9,11,10,19,13,14,16,15,17,25,32,18,28,21,29,27,30,26,31,22,20,24,23
"3",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,3,4,5,6,7,8,32,9,10,14,31,11,20,12,13,26,15,30,28,29,21,17,16,24,25,27,23,19,22,18
"4",1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,10,32,9,8,16,15,31,23,22,17,12,11,13,14,27,29,21,28,25,30,20,19,18,24,26
"6",1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,3,2,4,5,7,6,8,11,31,9,10,32,12,15,14,17,19,13,16,24,30,22,29,25,27,18,20,28,21,26,23
"8",0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,2,3,4,5,7,8,6,15,9,32,11,10,31,18,12,13,29,16,14,28,21,17,19,30,25,23,24,22,27,26,20
"9",0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,2,3,4,5,7,6,32,9,10,8,12,11,31,19,30,13,16,28,14,27,15,18,29,26,21,24,17,22,25,20,23
"10",1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,3,2,5,4,6,11,7,8,12,9,10,15,13,31,16,14,30,32,23,17,24,18,19,20,21,27,22,28,25,29,26
"11",1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,2,3,4,5,6,10,9,7,8,31,29,11,30,12,32,16,15,17,14,27,13,18,19,20,28,22,26,23,25,21,24
"12",0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,2,3,4,5,7,6,8,10,28,9,13,11,12,15,14,30,21,32,31,22,25,19,29,17,16,18,27,26,24,20,23
"13",0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,2,3,6,4,5,18,9,8,32,7,13,21,10,15,11,12,14,31,29,17,16,27,30,20,25,19,28,24,23,26,22
"14",0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,2,3,4,6,5,7,8,10,11,9,32,16,14,12,15,31,13,24,20,26,17,19,18,29,21,23,30,22,25,28,27
"15",1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,2,3,4,5,6,9,7,8,11,10,18,14,12,15,13,16,32,17,31,21,30,23,20,19,29,22,24,26,28,25,27
"17",0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,2,3,5,6,4,7,8,12,11,18,10,9,31,32,13,30,28,15,14,19,17,21,20,27,16,22,24,29,25,23,26
"18",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,2,3,4,5,6,9,8,10,7,12,11,15,30,31,13,14,20,27,32,28,17,29,18,19,16,24,26,22,25,21,23
"21",1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,2,4,3,5,7,6,8,11,9,10,12,13,31,26,14,29,15,32,18,19,27,16,20,17,21,23,30,24,25,22,28
"23",1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,3,4,5,6,10,12,8,9,7,16,15,32,14,11,13,17,31,30,19,20,18,29,27,22,24,26,21,23,28,25
"25",1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,2,3,5,4,7,6,11,8,9,13,14,12,10,19,18,16,15,31,32,20,30,22,17,28,24,25,29,21,27,23,26
"26",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,3,4,5,6,8,7,9,10,11,30,12,20,15,31,32,27,24,13,28,14,16,25,29,17,26,23,21,22,18,19
"27",1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,2,3,5,6,4,32,7,16,11,9,12,8,29,31,10,30,14,22,15,27,13,18,26,17,19,28,24,23,25,21,20
"28",0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,2,3,6,5,4,7,8,9,12,10,14,17,11,32,16,15,31,13,24,29,21,18,30,25,27,19,28,20,23,22,26
"29",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,2,3,4,5,6,7,8,11,12,27,29,9,10,14,17,18,15,13,16,21,32,31,30,23,28,20,19,22,26,25,24
