"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,2,3,5,4,6,8,7,12,31,13,9,10,11,19,16,15,32,30,17,26,29,24,14,27,21,25,28,18,22,23,20
"2",1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,2,4,3,5,6,10,7,11,9,29,8,12,21,15,14,31,13,30,27,16,17,26,32,18,19,22,28,25,20,23,24
"4",1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,8,7,11,13,12,9,30,10,32,15,16,14,20,17,19,18,23,27,24,28,21,26,22,31,29,25
"5",1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,2,1,3,4,6,5,8,13,11,7,9,14,10,12,27,15,32,22,19,16,31,18,21,26,24,29,17,30,23,28,20,25
"6",1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,2,3,4,6,5,8,9,7,11,10,32,30,12,28,14,31,29,13,27,24,21,20,15,18,16,26,17,19,23,22,25
"8",0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,3,4,5,8,6,7,14,10,13,12,11,9,17,15,16,32,20,29,28,21,30,18,22,26,31,27,25,24,23,19
"9",0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,2,3,4,5,6,7,8,9,17,10,11,12,16,22,13,14,15,32,25,23,24,19,18,31,20,21,28,30,29,26,27
"10",0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,3,5,4,6,13,7,9,10,8,14,32,15,24,12,11,16,26,30,17,28,31,18,20,21,29,19,27,23,22,25
"11",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,2,3,4,5,6,7,8,27,24,9,11,10,31,12,32,16,14,22,17,15,13,21,30,18,25,23,19,20,29,26,28
"12",0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,2,4,3,7,5,6,11,8,10,9,12,14,13,19,24,18,15,23,32,17,31,21,28,16,29,30,27,20,25,26,22
"13",1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,3,2,4,6,5,7,8,15,9,11,10,31,14,30,19,13,18,12,32,29,16,26,20,17,28,23,21,22,24,27,25
