"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,2,3,6,4,5,8,7,10,9,13,11,28,12,18,16,14,15,22,31,29,21,26,23,17,32,24,30,27,20,19,25
"2",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,2,3,4,5,6,7,12,8,9,10,24,13,14,17,15,20,11,16,21,18,22,19,23,29,30,26,27,32,31,25,28
"3",1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,2,3,4,5,6,8,9,7,31,12,15,10,32,11,14,16,19,22,20,13,28,27,18,17,29,23,30,26,25,21,24
"4",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,2,3,6,4,5,7,8,21,15,10,9,32,14,11,16,13,12,29,24,31,20,17,28,18,23,26,27,22,19,30,25
"6",1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,2,3,4,6,5,7,9,8,11,23,10,28,29,12,31,32,13,17,14,16,30,15,18,20,26,19,22,21,27,25,24
"7",1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,2,1,3,5,4,6,7,9,16,8,12,11,10,13,25,15,14,24,31,30,18,32,17,19,22,27,21,23,20,29,28,26
"9",0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,3,2,4,5,7,9,6,8,30,13,16,10,12,11,24,14,28,31,21,32,19,27,15,17,29,23,18,25,22,20,26
"10",1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,2,3,4,5,6,7,9,8,13,11,10,32,12,31,15,14,29,25,28,17,30,27,26,16,18,20,22,19,21,24,23
"12",1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,3,2,5,9,4,6,7,8,10,32,11,16,13,12,14,30,15,29,28,17,31,21,22,18,20,26,25,19,23,24,27
