"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,3,2,6,5,4,7,13,9,10,8,14,11,15,32,12,19,30,18,26,16,17,29,28,25,31,22,20,21,23,24,27
"3",1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,2,3,4,5,6,8,7,9,12,10,11,16,14,32,18,15,13,31,21,19,17,30,23,20,28,29,26,25,27,24,22
"5",1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,2,3,5,6,4,8,7,10,9,32,12,11,14,19,31,21,13,27,17,30,29,26,28,22,15,25,20,18,24,16,23
"8",1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,3,5,4,6,12,7,9,14,11,8,21,32,10,15,13,17,31,16,20,19,30,28,18,27,22,25,29,26,24,23
"9",1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,4,3,6,13,5,7,8,10,12,9,11,14,17,16,30,19,20,15,18,31,25,27,32,22,26,21,23,28,24,29
"11",1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,2,1,3,4,5,8,6,9,11,7,12,29,31,10,32,14,17,16,18,26,13,30,25,15,28,21,27,22,24,20,19,23
"12",1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,2,3,4,5,7,31,6,32,8,12,9,10,11,23,15,30,27,14,13,29,22,16,17,28,26,19,20,18,25,21,24
"14",1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,2,3,5,4,9,28,6,10,7,8,14,11,15,12,13,17,16,22,30,32,31,29,21,27,18,25,20,26,19,23,24
"15",0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,2,3,4,5,6,7,8,11,9,10,16,15,12,14,29,19,13,31,17,32,25,21,24,18,28,22,26,20,23,30,27
"16",0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,2,1,3,5,4,6,7,11,8,10,9,13,15,12,29,21,27,31,30,32,25,28,20,26,18,24,19,16,14,17,22,23
"17",1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,4,2,5,3,6,7,10,9,8,14,32,13,19,11,12,30,31,29,15,16,18,27,26,21,17,25,20,28,24,22,23
"19",1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,4,3,5,6,9,10,11,16,7,14,8,13,26,18,15,12,17,32,19,20,21,29,28,24,25,31,27,23,30,22
"20",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,2,3,4,5,6,9,7,8,11,10,14,13,12,15,23,17,30,28,16,32,20,27,29,25,31,19,26,18,24,22,21
"23",0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,2,4,3,6,5,10,9,7,29,8,13,32,11,15,12,31,25,30,27,26,28,24,22,17,20,14,19,16,18,21,23
"24",1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,2,3,4,5,10,7,9,6,8,11,12,13,14,17,16,32,18,15,31,30,21,26,19,28,29,24,23,20,22,27,25
"25",0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,2,3,4,5,7,9,6,8,31,32,29,30,10,11,12,13,14,18,28,27,16,26,15,23,20,19,21,22,17,25,24
"26",0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,3,2,4,6,7,5,9,8,14,12,32,15,28,11,10,13,30,24,16,27,29,31,25,19,21,20,18,23,17,22,26
"27",0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,2,3,5,7,6,9,10,14,8,12,13,20,11,32,15,18,28,16,19,26,17,29,31,30,22,25,24,27,23,21
"28",0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,2,3,4,8,6,5,7,13,11,10,9,30,12,32,31,29,16,14,18,19,15,27,28,17,23,24,25,26,21,20,22
"29",0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,2,4,3,5,12,6,7,8,14,10,32,9,30,26,13,31,11,24,29,20,27,28,17,23,15,18,22,21,25,16,19
"30",0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,2,3,4,5,6,7,9,8,10,13,11,12,32,30,31,14,15,27,29,21,16,28,18,17,19,26,25,20,23,24,22
"31",1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,2,3,5,4,10,7,6,13,9,8,16,12,17,14,11,31,15,30,26,32,22,19,18,20,27,21,29,24,23,28,25
"33",0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,2,3,4,5,6,7,8,32,11,9,10,13,14,31,21,30,12,28,19,29,24,26,17,27,23,15,18,22,25,16,20
"34",0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,2,3,4,5,6,30,18,13,7,8,11,9,10,15,29,14,12,25,17,31,28,32,26,16,27,23,21,19,20,24,22
"35",0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,2,3,4,10,5,7,6,9,8,32,11,14,30,19,15,17,13,12,16,26,18,31,28,29,20,22,21,25,27,23,24
"36",1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,2,4,3,5,7,9,6,10,8,32,11,25,30,14,12,29,31,13,18,16,27,17,28,23,20,26,15,22,24,19,21
"37",0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,3,4,5,8,6,7,13,9,32,10,18,11,22,14,12,27,19,16,15,17,31,30,24,29,20,21,25,23,26,28
"38",1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
