"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,3,6,4,5,7,14,8,10,18,9,26,11,31,32,27,29,28,30,25,22,15,12,13,24,23,16,19,17,20,21
"2",0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,3,5,4,6,7,8,9,13,11,10,14,12,32,19,15,25,20,17,16,26,22,31,21,29,28,18,30,23,24,27
"3",0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,2,4,3,9,5,7,6,8,17,12,10,11,22,32,13,15,30,14,31,23,27,21,19,16,28,29,20,18,25,24,26
"4",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,2,4,3,6,5,8,7,9,13,12,10,11,27,14,28,16,31,15,32,22,19,17,20,18,30,21,29,24,25,23,26
"5",1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,3,2,4,5,6,7,8,15,9,25,32,11,24,20,31,10,14,29,13,28,12,27,30,16,17,18,23,26,22,19,21
"6",0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,2,3,5,4,6,8,10,7,9,13,14,11,12,15,31,32,26,30,29,24,16,17,19,28,20,27,22,18,21,25,23
"7",0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,2,3,4,5,8,7,6,9,27,11,10,32,15,31,21,13,12,30,14,16,18,22,17,28,24,26,19,29,25,23,20
"8",0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,3,2,4,5,6,8,7,10,11,32,9,30,21,31,12,27,28,26,14,13,29,16,15,20,25,22,23,18,19,17,24
"9",1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,2,3,4,5,8,6,7,32,9,15,10,11,13,17,12,14,16,31,26,30,29,18,20,24,25,19,28,27,22,23,21
"10",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
