"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3,4,6,5,7,8,10,9,32,11,30,29,12,13,14,31,15,25,16,26,17,20,27,28,24,19,23,22,18,21
"2",0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,2,3,5,4,10,8,7,6,9,32,11,13,27,12,16,31,14,30,20,18,15,17,19,29,21,22,28,26,25,23,24
"3",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,2,3,4,5,6,7,10,8,14,9,11,12,13,15,16,18,21,17,32,20,30,19,28,31,27,22,29,23,26,24,25
"6",0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,2,3,4,6,5,9,7,8,10,32,11,31,17,18,16,14,12,29,20,13,15,30,28,25,19,23,21,22,26,24,27
"7",1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,4,3,5,9,6,7,8,10,11,12,19,16,18,30,31,32,14,29,13,21,15,27,28,23,25,17,24,22,20,26
"8",1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,2,1,3,4,6,5,7,9,12,14,8,10,32,16,15,13,11,19,17,18,31,21,20,30,26,23,29,27,22,25,28,24
"9",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,2,3,6,4,5,8,7,18,10,13,11,9,12,14,21,15,31,19,32,17,16,29,28,30,20,25,23,27,22,26,24
"10",0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,2,3,4,5,7,8,6,10,9,11,12,13,14,15,32,31,17,29,16,18,30,28,19,26,27,21,23,24,20,25,22
"11",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,3,4,6,9,5,8,7,10,11,32,12,30,17,27,13,31,15,14,29,21,23,28,26,16,18,24,22,25,20,19
"12",1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,2,3,4,6,7,5,32,9,10,8,31,12,24,13,11,30,27,21,25,22,19,29,17,26,20,16,28,18,14,15,23
"13",1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,2,4,3,5,9,7,6,8,11,32,19,12,13,17,14,10,16,21,15,31,22,26,30,29,18,25,24,20,23,28,27
"14",1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,2,3,4,5,6,7,20,32,30,10,9,13,8,12,31,15,22,19,11,17,14,16,29,27,18,23,26,21,25,28,24
"16",0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,2,4,5,3,6,7,11,8,13,12,9,32,10,19,14,29,15,31,17,16,30,26,28,21,18,23,27,25,20,24,22
"17",0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,2,4,3,5,6,7,11,8,32,9,30,31,10,12,23,28,29,26,18,14,13,16,17,27,15,20,22,24,25,19,21
"18",0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,3,2,5,7,4,6,8,9,32,27,12,31,30,29,10,23,21,14,13,11,16,28,17,24,25,15,26,19,22,18,20
"19",0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,2,3,4,5,7,6,9,10,8,13,12,11,14,27,17,16,15,26,23,20,31,18,29,28,32,30,19,25,22,24,21
