"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,2,3,5,4,7,16,6,9,10,8,11,12,31,13,19,15,14,30,18,32,29,23,17,24,20,21,28,27,22,25,26
"2",0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,3,2,5,4,6,7,9,8,13,11,10,31,32,23,12,28,30,14,16,17,26,29,15,25,27,19,18,20,22,21,24
"3",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,3,5,8,4,6,9,7,10,32,11,31,28,12,27,30,29,13,17,15,25,16,18,26,14,22,19,24,23,20,21
"4",1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,1,3,4,5,9,6,14,11,7,28,12,8,10,13,17,32,18,31,15,23,26,19,16,29,27,30,21,20,24,22,25
"6",1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,2,3,4,6,5,8,7,32,12,9,13,11,29,14,10,15,18,16,31,19,20,26,30,17,28,27,25,21,23,22,24
"8",0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,2,3,4,5,7,8,32,6,30,10,9,15,31,12,11,25,14,28,13,29,22,27,16,18,21,26,17,20,23,19,24
"9",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,2,3,4,5,9,7,8,6,32,10,13,14,11,15,20,17,12,31,24,25,18,30,16,22,26,23,19,27,29,28,21
"10",0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,2,3,4,5,6,32,8,9,13,7,31,10,11,12,30,14,29,17,16,21,18,28,15,27,23,25,24,20,19,22,26
"11",1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,2,3,4,7,5,6,13,8,32,10,9,12,11,14,30,20,31,29,15,24,27,16,19,17,26,28,22,18,21,25,23
"13",0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,2,3,4,6,5,7,8,9,11,10,12,15,27,14,32,16,13,28,29,25,31,30,24,17,21,23,20,26,18,19,22
"14",0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,3,2,5,4,6,7,32,12,8,30,9,14,11,10,17,16,15,13,18,22,21,31,20,19,24,25,29,28,26,27,23
"15",1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,2,4,3,5,6,8,9,10,26,7,11,12,17,14,16,15,19,13,29,18,32,21,23,30,31,20,24,28,27,22,25
"16",0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,2,3,4,6,5,7,8,9,10,12,31,32,11,13,30,17,14,29,19,28,27,15,26,24,16,25,22,23,18,21,20
"17",1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,2,4,5,12,7,6,8,10,9,16,13,11,32,15,31,14,19,17,20,18,27,21,30,29,25,28,26,24,22,23
"19",0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,1,3,5,4,32,6,7,11,10,8,12,9,13,18,31,14,30,16,15,29,28,24,22,19,20,17,26,21,27,25,23
