"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","descriptor17","descriptor18","descriptor19","descriptor20","descriptor21","descriptor22","descriptor23","descriptor24","descriptor25","descriptor26","descriptor27","descriptor28","descriptor29","descriptor30","descriptor31","descriptor32","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,2,3,5,6,4,8,7,9,14,10,19,13,11,31,16,15,12,32,21,18,17,29,23,20,26,30,27,24,28,22,25
"2",0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,2,3,4,5,8,9,7,6,10,11,12,31,14,32,19,17,22,29,13,15,21,18,30,16,27,28,26,25,20,23,24
"3",0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,2,4,3,6,5,8,7,11,10,15,13,9,12,30,31,14,21,32,19,20,18,24,16,25,29,17,22,23,27,28,26
"4",1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,2,3,4,5,6,10,9,7,8,11,32,31,13,15,14,23,12,20,24,30,29,25,17,28,16,22,18,27,21,26,19
"5",0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,2,1,3,4,5,8,6,7,11,9,10,14,15,13,17,12,27,32,16,21,31,19,26,18,29,30,22,20,24,23,25,28
"6",1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2,3,4,5,7,8,6,10,12,11,31,9,32,17,27,23,14,13,15,16,28,29,19,30,18,20,26,24,21,25,22
"7",0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,2,4,3,5,6,7,8,9,11,25,16,12,10,13,15,14,17,32,20,21,18,31,22,28,29,19,26,30,27,23,24
"8",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,2,3,4,5,7,6,8,10,32,9,22,11,31,12,14,13,17,15,29,19,20,16,30,21,18,24,27,28,26,25,23
"9",0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2,3,4,6,7,5,10,28,8,18,9,29,32,11,16,31,23,27,30,13,12,14,15,25,20,19,17,26,21,24,22
"10",1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,2,3,5,4,6,10,8,11,7,9,31,13,26,29,15,12,17,16,32,14,28,21,30,27,20,22,18,24,23,25,19
"13",1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,2,3,4,5,10,7,6,9,8,11,13,31,14,32,12,15,18,27,28,17,16,22,30,20,21,29,23,19,26,25,24
"15",1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,2,4,5,3,6,7,8,10,9,11,13,29,12,15,17,32,30,14,26,27,31,21,24,23,28,19,16,20,25,22,18
"17",1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,2,4,3,7,5,6,9,8,10,12,32,16,18,11,30,13,14,23,15,19,20,31,17,29,24,25,28,27,22,21,26
"18",1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
