"","descriptor1","descriptor2","party1","party2"
"1",0,1,1,2
"2",0,1,1,2
"3",1,0,1,2
"4",0,0,1,2
"5",1,1,2,1
"6",0,1,1,2
"7",0,0,1,2
"8",1,1,2,1
"9",1,1,2,1
"10",1,0,1,2
"11",0,1,1,2
"12",1,0,1,2
"13",0,1,2,1
"14",1,1,2,1
"15",1,0,1,2
"16",1,0,1,2
"17",0,1,1,2
"18",1,0,1,2
"19",0,1,1,2
"20",1,1,2,1
"21",1,0,1,2
"22",0,0,1,2
"23",1,1,2,1
"24",1,0,1,2
"25",0,0,1,2
"26",1,0,1,2
"27",0,1,1,2
"28",0,1,1,2
"29",1,1,2,1
"30",1,0,1,2
"31",1,1,2,1
"32",1,1,2,1
"33",1,0,1,2
"34",0,1,1,2
"35",0,1,1,2
"36",0,0,1,2
"37",1,0,1,2
"38",0,0,1,2
"39",0,1,1,2
"40",1,0,1,2
"41",1,1,2,1
"42",1,1,2,1
"43",0,0,1,2
"44",0,1,1,2
"45",0,1,1,2
"46",1,0,2,1
"47",1,1,2,1
"48",1,1,2,1
"49",0,0,1,2
"50",0,0,1,2
"51",1,0,1,2
"52",1,0,1,2
"53",0,0,1,2
"54",1,0,2,1
"55",1,1,2,1
"56",0,0,1,2
"57",0,0,1,2
"58",1,0,1,2
"59",0,0,1,2
"60",1,0,1,2
"61",0,0,1,2
"62",0,1,1,2
"63",1,0,1,2
"64",0,0,1,2
"65",0,1,2,1
"66",0,1,1,2
"67",1,1,2,1
"68",1,1,2,1
"69",1,0,1,2
"70",1,0,1,2
"71",0,0,1,2
"72",1,1,2,1
"73",1,1,2,1
"74",0,1,1,2
"75",1,1,2,1
"76",1,0,1,2
"77",1,1,2,1
"78",1,0,1,2
"79",0,0,1,2
"80",1,0,1,2
"81",1,0,1,2
"82",1,1,2,1
"83",1,1,2,1
"84",1,1,2,1
"85",0,1,1,2
"86",0,0,1,2
"87",1,0,1,2
"88",0,0,1,2
"89",1,0,1,2
"90",1,1,2,1
"91",0,1,1,2
"92",0,0,1,2
"93",1,0,1,2
"94",0,0,1,2
"95",0,0,1,2
"96",1,0,1,2
"97",0,0,1,2
"98",1,1,2,1
"99",0,0,1,2
"100",0,1,1,2
