"","descriptor1","descriptor2","party1","party2"
"1",1,1,2,1
"2",0,1,1,2
"3",1,1,2,1
"4",1,1,2,1
"5",1,1,2,1
"6",0,1,2,1
"7",0,1,1,2
"8",0,1,1,2
"9",1,0,1,2
"10",1,1,2,1
"11",0,0,1,2
"12",1,0,1,2
"13",0,0,1,2
"14",0,1,1,2
"15",1,0,1,2
"16",1,0,1,2
"17",1,0,1,2
"18",1,1,2,1
"19",1,0,2,1
"20",0,1,1,2
"21",1,1,2,1
"22",0,1,1,2
"23",1,0,1,2
"24",1,1,2,1
"25",0,1,1,2
"26",0,1,1,2
"27",0,0,1,2
"28",0,0,1,2
"29",1,1,2,1
"30",0,0,1,2
"31",0,0,1,2
"32",0,0,1,2
"33",1,0,1,2
"34",1,1,2,1
"35",1,0,1,2
"36",1,0,1,2
"37",1,0,1,2
"38",0,1,1,2
"39",1,0,2,1
"40",1,0,1,2
"41",1,1,2,1
"42",1,0,2,1
"43",0,0,2,1
"44",1,0,2,1
"45",0,1,1,2
"46",0,0,1,2
"47",1,0,1,2
"48",0,0,1,2
"49",0,0,1,2
"50",1,1,2,1
"51",1,0,1,2
"52",1,1,2,1
"53",0,1,1,2
"54",1,1,2,1
"55",0,0,1,2
"56",0,1,1,2
"57",1,0,1,2
"58",0,1,1,2
"59",0,0,1,2
"60",0,0,1,2
"61",1,1,2,1
"62",0,0,1,2
"63",1,0,1,2
"64",0,1,2,1
"65",1,0,1,2
"66",1,0,2,1
"67",0,1,1,2
"68",0,0,1,2
"69",1,0,1,2
"70",1,0,1,2
"71",0,0,1,2
"72",1,0,1,2
"73",1,1,2,1
"74",0,1,1,2
"75",1,0,2,1
"76",0,0,1,2
"77",0,0,1,2
"78",0,1,1,2
"79",0,1,1,2
"80",1,0,1,2
"81",1,1,2,1
"82",0,1,1,2
"83",0,0,1,2
"84",0,1,1,2
"85",1,1,2,1
"86",1,1,2,1
"87",1,1,2,1
"88",1,1,2,1
"89",0,1,1,2
"90",1,0,1,2
"91",0,1,2,1
"92",1,0,1,2
"93",0,0,1,2
"94",0,1,1,2
"95",0,1,1,2
"96",1,0,1,2
"97",0,1,1,2
"98",1,1,2,1
"99",1,1,2,1
"100",0,0,1,2
