"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,0,0,1,0,0,1,3,2,4,6,5,8,7,14,16,10,11,13,31,12,32,9,23,30,27,26,29,15,19,24,25,20,17,28,22,18,21
"2",0,1,1,0,0,1,1,0,2,1,3,4,5,6,7,29,31,10,11,9,8,32,12,30,14,28,13,24,17,18,20,27,15,16,23,25,26,22,19,21
"3",0,0,0,0,1,1,1,0,1,2,3,4,5,8,7,30,6,10,32,9,31,11,13,29,21,19,28,18,12,17,15,16,14,27,20,25,24,26,23,22
"4",0,0,1,0,1,0,0,0,2,1,3,4,6,9,5,7,8,31,13,11,15,16,10,27,14,12,28,32,29,30,23,17,26,19,20,18,25,22,21,24
"5",1,1,0,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,0,1,1,1,1,0,0,1,2,3,4,6,5,8,21,7,11,9,10,14,12,16,13,15,28,17,18,22,32,19,20,23,24,27,30,26,29,31,25
"7",0,0,1,1,1,0,1,1,1,2,4,3,5,8,6,10,7,9,16,12,14,13,11,32,19,15,31,21,17,18,23,30,27,24,20,29,22,26,28,25
"8",1,0,1,1,1,0,0,0,2,1,3,4,5,6,7,8,9,24,31,10,13,32,12,29,11,28,21,14,30,26,16,17,15,19,27,18,23,20,22,25
"9",1,0,0,1,0,1,0,0,1,2,4,3,5,12,8,6,7,10,13,9,11,32,15,18,17,19,14,31,29,16,26,24,30,25,28,27,22,20,23,21
"10",1,1,1,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,1,1,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",0,1,0,0,0,1,0,0,1,2,3,4,6,5,8,7,18,9,16,11,32,12,10,13,17,19,15,14,20,27,28,24,31,29,30,22,23,21,25,26
"13",1,1,1,0,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,1,1,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",0,1,0,1,1,0,0,0,1,2,4,7,8,3,5,6,9,10,14,12,29,27,15,32,11,13,17,30,28,26,31,16,18,24,23,21,25,19,22,20
"16",1,1,1,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,0,0,1,1,0,1,1,2,1,3,4,5,6,32,7,8,31,9,10,11,16,24,12,14,30,15,13,19,18,29,17,21,28,23,22,26,25,27,20
"18",1,0,0,0,1,0,1,0,1,2,3,5,4,31,6,7,9,8,13,14,12,10,16,11,32,15,29,20,22,17,19,18,28,21,27,30,23,24,25,26
"19",0,1,0,1,1,0,0,1,1,2,4,3,5,6,9,8,12,7,10,11,26,13,21,31,15,29,32,14,16,30,18,17,28,19,27,25,23,22,24,20
"20",1,1,1,0,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",0,1,1,0,1,1,1,0,1,2,3,5,4,9,6,7,8,11,31,32,14,26,12,10,13,28,30,24,16,29,17,15,19,18,21,20,25,23,22,27
"22",1,0,1,0,0,0,1,1,1,2,3,5,4,7,6,8,9,10,14,29,16,13,12,21,17,15,11,18,32,31,30,20,25,28,19,27,24,22,26,23
"23",1,0,1,0,0,0,1,0,1,2,3,4,5,7,6,12,8,9,10,11,13,28,14,15,17,16,19,20,31,21,18,32,25,30,23,29,22,27,24,26
"24",1,1,1,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",1,1,1,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",0,1,0,1,1,0,0,0,1,2,4,6,3,8,5,7,9,23,13,12,17,11,10,20,14,15,18,16,21,27,32,22,30,19,28,29,24,31,26,25
"27",0,1,1,1,0,0,0,0,1,2,4,3,5,6,7,9,31,8,17,10,32,12,19,13,14,15,16,22,30,29,28,11,26,27,24,21,25,23,20,18
