"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,0,1,0,0,0,1,2,3,4,5,6,8,9,7,14,10,12,31,32,30,29,11,26,16,27,15,13,28,24,25,21,17,23,22,18,19,20
"2",0,0,0,1,1,0,0,1,1,2,4,3,5,6,9,7,8,10,11,12,31,30,15,32,13,22,16,28,14,25,24,27,29,26,18,19,23,17,21,20
"3",0,0,1,1,0,1,0,1,2,1,3,4,5,7,6,8,9,19,27,12,10,31,32,16,13,30,26,14,11,15,20,17,29,25,28,24,23,18,22,21
"4",0,0,0,0,1,1,1,0,1,2,3,4,5,6,7,12,9,8,16,15,11,10,32,14,26,13,20,31,19,17,21,18,27,30,25,29,24,28,23,22
"5",1,1,1,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,0,1,1,1,0,1,0,1,2,4,3,5,6,7,8,12,10,31,14,11,13,9,15,32,19,30,20,18,24,16,28,17,25,23,29,26,22,21,27
"7",0,1,0,0,1,0,1,1,1,2,3,5,4,6,9,7,8,11,13,18,10,12,15,14,16,32,31,27,29,17,25,30,19,26,21,20,28,23,24,22
"8",1,1,1,0,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,0,0,0,0,0,0,1,3,2,4,5,8,6,10,12,9,13,7,11,31,24,32,15,21,14,29,17,23,30,18,16,28,19,27,22,25,20,26
"10",0,0,1,1,1,1,0,1,1,2,3,4,5,6,7,8,12,9,30,11,10,31,13,16,25,19,21,18,32,14,15,20,26,24,28,17,29,22,23,27
"11",0,0,1,0,0,0,0,1,1,2,3,5,4,8,6,7,11,9,10,13,31,14,30,32,17,22,12,28,15,18,21,20,16,27,29,23,24,19,25,26
"12",0,0,0,0,1,0,1,1,1,2,3,4,6,7,5,8,9,18,10,11,12,32,22,30,31,14,13,29,27,23,15,20,28,17,16,24,26,25,19,21
"13",0,0,0,0,1,0,1,1,1,2,3,5,4,6,12,7,9,32,8,13,11,10,16,14,31,18,15,29,21,24,30,23,20,27,17,26,28,19,22,25
"14",0,0,0,1,1,1,0,1,1,2,3,4,6,5,7,9,8,32,14,11,10,17,12,13,22,15,16,29,30,18,28,25,31,27,19,20,24,23,26,21
"15",0,0,0,1,1,0,1,0,1,2,3,4,6,5,13,10,8,11,9,7,15,12,32,14,17,31,16,18,24,29,20,19,30,21,23,27,28,26,22,25
"16",1,1,1,1,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",1,0,1,0,0,0,0,0,1,2,4,3,5,9,7,6,8,15,10,11,32,30,31,13,17,14,12,18,16,19,27,28,26,29,22,20,25,23,24,21
"18",1,0,0,0,0,1,0,1,1,2,3,5,4,7,9,6,13,8,15,10,11,17,14,32,12,16,21,30,31,29,28,19,20,24,27,26,22,18,25,23
"19",1,1,0,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",0,0,0,1,1,1,0,1,2,1,3,4,5,6,8,7,9,10,13,11,32,12,14,29,15,30,19,31,20,16,26,18,17,28,27,25,21,23,22,24
"21",0,1,0,0,0,0,0,1,1,2,3,6,4,5,7,9,15,8,10,12,13,11,16,14,17,31,29,24,21,22,30,28,18,32,27,19,26,23,20,25
"22",0,1,1,0,0,0,1,0,1,2,3,4,6,8,5,7,13,12,10,9,11,14,32,31,15,29,26,30,27,18,17,16,28,23,20,25,21,19,22,24
