"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,1,0,1,0,0,1,2,3,7,4,6,5,8,12,10,11,9,22,19,14,31,13,16,15,32,27,17,18,30,28,24,25,20,23,29,26,21
"2",1,1,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",1,0,0,1,1,1,1,0,1,2,4,5,3,9,6,7,14,8,12,11,10,32,28,13,15,22,31,29,30,16,20,17,18,23,19,21,26,27,24,25
"4",1,0,1,1,1,0,1,0,1,2,3,5,6,4,7,9,10,8,13,32,11,12,31,16,30,29,19,28,15,14,22,21,20,18,27,17,23,25,26,24
"5",1,0,1,1,1,0,0,1,1,3,2,4,5,9,6,11,7,8,10,12,14,16,17,15,13,25,20,32,30,27,28,29,31,26,19,18,21,24,22,23
"6",0,1,1,0,0,1,1,1,1,3,2,4,5,6,23,11,7,10,13,8,15,32,17,12,9,26,24,30,29,28,14,31,22,21,16,27,25,18,20,19
"7",0,0,0,0,0,1,1,0,1,2,4,3,6,8,5,7,9,11,31,10,17,12,14,32,13,15,30,21,16,19,27,28,29,26,20,22,18,24,23,25
"8",0,0,1,0,1,0,0,1,1,3,2,5,4,7,8,6,11,9,14,10,16,13,12,32,15,28,21,31,30,18,29,17,19,27,23,20,26,24,25,22
"9",0,0,1,1,1,1,0,0,1,2,3,4,5,7,6,9,8,10,32,11,14,13,16,12,23,29,31,28,30,26,24,27,15,17,19,21,22,25,18,20
"10",0,1,0,1,1,1,1,1,1,2,3,4,5,7,6,8,9,11,10,12,13,14,32,31,15,16,30,17,20,26,27,18,22,23,29,24,28,19,25,21
"11",1,1,1,1,0,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"12",1,1,1,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",0,1,0,1,1,0,0,1,1,2,3,4,6,9,11,5,8,7,12,17,10,13,15,14,32,28,16,19,26,18,24,21,31,29,22,30,20,23,25,27
"14",0,1,0,1,0,0,1,0,1,2,3,4,5,6,7,8,13,9,11,10,12,15,14,16,21,32,17,18,31,29,30,27,19,28,26,25,20,23,24,22
"15",0,1,1,0,1,1,0,1,1,2,3,4,7,5,6,8,31,9,32,10,15,11,17,14,13,12,29,16,21,18,30,28,19,20,27,24,23,22,25,26
"16",1,1,1,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,1,1,1,1,0,1,0,1,2,3,4,6,5,12,30,10,32,9,31,8,7,11,13,19,26,17,14,15,21,29,20,16,27,28,24,18,23,22,25
"18",1,0,0,0,1,1,0,1,1,4,2,3,5,6,7,8,11,13,9,12,15,30,10,16,17,31,27,14,25,22,20,19,18,29,32,26,21,28,24,23
"19",0,1,1,0,0,1,1,1,1,2,3,4,5,6,7,11,9,12,15,8,18,10,14,16,32,22,17,13,31,21,20,26,30,24,19,25,28,29,23,27
"20",0,1,1,1,1,1,1,0,2,1,3,4,10,5,9,7,6,8,21,11,32,23,12,13,16,14,15,17,31,24,20,28,30,25,19,29,27,26,22,18
"21",1,0,0,1,0,0,1,1,1,2,4,3,5,6,15,7,9,8,10,32,11,27,12,14,20,31,17,30,16,13,26,18,28,19,25,29,22,24,23,21
"22",1,0,0,0,0,0,1,1,1,2,3,4,6,5,7,10,8,13,9,11,12,32,14,15,17,18,26,16,31,19,30,29,28,20,23,27,22,24,21,25
"23",0,1,1,1,1,1,0,1,1,2,3,4,32,5,6,12,7,8,9,17,10,13,11,15,14,26,31,16,28,29,27,18,30,20,21,19,24,25,23,22
"24",1,0,0,1,0,0,0,0,1,2,3,6,5,4,7,30,8,9,11,10,14,12,13,17,27,32,31,19,15,29,24,23,18,22,16,20,21,28,26,25
