"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,1,1,1,0,0,1,2,4,3,5,6,8,7,10,9,11,27,32,14,12,31,30,13,25,24,29,15,28,18,19,26,23,17,21,16,22,20
"2",1,0,0,1,0,1,0,0,1,2,3,4,5,7,6,8,10,9,12,13,16,11,15,30,14,31,32,20,28,17,25,29,19,18,27,24,22,26,21,23
"3",1,0,0,1,0,1,0,1,1,2,3,4,7,5,8,6,9,31,28,30,10,32,29,11,13,18,22,12,26,16,14,27,17,15,21,23,19,20,25,24
"4",1,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,1,0,1,0,1,0,1,2,3,4,6,5,8,9,12,7,10,11,13,14,32,31,17,21,15,16,20,27,18,30,19,29,23,22,25,24,26,28
"6",0,1,1,1,1,0,1,1,1,2,3,6,4,5,7,8,11,10,32,9,12,13,30,17,14,16,21,23,19,27,15,31,18,20,26,28,24,22,29,25
"7",1,0,0,0,0,0,1,0,1,2,4,3,7,8,5,6,9,10,13,11,12,30,15,31,29,14,32,21,24,16,27,18,28,17,22,26,20,23,25,19
"8",1,1,0,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,1,1,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",0,1,1,0,0,0,0,0,1,2,3,4,5,6,7,9,10,8,12,30,11,32,15,13,16,31,14,18,29,26,25,17,19,24,28,21,27,22,23,20
"11",1,0,0,0,1,0,0,1,1,2,3,4,6,5,7,13,9,8,10,11,31,32,27,17,12,14,28,18,25,30,29,26,15,24,22,16,23,21,19,20
"12",1,1,0,0,1,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",1,0,1,1,0,0,0,1,1,2,3,4,5,6,7,9,8,10,14,12,11,21,26,32,17,31,13,30,15,28,29,24,16,25,27,22,18,20,19,23
"14",1,1,1,1,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,1,1,0,1,0,0,1,2,3,4,5,6,8,7,32,9,31,13,10,11,12,17,20,14,25,28,16,19,15,30,29,21,22,27,18,23,26,24
"16",0,1,0,0,0,1,0,0,1,2,3,4,5,7,6,9,8,10,31,11,13,32,12,21,30,17,14,29,27,20,18,24,26,15,28,22,19,25,23,16
"17",0,1,1,1,1,0,0,1,1,2,3,4,7,5,6,8,9,10,11,12,32,16,13,18,31,19,14,30,23,17,15,22,20,26,28,29,27,25,21,24
"18",0,1,0,0,0,0,1,0,1,2,3,5,4,6,8,7,10,9,11,32,31,13,15,14,12,21,28,16,19,18,17,30,29,20,22,25,24,27,23,26
"19",1,0,1,0,0,1,1,0,1,2,3,4,6,5,9,7,13,10,8,20,11,14,29,12,19,16,15,17,18,32,21,25,30,28,24,22,23,31,26,27
"20",1,0,0,1,0,0,0,0,1,2,4,3,5,6,8,7,32,10,9,22,12,31,14,13,11,30,16,28,19,29,15,21,25,18,23,17,24,27,20,26
"21",1,0,1,0,0,1,1,1,1,3,2,4,6,5,8,7,12,9,11,10,14,13,31,15,32,28,29,17,18,30,23,25,16,19,26,27,22,20,21,24
"22",1,1,1,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,1,0,1,0,1,1,1,1,4,3,2,5,6,9,7,10,8,11,32,29,12,16,13,31,14,27,15,18,19,23,20,30,21,26,25,28,22,17,24
"24",0,1,0,1,1,0,1,1,1,2,3,4,5,10,6,7,9,8,13,11,32,12,30,16,17,15,19,31,14,29,25,26,18,22,27,20,21,28,24,23
"25",1,1,0,1,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",0,0,1,0,0,1,1,0,1,3,2,4,5,6,14,7,10,9,11,8,32,13,30,12,31,15,16,28,23,24,27,29,18,20,19,22,26,17,25,21
"27",0,1,0,1,1,1,1,1,1,2,3,4,5,7,6,9,18,8,11,10,32,12,17,15,26,28,29,31,14,24,22,13,16,19,30,27,21,20,25,23
"28",0,0,0,0,0,1,1,0,1,3,2,5,4,8,6,7,9,11,12,13,10,29,14,32,31,21,30,15,27,18,26,17,25,16,22,28,19,24,23,20
"29",0,0,1,0,1,1,0,0,1,2,3,4,5,9,6,7,11,8,10,18,16,12,15,13,14,19,31,30,32,28,20,29,17,21,25,24,27,26,23,22
"30",1,1,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",1,0,1,0,1,0,0,1,2,1,3,4,7,5,8,6,9,31,29,32,11,14,12,10,30,13,28,26,15,17,23,16,25,24,22,20,27,18,19,21
"32",1,1,0,1,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",0,1,0,1,0,1,0,0,3,2,1,4,6,7,8,5,11,13,9,17,10,12,14,18,29,15,23,32,25,19,16,31,20,27,30,26,21,28,24,22
"34",0,0,0,1,0,1,1,0,1,2,3,4,5,6,7,12,8,9,32,10,11,19,13,27,14,30,16,15,31,28,23,29,17,26,24,21,22,18,20,25
"35",0,1,1,1,1,1,1,0,1,2,3,5,4,12,6,7,8,10,9,32,31,17,11,13,29,15,16,26,24,30,27,14,28,18,25,21,19,22,20,23
"36",1,0,1,1,0,1,1,0,1,2,3,4,5,7,6,8,10,32,12,9,11,21,20,14,31,13,30,15,22,16,29,26,17,24,18,27,28,25,19,23
"37",1,1,0,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38",1,0,0,1,0,0,1,1,2,1,3,4,5,8,6,12,7,9,13,11,15,14,10,22,17,32,31,26,16,28,30,29,24,18,21,23,19,27,25,20
"39",0,1,0,1,0,1,1,1,1,2,3,4,6,8,32,5,22,7,23,30,11,31,10,16,14,13,9,12,27,21,19,29,18,15,20,26,25,24,28,17
"40",0,1,1,0,0,1,1,0,1,2,3,4,5,8,6,9,10,7,32,14,24,11,27,13,16,17,12,15,29,31,21,28,18,30,25,20,22,19,26,23
"41",1,1,0,0,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",0,0,1,1,1,1,1,0,1,2,3,4,6,5,31,7,8,32,10,9,28,11,12,14,30,29,26,20,16,17,13,15,22,27,24,21,18,19,23,25
"43",1,0,0,0,1,0,1,1,1,2,5,3,6,7,4,8,12,9,13,27,10,11,15,31,14,21,32,29,23,17,30,28,26,16,19,22,24,18,25,20
