"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,0,1,1,1,1,1,1,2,3,5,4,11,7,6,9,8,15,10,13,12,16,14,21,31,32,26,17,20,22,24,28,30,23,19,18,29,25,27
"2",0,0,0,1,0,1,1,1,1,2,3,4,5,6,12,7,10,11,8,13,29,9,32,18,17,16,22,31,24,15,19,14,20,26,30,23,21,25,27,28
"3",1,0,0,0,1,1,0,1,1,3,2,5,4,6,7,13,9,10,8,12,11,31,16,32,28,14,27,15,29,18,26,17,20,30,21,19,22,23,24,25
"4",0,1,1,0,1,1,0,1,1,2,3,4,5,6,8,9,7,10,17,15,12,11,28,16,13,26,31,32,14,19,29,27,25,21,30,18,24,23,20,22
"5",0,1,1,0,0,0,1,0,1,2,3,4,6,5,7,8,10,32,9,18,13,25,11,12,14,17,15,21,31,20,16,19,26,28,23,30,22,27,24,29
"6",1,1,0,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,1,1,1,1,1,0,1,2,3,5,4,6,7,10,8,19,9,14,11,12,31,13,29,32,23,30,28,17,16,18,15,27,26,24,22,25,20,21
"8",0,1,1,0,0,1,0,1,1,2,5,3,4,9,8,6,7,14,32,11,10,12,29,31,23,13,15,16,28,26,19,22,18,17,30,21,25,24,20,27
"9",1,0,0,1,1,0,0,0,1,3,2,5,4,6,7,10,8,12,9,16,11,14,15,24,13,31,20,32,21,30,19,18,17,29,28,22,23,25,26,27
"10",0,0,1,1,1,0,1,1,1,2,3,4,5,9,7,6,8,32,14,29,11,12,13,31,25,10,16,22,15,30,27,18,19,28,24,17,21,20,26,23
"11",0,0,0,0,1,1,1,0,1,2,3,4,5,6,9,8,7,10,11,32,17,13,14,12,18,31,15,19,16,30,25,20,27,21,28,24,22,23,26,29
"12",0,0,0,0,1,0,0,0,1,2,3,6,5,4,7,9,11,8,10,13,12,18,14,15,28,16,17,31,21,19,32,30,25,23,20,26,24,29,22,27
"13",0,1,0,1,0,0,0,1,1,2,3,5,4,6,7,10,15,8,9,11,12,14,32,27,16,17,13,31,19,29,30,18,25,28,20,23,22,21,24,26
"14",0,0,1,0,0,1,1,1,1,2,4,3,5,6,7,8,10,31,9,11,32,14,13,19,12,21,15,29,17,30,28,18,16,27,25,22,20,24,26,23
"15",1,1,0,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,1,1,1,0,1,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",1,0,0,0,1,0,1,0,1,2,4,3,8,6,5,7,10,11,32,18,9,15,13,16,31,12,17,30,14,22,21,29,20,28,27,19,24,26,23,25
"18",1,1,1,1,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",1,1,0,0,0,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",0,0,0,0,0,0,0,0,1,2,3,4,5,7,6,12,8,11,32,16,29,9,27,10,25,13,31,30,26,28,14,22,15,20,24,23,19,21,17,18
"21",0,0,0,0,0,0,1,1,1,2,3,4,5,6,11,7,8,9,32,12,10,31,28,13,15,14,30,29,22,18,27,26,25,16,19,17,21,24,23,20
"22",0,1,0,1,1,1,1,0,1,2,4,3,5,6,7,8,9,13,10,14,12,11,16,15,31,32,18,28,17,19,22,20,21,29,30,26,25,23,27,24
"23",1,0,1,0,0,0,1,1,1,2,3,4,6,7,5,9,10,11,13,8,12,30,16,27,31,14,17,32,25,18,15,21,28,24,23,19,20,29,22,26
"24",0,0,1,1,0,0,1,0,1,2,4,3,5,6,7,14,9,18,8,30,28,22,32,10,31,16,11,13,12,29,20,26,15,19,27,25,17,21,24,23
"25",1,1,1,1,0,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",1,1,0,0,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",1,1,0,1,1,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,0,1,1,0,1,1,1,1,2,3,4,5,6,7,8,9,11,12,32,10,16,13,31,29,14,30,15,19,26,17,18,27,20,28,25,24,23,21,22
"29",0,0,1,0,0,1,1,1,1,2,3,4,8,6,12,5,9,7,10,32,23,31,28,17,13,27,11,30,18,16,29,15,22,14,26,25,19,20,24,21
"30",0,1,1,0,1,0,0,1,1,2,3,4,5,6,9,8,7,10,11,14,12,31,17,13,30,32,16,15,18,19,28,27,20,21,29,25,24,26,22,23
"31",1,1,0,1,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",1,1,1,0,1,0,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",1,1,0,0,0,0,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",0,0,0,1,1,0,0,1,1,2,3,4,5,9,8,6,7,18,11,30,16,10,12,14,13,15,32,26,29,31,23,20,27,28,24,25,21,19,17,22
"35",1,1,1,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",1,0,1,1,1,0,1,1,1,2,3,4,5,8,12,6,7,9,10,29,32,11,27,16,31,23,15,13,30,14,17,21,22,20,18,19,25,24,28,26
"37",0,1,1,1,0,0,0,1,1,2,4,3,5,6,9,8,7,11,16,10,12,14,13,31,32,26,15,29,27,30,28,18,19,24,21,17,20,23,22,25
"38",0,0,1,0,1,0,0,1,1,2,3,6,4,5,7,8,10,12,13,11,9,16,15,14,19,17,21,30,18,22,32,20,27,31,23,29,25,28,26,24
"39",1,1,0,1,0,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"40",0,1,1,0,1,0,1,0,2,1,4,3,5,7,6,8,12,9,10,11,30,13,18,14,15,16,19,17,20,31,32,21,23,28,22,25,26,29,27,24
"41",0,0,0,0,0,1,1,0,1,2,3,4,5,7,21,6,12,10,9,8,11,17,31,13,15,14,16,29,18,32,30,25,19,28,26,23,22,20,24,27
"42",0,1,0,0,0,1,0,0,1,2,3,5,4,6,8,28,7,9,10,18,11,15,12,13,31,14,32,30,23,16,26,17,24,19,20,29,25,21,27,22
"43",1,0,1,0,0,1,1,0,1,2,3,4,5,7,6,9,8,12,10,32,11,15,30,31,17,16,13,14,27,19,29,26,20,28,23,24,21,18,22,25
"44",1,1,1,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"45",0,1,1,1,1,0,1,1,1,3,2,4,5,7,6,8,10,32,13,11,9,14,12,30,29,25,17,20,28,19,31,23,15,16,18,27,22,24,26,21
"46",1,1,1,1,1,1,1,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"47",1,1,0,0,1,0,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"48",1,0,0,1,1,1,0,0,1,2,3,5,9,4,7,6,10,8,12,11,14,16,13,15,17,20,18,28,31,22,32,21,24,27,19,29,26,30,23,25
"49",0,0,1,0,0,1,1,1,1,2,3,5,4,6,7,10,8,11,9,32,15,17,13,14,30,12,19,16,31,29,24,28,18,25,26,22,21,20,23,27
"50",1,1,0,1,0,0,0,0,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"51",1,0,1,0,1,0,0,1,2,1,3,4,5,6,9,10,8,7,11,32,12,27,14,30,31,15,25,28,13,24,16,20,26,29,21,17,23,18,19,22
"52",1,1,1,1,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"53",0,0,1,1,0,1,0,1,1,2,3,5,4,6,9,13,10,7,16,8,12,15,29,11,32,14,30,31,20,27,17,19,25,28,26,22,18,23,21,24
"54",1,1,1,0,1,1,0,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"55",1,0,0,0,1,0,1,1,1,2,3,5,4,6,8,9,7,10,31,12,11,32,29,13,26,27,14,30,15,18,28,16,17,23,19,21,24,22,25,20
"56",0,0,1,1,0,0,0,0,1,2,3,4,5,6,10,9,7,11,13,17,8,15,32,12,14,19,23,16,20,24,27,30,18,21,31,26,22,28,29,25
"57",1,1,0,1,1,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"58",0,1,1,0,0,1,1,1,2,1,3,5,4,8,7,6,32,10,11,9,12,13,31,28,16,15,17,18,22,14,29,30,21,19,27,26,25,20,23,24
"59",0,1,0,0,1,0,1,0,1,2,4,5,3,7,6,8,12,11,9,13,18,31,20,10,29,14,21,32,15,17,30,19,16,22,28,27,24,25,23,26
"60",1,1,1,0,0,1,1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"61",0,1,1,0,0,1,0,0,1,2,4,3,5,6,7,8,10,9,32,11,12,15,13,30,23,20,14,18,16,29,31,17,28,19,21,24,27,22,26,25
"62",0,1,0,1,0,1,0,0,2,1,3,4,5,7,8,6,13,12,9,32,11,10,31,15,16,18,14,30,20,19,22,29,23,17,21,28,25,27,26,24
