"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,0,1,1,1,1,0,2,1
"2",1,1,0,1,1,0,0,1,2,1
"3",0,1,1,1,0,1,0,0,1,2
"4",0,1,1,1,1,0,0,1,2,1
"5",1,0,1,0,0,0,0,1,1,2
"6",1,1,1,0,1,1,1,1,2,1
"7",1,0,1,0,0,0,0,1,1,2
"8",1,1,0,1,0,0,1,0,2,1
"9",0,1,0,0,0,1,0,1,1,2
"10",0,1,1,1,0,0,1,0,1,2
"11",0,1,0,1,1,0,0,0,1,2
"12",1,0,0,1,1,0,0,0,1,2
"13",1,0,1,0,1,1,0,0,1,2
"14",0,1,0,1,1,1,1,1,1,2
"15",1,1,1,1,0,0,0,1,2,1
"16",1,1,1,0,1,1,0,1,2,1
"17",0,1,1,1,0,1,1,1,1,2
"18",0,1,0,0,1,0,0,0,1,2
"19",1,0,0,0,1,1,1,1,1,2
"20",0,1,1,1,0,0,0,0,1,2
"21",0,0,1,0,0,0,0,0,1,2
"22",0,0,0,0,1,0,1,0,2,1
"23",1,1,0,0,1,1,0,0,2,1
"24",1,0,1,1,1,0,0,1,1,2
"25",1,0,1,0,0,0,1,0,1,2
"26",1,1,1,0,1,1,0,1,2,1
"27",0,1,1,0,1,1,0,0,1,2
"28",0,1,1,1,1,0,0,0,1,2
"29",1,0,1,0,1,1,1,0,1,2
"30",0,0,0,0,1,0,0,1,1,2
"31",0,0,0,0,0,1,0,1,2,1
"32",1,1,0,0,1,1,1,1,2,1
"33",1,1,0,0,0,1,1,0,2,1
"34",0,1,1,0,0,1,1,1,1,2
"35",1,1,1,1,0,0,0,1,2,1
"36",1,0,1,1,1,1,0,0,1,2
"37",0,1,0,0,0,1,0,1,1,2
"38",1,0,1,0,1,1,1,1,1,2
"39",1,0,1,1,0,0,0,1,1,2
"40",0,0,1,1,1,1,1,0,1,2
"41",1,1,1,1,1,1,0,1,2,1
"42",0,0,0,0,1,0,1,0,1,2
"43",0,1,0,1,1,0,0,1,1,2
"44",1,0,0,1,0,1,0,1,1,2
"45",1,1,0,0,1,1,1,0,2,1
"46",0,0,0,0,0,1,1,1,2,1
"47",0,1,0,0,1,0,1,0,1,2
"48",1,1,0,0,0,1,1,0,2,1
"49",0,1,1,0,0,0,1,0,1,2
"50",0,1,0,0,0,0,0,0,1,2
"51",0,1,0,0,1,1,1,1,1,2
"52",1,1,0,1,1,1,1,0,2,1
"53",0,1,0,1,0,0,0,0,1,2
"54",1,0,0,0,1,0,0,0,2,1
"55",0,0,0,0,1,0,0,1,2,1
"56",0,1,0,1,0,0,1,1,1,2
"57",1,0,0,1,0,0,1,0,1,2
"58",1,1,0,0,1,1,1,1,2,1
"59",0,0,1,0,1,1,0,0,1,2
"60",0,1,0,0,0,0,0,0,1,2
"61",0,0,0,1,0,0,1,0,1,2
"62",0,1,0,0,0,0,1,0,1,2
"63",1,0,0,0,0,1,0,0,1,2
"64",0,1,0,0,0,1,1,0,1,2
"65",1,0,0,1,1,0,1,0,1,2
"66",0,1,1,1,1,0,0,1,1,2
"67",0,1,0,1,1,1,0,1,1,2
"68",1,1,0,1,1,1,0,1,2,1
"69",0,0,0,1,1,1,1,0,1,2
"70",1,0,0,1,0,0,1,0,1,2
"71",0,1,0,0,1,1,1,1,1,2
"72",1,0,0,1,0,0,0,0,1,2
"73",0,0,1,1,0,0,0,1,2,1
"74",1,0,0,0,1,0,0,0,2,1
"75",1,0,1,0,1,0,0,0,1,2
"76",0,0,0,1,0,1,1,0,2,1
"77",0,1,0,0,0,0,0,0,1,2
"78",1,1,1,0,1,1,1,0,2,1
"79",1,1,0,0,0,1,0,1,2,1
"80",0,0,0,1,1,0,0,0,1,2
"81",1,0,0,0,1,1,1,0,1,2
"82",0,1,1,1,0,1,1,0,1,2
"83",1,0,0,0,1,0,0,0,1,2
"84",0,1,0,0,1,1,1,0,1,2
"85",0,1,1,1,1,1,0,0,1,2
"86",1,1,1,0,1,0,1,1,2,1
"87",0,0,1,0,1,1,0,0,2,1
"88",0,0,1,0,1,0,1,1,1,2
"89",1,1,0,1,0,1,1,0,2,1
"90",0,0,1,0,0,0,1,0,2,1
"91",1,0,0,0,0,0,0,1,1,2
"92",0,1,1,1,0,0,0,1,1,2
"93",1,1,1,0,0,0,0,0,2,1
"94",0,0,1,0,0,0,0,1,1,2
"95",0,0,1,1,0,0,0,1,1,2
"96",1,0,0,1,0,0,1,1,1,2
"97",0,0,0,1,1,1,1,0,1,2
"98",1,1,0,0,1,1,0,0,2,1
"99",0,1,0,0,0,1,0,0,1,2
"100",1,1,0,0,1,0,1,1,2,1
"101",1,0,0,1,0,0,0,0,1,2
"102",1,0,0,1,0,1,1,0,1,2
"103",1,1,0,0,1,1,1,0,2,1
"104",1,1,1,1,0,1,0,1,2,1
"105",0,0,0,1,0,0,0,0,1,2
"106",0,1,1,1,0,1,0,0,1,2
"107",1,0,1,0,1,1,0,1,1,2
"108",0,1,1,0,0,1,0,0,1,2
"109",1,0,0,1,1,0,0,1,1,2
"110",1,1,1,0,1,1,0,1,2,1
"111",0,1,0,0,1,0,1,0,1,2
"112",0,1,1,1,0,0,1,1,1,2
"113",1,0,0,1,1,1,1,0,1,2
"114",0,1,1,1,1,1,1,1,1,2
"115",0,0,1,0,0,0,0,0,1,2
"116",1,0,0,0,0,0,0,1,1,2
"117",1,0,0,0,0,1,1,0,1,2
"118",0,1,1,0,0,0,0,1,1,2
"119",1,1,1,0,0,1,1,1,2,1
"120",0,0,1,1,1,0,0,1,1,2
"121",1,0,0,0,1,0,0,1,1,2
"122",0,0,0,0,0,0,0,1,1,2
"123",1,1,0,0,0,1,0,0,2,1
"124",1,1,0,0,1,1,0,1,2,1
"125",0,1,0,0,0,0,1,1,1,2
"126",1,0,1,1,0,1,0,0,1,2
"127",0,0,1,0,0,1,0,0,1,2
"128",0,0,1,1,0,1,0,0,1,2
"129",1,0,0,0,0,1,1,1,1,2
"130",0,0,1,0,1,0,0,1,1,2
"131",0,1,1,0,1,0,1,1,1,2
"132",0,1,0,0,1,0,1,1,1,2
"133",0,0,1,1,0,0,0,0,1,2
"134",1,1,0,0,1,1,1,1,2,1
"135",0,1,1,1,0,1,0,0,1,2
"136",0,1,0,0,0,1,1,0,1,2
"137",1,0,0,1,0,0,1,0,1,2
"138",0,0,1,0,0,1,0,1,1,2
"139",0,1,0,1,0,0,1,0,1,2
"140",0,0,1,1,1,1,0,0,1,2
"141",1,0,0,1,1,0,0,0,1,2
"142",1,1,1,0,1,1,1,1,2,1
"143",1,0,0,0,0,1,0,0,2,1
"144",0,0,0,0,0,1,0,1,1,2
"145",1,0,1,1,0,1,1,0,1,2
"146",1,0,1,1,0,0,0,0,1,2
"147",1,0,0,0,0,1,0,1,1,2
"148",1,0,0,0,0,0,0,1,1,2
"149",1,0,0,1,0,0,1,1,2,1
"150",1,1,0,1,0,1,1,1,2,1
"151",0,1,0,1,0,0,1,1,1,2
"152",1,1,1,1,0,0,1,1,2,1
"153",1,0,1,1,0,1,0,1,1,2
"154",0,1,0,0,0,0,1,0,1,2
"155",1,0,1,0,1,0,0,0,1,2
"156",1,1,0,0,0,1,1,1,2,1
"157",1,0,1,1,0,0,1,1,1,2
"158",0,0,1,0,1,1,1,0,1,2
