"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2"
"1",0,0,1,0,0,0,1,0,1,2
"2",0,0,0,1,1,1,1,0,1,2
"3",0,1,1,0,1,1,0,1,1,2
"4",0,1,1,1,1,1,0,0,1,2
"5",1,0,0,1,1,1,1,0,1,2
"6",1,0,1,1,1,1,0,0,1,2
"7",0,0,0,1,0,0,1,0,2,1
"8",1,1,0,1,1,0,1,0,2,1
"9",0,0,0,0,0,0,0,0,2,1
"10",0,1,1,0,1,0,0,1,2,1
"11",0,0,0,0,1,1,0,0,1,2
"12",0,1,1,0,0,0,1,1,1,2
"13",0,1,1,1,1,0,0,0,1,2
"14",1,0,0,1,0,0,0,1,2,1
"15",0,1,0,1,1,1,0,0,1,2
"16",1,1,1,1,1,0,0,0,2,1
"17",0,1,1,0,0,0,0,1,1,2
"18",0,1,0,1,0,0,0,0,2,1
"19",0,1,0,0,0,1,0,1,1,2
"20",1,0,0,0,0,1,0,1,1,2
"21",0,0,1,0,1,1,1,0,1,2
"22",1,0,1,1,0,0,0,0,1,2
"23",0,0,1,0,1,0,1,1,1,2
"24",1,0,1,0,1,1,0,0,1,2
"25",0,1,1,0,1,1,0,1,1,2
"26",0,1,1,1,0,0,0,0,1,2
"27",0,0,1,1,0,0,0,0,2,1
"28",0,1,1,0,0,1,1,0,1,2
"29",1,1,1,0,0,1,1,0,2,1
"30",0,1,1,1,1,0,0,1,1,2
"31",1,1,1,1,0,0,0,0,2,1
"32",1,1,0,1,0,0,0,0,2,1
"33",1,0,0,0,1,0,0,0,1,2
"34",0,0,0,1,0,1,1,1,1,2
"35",1,1,0,0,1,0,1,1,2,1
"36",0,1,1,1,0,0,0,1,1,2
"37",0,1,1,1,0,0,1,0,1,2
"38",0,0,1,1,1,0,1,1,1,2
"39",1,0,0,0,0,0,1,1,1,2
"40",1,0,0,0,0,1,0,1,1,2
"41",0,1,0,1,0,0,0,0,1,2
"42",0,0,1,1,0,0,1,0,1,2
"43",0,0,0,1,0,0,0,1,1,2
"44",1,1,0,0,1,0,0,1,2,1
"45",1,0,1,1,1,1,1,0,1,2
"46",0,1,1,0,1,0,0,1,1,2
"47",1,1,1,0,1,0,0,1,2,1
"48",1,0,1,0,1,0,1,1,1,2
"49",1,1,0,1,1,0,0,1,2,1
"50",1,1,1,0,1,0,1,0,2,1
"51",1,1,1,1,0,1,1,1,2,1
"52",0,1,0,0,1,1,1,0,1,2
"53",0,0,0,1,0,1,1,0,1,2
"54",0,1,0,1,1,0,1,1,1,2
"55",1,1,0,1,1,0,1,1,2,1
"56",1,0,0,0,0,1,0,0,1,2
"57",0,0,0,1,0,1,0,1,2,1
"58",1,1,1,0,0,1,0,1,2,1
"59",0,1,0,1,1,1,1,0,1,2
"60",0,1,1,0,1,1,1,1,1,2
"61",1,1,1,0,0,0,1,0,2,1
"62",1,0,1,0,0,0,0,0,1,2
"63",0,0,1,1,0,1,1,0,1,2
"64",0,0,1,0,0,0,1,1,1,2
"65",0,1,0,1,0,1,0,1,1,2
"66",0,1,0,0,1,0,0,1,1,2
"67",0,0,1,1,1,1,1,0,2,1
"68",1,1,0,0,1,1,0,1,2,1
"69",0,1,1,1,0,0,0,0,1,2
"70",0,0,1,0,1,1,1,1,1,2
"71",0,1,1,1,0,0,0,0,1,2
"72",1,1,0,0,0,0,1,1,2,1
"73",0,0,1,1,1,1,0,0,1,2
"74",1,0,1,0,1,1,1,1,1,2
"75",1,1,0,1,1,1,1,1,2,1
