"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,0,0,1,1,0,1,1,2,3,4,5,7,8,6
"2",1,1,1,1,1,1,0,1,8,7,6,5,4,3,2,1
"3",1,1,0,1,0,1,1,0,8,7,6,5,4,3,2,1
"4",1,0,0,0,1,1,1,0,1,2,3,4,6,5,7,8
"5",0,1,1,1,0,0,1,0,1,3,2,6,5,4,7,8
"6",1,0,1,0,1,1,1,1,1,2,3,4,5,6,8,7
"7",0,1,1,1,1,1,0,0,1,2,4,3,5,6,8,7
"8",1,0,1,0,1,0,1,1,2,1,3,4,5,6,7,8
"9",1,1,1,1,1,1,1,0,8,7,6,5,4,3,2,1
"10",1,1,1,0,0,1,0,1,8,7,6,5,4,3,2,1
"11",1,0,1,1,1,0,1,0,1,2,3,4,5,6,7,8
"12",1,0,1,1,1,0,1,0,1,2,4,3,6,5,7,8
"13",0,1,1,0,0,1,0,1,1,3,2,4,5,6,7,8
"14",0,0,0,1,0,1,0,1,1,2,3,4,5,7,6,8
"15",0,1,1,1,1,1,1,1,1,2,3,4,6,7,5,8
"16",0,0,0,1,1,1,1,0,1,2,3,4,6,5,8,7
"17",0,1,1,0,0,0,1,1,1,2,3,4,6,5,7,8
"18",0,1,1,1,1,1,1,1,1,2,4,3,5,6,7,8
"19",1,0,0,0,0,0,1,1,1,2,4,5,3,6,7,8
"20",0,0,0,0,1,1,0,0,1,2,5,3,4,6,7,8
"21",0,0,1,1,1,1,0,1,1,3,2,4,5,7,8,6
"22",1,1,0,1,0,1,1,1,8,7,6,5,4,3,2,1
"23",0,1,1,1,1,0,0,1,1,2,3,4,5,6,7,8
"24",0,1,0,1,1,1,0,1,1,2,4,3,6,8,5,7
"25",0,1,0,1,1,0,1,0,1,2,3,4,6,7,5,8
"26",0,0,0,0,0,1,0,1,1,2,3,5,4,6,7,8
"27",0,0,1,0,1,0,0,0,1,2,3,5,4,6,7,8
"28",1,0,0,1,1,1,1,0,2,1,3,4,5,7,8,6
"29",0,1,1,1,0,0,1,0,1,2,3,4,5,8,6,7
"30",1,0,0,1,0,0,0,0,1,2,3,4,5,6,8,7
"31",0,0,1,1,1,1,1,0,1,3,2,4,6,5,7,8
"32",1,0,0,0,1,0,0,1,1,2,4,3,5,7,8,6
"33",0,1,1,1,1,0,0,0,1,2,4,3,5,6,8,7
"34",1,0,1,0,0,0,1,0,1,2,3,4,5,7,6,8
