"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,0,1,1,1,0,1,1,1,4,2,3,5,8,6,7
"2",1,1,1,0,1,1,0,0,8,7,6,5,4,3,2,1
"3",1,0,1,1,1,1,1,0,1,2,4,3,6,5,8,7
"4",1,1,1,0,1,1,0,1,8,7,6,5,4,3,2,1
"5",1,0,0,0,0,1,1,1,1,2,3,4,5,7,6,8
"6",0,0,0,1,0,1,0,1,1,3,2,4,5,6,7,8
"7",0,0,1,0,0,0,0,1,1,3,2,4,5,6,7,8
"8",0,1,0,0,1,1,0,1,1,2,3,4,5,6,8,7
"9",0,1,1,1,1,1,1,1,1,3,2,5,4,7,6,8
"10",0,1,1,0,0,1,1,0,2,1,3,4,5,6,8,7
"11",1,0,1,0,0,0,0,1,1,2,3,4,5,7,6,8
"12",0,1,1,0,1,1,1,0,1,2,3,4,6,7,5,8
"13",0,0,1,1,1,0,1,1,1,2,4,3,5,6,7,8
"14",1,1,1,0,1,0,1,0,8,7,6,5,4,3,2,1
"15",1,0,0,1,0,1,1,0,1,2,3,4,6,5,8,7
"16",1,0,1,0,1,1,0,1,1,2,4,6,3,7,5,8
"17",1,1,1,0,0,1,1,1,8,7,6,5,4,3,2,1
"18",1,0,1,1,0,1,0,0,2,1,4,3,5,6,7,8
"19",0,1,1,1,1,0,0,0,1,2,3,4,6,5,7,8
"20",1,0,0,0,1,0,0,1,1,3,2,4,5,6,8,7
"21",0,1,1,0,0,1,1,1,1,2,4,3,5,8,6,7
"22",1,0,0,1,0,0,1,1,1,2,3,6,4,5,8,7
"23",0,1,1,1,0,1,0,1,2,1,3,4,5,6,7,8
"24",0,1,1,1,1,1,0,0,1,2,3,4,8,5,7,6
"25",1,0,1,1,1,0,1,1,2,1,3,5,4,6,7,8
"26",1,1,1,1,0,0,1,0,8,7,6,5,4,3,2,1
"27",1,0,0,1,1,1,1,0,1,2,3,5,4,7,6,8
"28",0,1,0,0,0,1,1,0,1,2,3,4,5,7,6,8
"29",1,1,1,1,1,0,1,1,8,7,6,5,4,3,2,1
"30",0,1,0,1,1,1,1,0,1,2,3,6,5,7,4,8
"31",0,0,0,1,1,0,0,1,1,2,3,4,5,6,7,8
"32",0,0,0,1,1,0,1,0,1,2,3,4,5,6,8,7
"33",1,1,1,0,0,1,0,1,8,7,6,5,4,3,2,1
"34",1,0,0,1,0,0,0,0,1,2,3,4,5,6,7,8
"35",1,0,0,0,0,1,1,1,1,2,4,3,5,7,6,8
"36",0,1,0,1,0,1,1,0,1,3,2,6,4,5,7,8
"37",1,1,0,1,0,1,1,1,8,7,6,5,4,3,2,1
"38",1,0,1,0,1,1,0,1,1,2,3,4,5,7,6,8
"39",1,0,0,1,0,0,0,0,2,1,3,4,6,5,7,8
"40",1,1,1,1,1,0,1,0,8,7,6,5,4,3,2,1
"41",1,1,0,1,1,1,0,1,8,7,6,5,4,3,2,1
