"","descriptor1","descriptor2","party1","party2"
"1",0,0,1,2
"2",0,0,1,2
"3",1,0,1,2
"4",0,1,2,1
"5",1,1,2,1
"6",0,0,1,2
"7",1,1,2,1
"8",1,0,1,2
"9",1,0,1,2
"10",0,0,1,2
"11",0,0,1,2
"12",1,0,1,2
"13",0,1,1,2
"14",0,1,1,2
"15",0,0,2,1
"16",0,1,1,2
"17",1,1,2,1
"18",0,1,1,2
"19",1,1,2,1
"20",0,1,1,2
"21",1,1,2,1
"22",1,0,1,2
"23",1,1,2,1
"24",0,0,1,2
"25",0,1,2,1
"26",0,1,1,2
"27",1,0,1,2
"28",1,1,2,1
"29",0,0,1,2
"30",0,1,1,2
"31",1,1,2,1
"32",1,1,2,1
"33",0,1,1,2
"34",0,1,1,2
"35",0,1,2,1
"36",0,1,1,2
"37",0,1,1,2
"38",0,1,1,2
"39",0,1,1,2
"40",0,0,1,2
"41",1,0,1,2
"42",1,0,1,2
"43",0,1,1,2
"44",1,1,2,1
"45",0,0,2,1
"46",1,0,1,2
"47",1,1,2,1
"48",0,1,1,2
"49",1,1,2,1
"50",1,1,2,1
"51",0,0,1,2
"52",1,0,1,2
"53",0,1,1,2
"54",0,1,1,2
"55",0,0,2,1
"56",0,1,1,2
"57",1,1,2,1
"58",1,0,1,2
"59",1,1,2,1
"60",1,0,1,2
"61",0,0,1,2
"62",1,0,1,2
"63",0,1,1,2
"64",0,1,1,2
"65",1,0,1,2
"66",0,0,1,2
"67",1,1,2,1
"68",0,0,1,2
"69",1,1,2,1
"70",1,0,2,1
"71",0,1,1,2
"72",0,0,1,2
"73",1,0,1,2
"74",1,1,2,1
"75",0,1,1,2
"76",1,1,2,1
"77",1,0,2,1
"78",0,0,1,2
"79",1,0,1,2
"80",1,0,1,2
"81",1,0,1,2
"82",0,0,1,2
"83",1,1,2,1
"84",0,0,1,2
"85",0,0,1,2
"86",1,1,2,1
"87",1,0,1,2
"88",0,1,1,2
"89",0,0,1,2
"90",0,0,1,2
"91",0,0,1,2
"92",0,0,2,1
"93",0,0,1,2
"94",0,0,1,2
"95",1,0,1,2
"96",1,1,2,1
"97",0,0,1,2
"98",0,0,2,1
"99",0,1,1,2
"100",1,0,1,2
"101",0,0,1,2
"102",1,1,2,1
"103",1,1,2,1
"104",0,1,1,2
"105",1,1,2,1
"106",0,1,1,2
"107",0,1,1,2
"108",1,1,2,1
"109",1,1,2,1
"110",1,1,2,1
"111",0,0,1,2
"112",0,0,1,2
"113",1,1,2,1
"114",0,0,1,2
"115",1,0,1,2
"116",1,0,1,2
"117",0,1,1,2
"118",0,0,1,2
"119",0,1,1,2
"120",0,0,1,2
"121",1,1,2,1
"122",1,1,2,1
"123",1,0,1,2
"124",0,0,1,2
"125",1,1,2,1
"126",0,0,1,2
"127",1,1,2,1
"128",0,1,2,1
"129",1,1,2,1
"130",0,1,1,2
"131",1,1,2,1
"132",0,0,1,2
"133",0,1,1,2
"134",1,0,2,1
"135",0,0,1,2
"136",1,0,1,2
"137",1,0,1,2
"138",0,0,1,2
"139",0,0,1,2
"140",1,0,1,2
"141",0,0,1,2
"142",1,1,2,1
"143",0,0,1,2
"144",1,0,1,2
"145",1,0,1,2
"146",0,1,1,2
"147",0,1,1,2
"148",1,0,1,2
"149",0,1,1,2
"150",0,0,1,2
"151",0,1,1,2
"152",0,1,1,2
"153",0,0,1,2
"154",1,1,2,1
"155",0,1,1,2
"156",0,0,1,2
"157",0,1,1,2
"158",1,1,2,1
"159",1,0,1,2
"160",0,1,1,2
"161",0,1,1,2
"162",0,0,1,2
"163",0,1,1,2
"164",1,1,2,1
"165",1,0,1,2
"166",0,0,1,2
"167",1,0,1,2
"168",1,0,1,2
"169",1,1,2,1
"170",0,0,1,2
"171",1,1,2,1
"172",0,0,1,2
"173",1,1,2,1
"174",1,1,2,1
"175",1,0,2,1
"176",1,0,1,2
"177",1,1,2,1
"178",1,0,2,1
"179",1,1,2,1
"180",0,1,1,2
"181",1,0,2,1
"182",0,0,1,2
"183",0,1,1,2
"184",0,1,1,2
"185",0,0,1,2
"186",1,1,2,1
"187",0,0,1,2
"188",1,0,1,2
