"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,1,0,0,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",0,1,1,1,1,0,1,1,2,1,3,4,6,5,11,31,8,9,7,10,15,12,17,18,19,14,13,30,16,23,32,29,28,21,20,24,27,25,22,26
"3",0,0,1,0,1,1,1,0,2,1,3,4,5,7,6,8,10,9,14,13,17,12,11,25,20,15,19,16,30,24,18,32,21,28,31,23,29,22,26,27
"4",1,0,0,0,1,0,1,1,2,1,3,4,7,5,10,6,9,12,17,8,11,31,32,14,13,28,25,15,20,16,26,30,27,18,22,19,29,24,23,21
"5",1,1,0,0,1,1,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,0,1,0,1,0,0,0,1,3,2,5,4,6,9,7,10,14,16,12,8,11,29,31,13,30,27,32,15,28,24,17,18,22,26,25,21,23,20,19
"7",1,0,0,1,0,1,1,1,1,2,5,3,4,8,10,7,6,9,12,11,19,20,32,13,31,16,29,30,17,14,27,15,26,28,25,18,21,22,23,24
"8",1,1,1,1,1,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",1,0,0,0,0,0,0,0,1,2,4,3,5,6,8,7,32,25,20,13,10,31,12,9,28,11,29,27,26,14,24,30,15,19,23,16,18,17,21,22
"10",1,1,0,1,0,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",0,1,0,1,0,0,0,1,2,1,3,5,4,6,14,7,10,9,8,13,26,11,12,15,31,32,30,28,17,27,19,16,22,18,23,29,24,21,25,20
"12",1,1,0,0,0,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"13",0,1,0,0,0,0,1,1,1,2,3,5,4,7,8,6,9,12,14,11,10,16,31,13,20,15,28,32,29,18,30,17,26,27,22,25,19,21,24,23
"14",1,1,0,1,1,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"15",1,1,0,0,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"16",0,1,1,1,1,1,1,1,1,3,2,4,8,5,7,6,9,10,14,12,11,15,22,17,30,13,21,18,32,16,19,29,20,23,24,31,26,25,27,28
"17",1,1,1,1,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",0,1,0,1,1,1,1,1,1,2,3,5,4,7,6,8,12,9,13,29,10,15,30,11,19,18,32,26,14,31,25,27,28,16,23,17,24,21,22,20
"19",1,1,1,0,1,0,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"20",0,0,1,1,0,0,0,1,1,2,3,5,4,6,10,8,7,11,9,16,12,13,31,14,32,28,29,15,18,30,17,19,24,23,21,22,26,27,20,25
"21",1,0,0,1,0,1,1,0,1,2,3,7,4,6,5,9,11,8,14,32,10,12,13,18,16,15,17,28,19,25,21,23,31,30,27,20,22,29,26,24
"22",0,1,1,1,1,0,0,0,1,2,3,4,7,5,8,6,10,9,12,31,19,11,13,30,29,14,28,32,17,15,18,16,21,22,20,25,27,23,24,26
"23",1,1,0,1,1,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"24",1,1,1,1,1,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"25",1,0,1,0,1,0,0,1,1,3,4,2,7,5,6,8,29,10,32,9,11,31,15,12,30,17,13,14,19,18,20,16,28,21,25,27,26,24,23,22
"26",1,1,0,0,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"27",0,0,1,0,0,0,1,0,1,2,3,4,6,5,9,8,7,12,13,10,11,32,16,17,20,31,15,14,28,29,18,26,30,25,19,27,22,24,23,21
"28",1,0,0,0,1,0,1,1,1,2,4,3,5,7,6,10,9,8,12,11,15,31,30,16,13,32,18,14,29,20,17,28,21,22,27,25,19,24,26,23
"29",0,0,0,0,1,0,1,0,1,2,3,4,5,6,7,8,12,9,13,11,14,16,30,10,17,27,22,32,15,31,29,28,21,18,25,20,26,19,24,23
"30",1,1,1,0,0,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"31",0,1,0,1,0,1,0,1,1,3,2,4,5,6,7,32,28,11,12,25,9,31,10,13,8,30,17,19,14,29,15,26,16,21,27,22,18,23,20,24
"32",1,1,1,1,1,0,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"33",1,1,1,1,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"34",1,0,0,0,0,1,0,0,1,2,3,4,8,7,5,6,9,10,17,11,12,30,31,32,26,16,14,28,29,27,13,18,25,20,15,22,24,19,23,21
"35",0,1,0,1,1,1,0,0,1,2,3,6,4,5,7,8,10,9,12,15,11,13,16,18,17,14,29,20,19,26,32,21,25,23,24,30,31,22,27,28
"36",0,0,1,1,0,1,1,1,1,2,3,4,6,5,9,7,13,8,11,10,32,14,15,12,31,22,18,16,20,17,28,21,26,24,19,29,30,25,23,27
"37",1,1,0,0,0,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"38",1,0,0,1,0,1,0,0,1,2,3,4,5,6,7,8,9,10,19,32,11,12,13,16,30,28,14,31,15,29,27,20,18,17,24,21,26,25,23,22
"39",1,1,0,0,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"40",1,1,0,1,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
