"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,1,1,1,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"2",1,1,0,0,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"3",0,0,0,1,1,1,0,1,1,2,3,4,7,5,6,10,9,8,20,12,14,11,21,17,13,32,16,15,31,18,23,22,24,27,19,29,30,28,26,25
"4",1,1,1,0,1,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"5",1,1,0,1,0,0,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,1,0,0,0,1,0,0,1,2,3,5,4,8,6,7,10,9,29,11,31,32,14,12,15,13,28,16,26,25,20,30,17,18,21,19,24,23,22,27
"7",0,1,0,1,0,1,0,1,1,2,3,4,6,7,5,10,8,12,15,9,11,30,16,25,13,32,31,14,17,22,29,19,28,27,18,26,21,23,20,24
"8",1,1,0,1,1,1,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",1,0,0,0,1,1,1,0,1,2,3,5,4,6,10,8,7,9,12,13,11,14,15,16,32,31,21,19,22,20,28,18,30,17,27,25,29,26,24,23
"10",1,1,1,1,1,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",0,0,0,1,0,0,1,1,1,2,3,4,7,5,8,6,9,10,15,12,32,14,16,11,13,29,17,24,31,19,22,30,27,21,18,25,28,26,23,20
"12",1,1,1,1,1,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"13",0,0,0,0,1,1,0,0,1,2,4,5,3,7,6,8,9,11,14,10,23,12,13,31,29,24,15,27,32,28,22,17,30,26,19,18,21,16,25,20
"14",1,0,1,1,0,0,1,0,1,2,3,6,5,4,7,8,9,11,31,12,10,13,32,14,15,19,21,17,16,22,18,25,24,28,30,23,20,29,27,26
"15",1,1,0,0,1,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"16",0,0,0,0,0,0,1,1,1,2,3,4,5,7,19,6,8,9,10,11,12,18,13,14,31,32,15,28,16,20,17,30,22,25,23,29,27,21,24,26
"17",1,1,1,0,0,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",1,0,1,0,0,0,0,0,1,2,3,4,5,7,8,6,9,10,32,22,13,11,29,14,12,21,31,26,30,17,24,15,28,18,27,23,20,16,25,19
"19",0,0,1,1,0,1,0,0,1,2,4,3,5,10,6,16,7,13,8,9,26,32,11,12,28,30,31,18,29,14,15,19,17,20,23,24,27,25,22,21
"20",0,0,0,0,0,0,1,1,1,3,2,4,8,5,6,7,10,12,9,11,32,14,13,24,31,16,18,15,17,19,25,22,30,20,21,27,23,28,29,26
"21",1,0,0,1,0,0,0,0,1,2,3,6,7,4,8,5,9,31,11,30,13,10,12,29,32,28,26,27,22,24,21,18,25,15,17,23,14,19,16,20
