"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,0,0,1,1,1,1,3,2,4,5,8,6,7,10,9,11,13,19,12,15,31,32,17,14,16,22,21,23,20,18,26,27,29,25,30,28,24
"2",0,1,0,0,0,0,1,1,1,2,3,4,6,5,7,8,9,11,14,10,19,15,16,12,13,18,17,32,23,30,25,31,20,26,21,22,27,29,24,28
"3",0,0,0,0,0,0,1,1,1,2,3,4,5,7,6,8,11,10,13,9,32,12,14,25,24,20,15,29,16,31,19,28,17,30,26,27,22,21,18,23
"4",0,1,0,0,1,1,1,0,1,2,3,4,5,6,10,8,7,9,11,31,29,30,13,32,25,12,16,17,28,15,27,24,20,14,18,21,23,22,26,19
"5",0,1,0,0,1,1,0,0,1,2,3,5,7,4,9,6,11,8,10,12,22,31,32,14,16,24,17,13,15,26,30,28,25,29,27,23,18,21,19,20
"6",1,1,0,1,1,0,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"7",0,1,0,1,0,1,1,0,1,3,2,4,5,7,8,9,6,13,10,15,11,16,32,19,14,12,17,29,20,28,22,31,18,30,23,24,27,26,21,25
"8",1,0,0,0,1,1,0,1,2,1,5,3,4,6,7,8,9,10,11,12,14,15,32,16,13,31,18,19,17,20,29,21,30,22,24,26,25,27,28,23
"9",0,1,1,0,1,0,1,0,1,2,3,4,5,6,9,7,8,11,32,12,10,31,14,22,13,15,16,30,28,18,29,17,19,27,26,24,20,21,25,23
"10",0,0,1,1,1,0,1,0,1,2,3,4,7,5,8,6,10,11,9,28,12,15,31,29,30,21,27,14,32,13,16,26,20,18,25,19,17,22,24,23
"11",1,0,1,1,0,1,0,1,1,2,3,5,4,6,7,11,9,8,10,30,32,12,29,13,31,27,14,28,26,17,18,16,23,20,15,21,19,25,24,22
"12",1,0,0,0,1,0,1,1,1,2,3,4,5,6,9,7,8,10,12,14,11,32,17,13,30,15,28,25,31,29,16,18,24,22,21,27,19,26,20,23
"13",0,1,0,0,1,1,0,0,1,2,4,3,5,9,6,7,10,8,31,11,12,15,16,23,13,30,32,17,14,19,20,28,18,27,29,22,25,26,21,24
"14",0,1,0,0,0,0,1,1,1,2,3,5,4,7,6,8,11,9,10,13,31,14,12,18,32,30,16,15,28,20,17,29,25,19,24,26,23,22,27,21
"15",0,1,1,1,0,0,0,0,1,2,3,4,5,8,11,6,9,32,10,31,30,7,14,28,29,27,20,13,12,23,17,24,16,26,21,22,19,18,15,25
"16",0,0,0,0,1,0,0,1,1,3,2,4,5,6,8,7,10,29,9,32,11,14,13,12,16,15,25,18,17,30,27,20,22,23,28,31,24,21,26,19
"17",0,1,1,1,0,0,0,1,1,2,3,4,5,7,6,10,32,9,17,8,24,11,15,31,14,13,12,28,21,16,25,23,30,27,20,29,18,26,22,19
