"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,0,0,0,0,1,1,2,4,3,5,6,8,7,32,9,12,10,31,11,13,15,14,26,30,29,28,21,16,27,19,22,20,23,18,25,17,24
"2",1,0,0,1,0,0,1,1,1,2,3,4,8,5,6,7,10,12,9,32,18,11,19,14,13,17,15,28,16,30,31,21,20,22,23,25,29,27,26,24
"3",1,1,0,0,0,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"4",1,0,0,0,1,0,0,0,1,3,2,4,5,8,6,9,12,7,11,32,14,16,31,17,10,13,15,18,30,29,20,25,19,22,28,24,27,26,23,21
"5",1,1,1,1,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,1,1,1,0,0,1,1,1,3,2,4,5,8,6,9,7,19,11,12,10,15,13,30,17,32,14,18,16,27,31,22,23,21,28,20,29,26,24,25
"7",0,0,1,0,0,0,1,1,1,2,3,4,6,5,7,13,9,12,10,8,11,14,16,15,19,32,30,31,29,17,25,23,18,26,20,28,21,27,24,22
"8",0,0,0,0,1,1,1,1,1,2,3,4,5,6,8,7,11,9,10,15,12,32,13,16,29,14,18,24,26,31,17,19,22,20,30,25,28,21,23,27
"9",1,0,0,0,1,0,1,1,2,1,3,5,4,6,7,8,11,18,9,10,15,14,12,20,13,19,16,21,17,30,32,22,29,24,31,28,23,27,25,26
"10",0,0,1,1,1,1,0,0,1,2,3,4,6,5,7,8,24,16,13,11,15,9,32,17,12,10,31,14,22,20,30,28,19,25,18,21,23,26,29,27
"11",0,1,1,1,0,0,0,0,1,3,2,4,5,11,7,10,6,8,32,9,15,12,31,30,16,27,21,14,29,13,18,26,19,17,28,22,20,24,23,25
"12",0,1,1,1,0,1,1,1,1,2,3,4,5,6,8,7,10,9,15,32,11,17,13,30,14,12,16,23,31,29,20,19,18,25,28,27,21,24,26,22
"13",0,1,0,0,1,1,1,0,1,2,3,5,4,6,11,7,9,10,8,13,30,12,14,32,19,16,17,31,15,29,20,18,27,26,21,23,25,22,28,24
"14",0,0,0,0,1,0,0,1,1,3,2,5,4,6,7,9,8,12,10,13,11,27,32,14,16,30,17,15,18,31,21,29,19,20,25,24,28,26,22,23
"15",0,0,0,0,0,1,0,0,1,2,3,4,5,6,7,9,8,11,10,12,15,16,13,27,28,32,31,17,14,30,23,19,29,18,22,25,21,24,26,20
"16",0,1,0,0,0,0,0,1,1,2,4,3,5,7,15,6,10,8,11,13,9,14,12,17,21,16,20,19,30,32,18,24,26,25,31,23,22,29,28,27
"17",1,1,1,1,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",0,0,0,1,0,0,0,1,1,2,3,4,8,6,5,15,7,10,9,32,12,13,11,31,18,14,17,29,19,22,21,16,30,24,28,25,23,20,27,26
"19",1,0,1,0,1,1,1,1,2,1,3,4,5,6,8,7,9,10,15,17,12,13,11,31,16,14,22,19,32,18,21,26,30,25,23,29,27,20,28,24
"20",0,0,0,0,0,0,1,0,1,2,4,3,5,6,30,9,7,8,11,15,10,12,13,27,32,16,14,29,20,21,17,23,31,18,22,19,28,24,25,26
"21",1,1,0,1,1,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"22",1,0,0,0,1,0,0,1,1,3,2,4,5,6,9,7,8,32,10,14,11,30,13,12,16,29,24,31,26,15,18,19,21,20,25,27,17,28,22,23
"23",1,1,0,1,1,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"24",0,0,0,1,1,0,0,0,1,2,3,4,5,6,7,8,11,29,9,10,30,13,31,32,12,25,15,16,27,14,26,28,22,24,19,21,17,23,20,18
"25",0,1,1,0,1,0,0,0,1,4,3,2,5,6,7,9,12,8,10,11,32,31,20,30,13,16,14,23,29,26,24,25,28,21,15,17,18,19,27,22
"26",1,0,0,1,0,0,0,1,1,3,2,5,4,7,8,6,10,9,11,31,32,16,17,12,29,13,28,15,27,14,30,21,18,26,25,20,24,19,23,22
"27",0,1,0,0,0,1,0,0,2,1,3,4,6,5,9,7,8,30,10,26,31,32,28,11,20,29,13,24,27,15,18,21,12,14,16,17,19,23,25,22
"28",0,0,1,0,1,1,0,0,1,2,3,4,7,6,5,8,10,13,12,9,16,11,17,14,22,15,32,30,31,28,29,18,25,27,26,23,19,20,21,24
"29",1,0,1,1,0,1,1,0,1,2,3,5,4,6,7,8,9,10,15,17,14,13,27,11,18,24,12,30,32,31,16,29,21,26,22,19,20,28,25,23
"30",0,1,0,1,0,0,1,1,1,2,3,5,6,8,4,7,28,9,10,12,11,31,32,30,14,13,15,29,26,17,24,27,20,16,18,25,23,21,22,19
"31",0,1,1,1,1,0,1,0,1,2,3,4,5,7,6,10,31,8,9,11,12,13,32,25,14,17,30,15,18,26,16,27,29,22,23,19,24,20,28,21
"32",1,0,1,0,1,0,0,0,1,2,3,4,8,6,7,5,10,9,12,11,13,14,32,18,15,17,16,23,31,20,29,21,19,27,24,26,22,30,25,28
"33",1,1,0,0,1,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"34",0,0,0,1,1,0,0,1,1,2,3,4,5,6,7,8,9,12,29,11,10,32,15,30,25,13,28,31,17,16,14,23,26,21,18,20,27,24,19,22
"35",1,1,1,1,0,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"36",1,1,1,1,1,1,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"37",1,1,1,1,1,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"38",0,1,1,1,0,0,1,0,1,2,3,4,5,8,7,6,9,30,10,25,32,29,28,24,31,20,27,26,11,12,23,16,13,14,15,18,22,17,19,21
"39",1,0,1,0,0,0,0,1,1,2,3,4,8,5,6,7,11,9,29,30,10,32,14,12,31,13,26,27,15,28,16,22,20,19,18,23,17,24,25,21
