"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,0,0,0,0,1,1,2,3,5,4,10,9,6,7,32,8,17,11,15,22,16,12,13,23,18,14,21,30,19,24,31,20,29,27,28,26,25
"2",1,1,0,1,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"3",1,0,0,0,1,0,1,1,1,2,4,3,8,6,7,5,10,9,11,13,12,14,20,19,16,27,15,17,24,18,32,25,28,31,29,21,22,23,30,26
"4",0,0,0,0,1,1,0,1,1,2,3,4,6,8,5,7,9,11,15,10,12,13,14,30,31,32,25,28,29,16,20,17,27,18,19,21,26,22,24,23
"5",1,1,0,1,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"6",0,0,0,1,1,0,0,1,1,2,3,5,4,7,6,8,10,9,12,25,11,27,31,32,26,13,17,15,16,22,14,18,21,19,20,30,24,28,29,23
"7",0,1,0,1,1,1,1,1,1,2,3,4,5,6,7,9,8,15,12,10,11,32,17,13,14,23,22,16,31,18,25,19,30,29,20,24,28,21,27,26
"8",1,0,1,0,1,0,1,1,1,2,3,4,6,12,5,8,7,32,9,13,30,11,20,15,10,31,14,23,17,18,22,29,21,16,26,28,19,27,24,25
"9",0,1,0,1,1,1,0,1,1,2,3,4,6,7,5,16,10,9,8,32,13,14,15,11,12,31,23,17,25,26,18,27,30,21,19,29,20,24,22,28
"10",1,1,1,0,1,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"11",1,1,1,1,1,0,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"12",1,0,0,1,1,0,0,1,1,2,3,5,4,6,7,8,11,13,14,18,10,9,15,27,12,17,32,20,28,30,22,23,16,21,24,19,26,31,25,29
"13",0,0,0,1,1,1,0,1,1,3,4,2,6,5,8,7,9,12,10,18,11,15,24,13,16,32,31,21,17,20,14,27,26,30,19,28,25,22,23,29
"14",1,1,1,0,1,1,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"15",0,1,0,0,1,1,0,1,1,2,3,4,6,7,5,11,10,8,9,12,15,32,21,17,14,30,31,18,29,13,16,26,28,19,27,20,25,23,24,22
"16",0,0,0,0,1,1,1,0,1,4,3,2,7,5,8,11,9,6,10,12,17,14,13,27,32,31,18,24,16,15,29,30,19,20,22,28,21,25,23,26
"17",1,1,1,1,1,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"18",1,1,1,1,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"19",1,1,0,0,0,1,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"20",1,0,1,1,1,1,0,0,1,2,4,3,6,8,5,7,12,11,31,10,9,15,29,13,32,24,27,14,17,16,18,30,26,25,22,19,23,21,20,28
"21",0,0,0,1,1,1,1,1,1,2,3,5,4,6,8,10,7,17,30,12,9,11,14,15,13,23,19,32,18,24,16,20,31,22,21,28,27,25,29,26
"22",1,1,0,1,1,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"23",0,1,0,0,1,1,0,1,1,2,3,4,6,5,8,7,11,10,30,9,18,13,12,19,14,32,26,31,17,15,24,22,20,28,23,16,29,21,25,27
"24",1,0,0,0,0,0,0,0,1,3,2,5,4,6,7,15,8,9,31,13,11,12,16,10,20,18,14,26,32,19,30,17,23,29,27,28,21,25,24,22
"25",1,1,0,1,0,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"26",1,1,1,1,0,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"27",1,1,1,1,0,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"28",1,1,1,0,0,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"29",0,0,1,1,0,0,1,0,1,3,2,5,4,6,8,7,11,10,19,9,12,32,31,15,17,13,21,23,14,18,25,29,20,27,22,28,16,26,30,24
"30",1,0,1,1,0,1,1,1,1,2,3,4,5,6,11,7,8,30,9,32,10,12,14,13,31,29,28,16,27,23,26,15,18,17,20,22,25,24,21,19
