"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,0,0,1,0,1,1,1,2,3,4,8,5,10,9,6,32,7,29,16,12,11,13,30,31,14,17,26,20,15,22,28,21,18,24,27,23,25,19
"2",0,1,1,1,0,0,1,1,1,2,4,3,5,6,8,7,11,32,9,12,10,23,31,28,13,18,17,16,27,21,14,25,26,30,15,24,29,22,20,19
"3",1,1,1,0,0,0,1,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"4",0,0,0,0,0,1,1,0,1,2,3,4,8,5,6,7,25,18,10,11,9,32,27,31,12,13,14,16,15,17,24,20,30,28,21,19,22,29,23,26
"5",0,1,1,0,1,0,0,0,1,2,3,5,4,6,7,12,8,9,13,15,10,11,14,16,29,20,32,18,23,17,30,21,25,19,22,26,31,27,28,24
"6",1,1,0,1,0,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"7",1,0,0,0,0,0,0,0,1,2,3,4,6,5,7,11,8,10,9,16,12,31,15,13,32,18,14,17,20,30,27,19,28,23,22,26,25,29,21,24
"8",1,1,1,1,1,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"9",0,0,1,1,0,0,1,0,1,2,3,4,8,7,6,5,9,10,14,13,32,11,12,18,22,15,27,20,23,16,29,28,17,30,31,25,26,21,19,24
"10",1,0,0,1,0,0,1,1,1,2,3,4,6,5,8,7,9,11,10,12,14,15,13,16,32,17,28,29,30,26,31,20,18,19,24,21,22,23,27,25
"11",1,0,0,0,1,1,0,1,1,2,3,4,8,7,6,5,10,9,12,15,21,11,17,31,14,16,13,32,30,18,27,23,22,29,19,26,20,24,28,25
"12",0,1,1,1,0,1,1,0,1,4,2,3,5,6,7,10,15,18,8,9,11,12,32,21,16,14,13,19,30,22,26,17,31,20,29,23,27,25,28,24
"13",1,1,0,1,0,0,0,0,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"14",0,0,1,1,1,0,0,1,1,2,3,4,5,9,11,6,17,7,10,8,12,13,32,14,31,29,15,16,30,22,18,28,20,26,19,23,25,27,21,24
"15",1,1,1,0,0,0,1,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"16",1,0,1,1,1,1,1,1,1,2,3,4,5,7,6,11,13,10,8,9,32,12,28,22,27,30,31,14,21,16,29,15,24,26,18,25,17,23,20,19
"17",1,0,0,0,0,1,1,1,1,2,3,4,8,5,6,7,10,13,9,12,31,11,32,27,14,29,18,26,16,30,17,20,15,19,28,24,21,25,22,23
"18",0,1,0,0,1,0,1,0,1,2,3,4,7,5,9,6,8,11,10,32,30,29,12,13,26,31,15,22,14,28,17,18,24,25,20,23,19,16,27,21
"19",1,0,0,0,0,0,0,1,1,2,4,3,5,7,6,12,8,11,13,17,10,9,16,15,14,18,32,19,31,30,26,24,20,25,29,22,27,21,28,23
"20",1,1,1,1,0,1,0,1,32,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"21",1,0,1,0,1,0,0,0,1,2,3,4,5,8,7,6,30,12,11,9,10,31,18,32,13,15,14,16,23,17,29,26,19,25,28,24,27,20,22,21
"22",1,0,0,0,1,0,0,0,1,2,3,4,6,5,8,11,9,10,18,32,7,16,31,15,27,12,13,14,29,21,17,28,30,22,19,20,24,26,25,23
