"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,2,3,5,4,7,6,10,12,8,9,11,15,13,16,14
"2",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,2,3,4,6,5,7,8,9,13,10,11,16,14,15,12
"3",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,3,4,9,5,6,7,13,11,15,16,12,8,10,14
"4",0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,2,3,5,4,6,7,8,10,14,9,13,15,12,11,16
"5",0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,2,3,5,4,7,6,9,8,15,10,11,12,13,16,14
"6",0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,2,3,4,5,6,7,9,10,15,8,11,12,16,13,14
"7",1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,2,3,4,5,7,9,10,8,6,16,13,11,12,14,15
"10",1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,2,3,4,5,6,8,7,9,12,10,16,15,13,11,14
"11",1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,2,3,5,4,6,8,7,16,10,14,12,9,11,13,15
"12",1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2,4,3,5,13,7,6,8,9,12,15,10,14,11,16
"13",0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,2,3,4,5,9,6,7,8,12,11,16,14,10,13,15
"14",1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,2,1,3,5,4,6,14,8,7,11,10,9,13,16,15,12
"15",0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,3,4,5,7,6,8,16,11,9,14,15,10,13,12
"16",0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,2,3,4,6,8,5,14,11,7,9,16,10,13,12,15
"17",1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,2,4,3,6,5,7,8,9,11,10,13,12,14,16,15
"18",0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,2,3,4,5,6,11,8,7,9,10,15,12,14,16,13
"19",1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2,3,4,5,6,9,16,7,8,10,12,14,15,13,11
"21",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,2,1,3,4,5,7,6,12,14,9,8,10,11,16,13,15
"22",1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,4,3,5,6,10,8,7,9,13,11,12,14,16,15
"23",1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,2,3,6,5,4,7,8,13,9,10,14,12,16,11,15
"25",1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,4,3,5,9,7,6,8,11,10,13,12,14,16,15
"27",0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,2,4,3,5,6,8,7,9,10,13,12,15,11,16,14
"28",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,3,4,5,10,6,7,9,8,15,11,12,16,14,13
"29",0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,2,3,4,5,6,8,7,10,9,11,16,12,15,13,14
"30",1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,3,4,5,7,15,6,8,11,16,9,13,10,12,14
"31",0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,3,2,4,5,7,6,9,8,12,10,16,15,11,13,14
"32",0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,2,3,4,7,5,6,8,9,16,14,11,15,13,10,12
"33",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,2,5,4,6,14,7,9,10,8,11,13,12,16,15
"34",1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,3,2,6,5,4,9,7,8,10,11,16,15,12,14,13
"35",0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,2,3,4,5,7,6,8,10,11,16,9,15,12,13,14
"36",1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"37",1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38",1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,2,3,4,8,6,5,16,9,7,11,10,12,14,15,13
"39",1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"40",0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,2,3,4,5,6,10,8,15,9,13,7,16,11,14,12
"41",0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3,2,4,5,6,9,8,7,16,14,11,12,10,15,13
"42",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,2,4,3,5,6,7,12,11,9,8,13,14,16,10,15
"43",0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,2,1,3,5,4,6,8,7,9,13,10,15,11,14,12,16
"44",0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,2,3,4,6,5,7,8,10,9,12,11,13,14,16,15
"45",0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,1,3,4,5,7,6,8,9,14,13,11,12,16,10,15
"46",1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,2,3,4,9,5,6,7,13,10,15,8,11,16,14,12
"47",1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"48",1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,3,2,4,6,7,5,8,10,9,13,16,12,11,15,14
"49",1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,3,2,4,8,7,5,6,16,9,12,11,10,13,14,15
"50",1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"51",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,2,4,5,6,7,15,12,10,8,9,13,16,11,14
"52",1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"53",1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,2,4,3,5,6,8,7,11,12,9,16,10,14,15,13
"54",0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,2,3,4,5,6,16,8,7,10,9,11,13,12,15,14
"55",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"56",1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"57",0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,3,4,5,7,8,6,12,10,9,11,14,16,15,13
"58",1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"59",0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,2,3,4,7,6,5,8,11,10,15,9,16,13,12,14
"60",0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,3,2,4,7,5,14,8,6,9,10,13,15,11,16,12
"61",1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,2,3,4,5,6,8,7,16,11,12,9,10,13,14,15
"62",1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"63",0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,3,4,5,6,7,11,8,15,14,9,10,16,13,12
"64",1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,2,3,5,4,6,7,16,9,10,8,14,11,12,13,15
"65",1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,2,4,3,6,5,8,7,12,15,13,10,11,9,14,16
"66",0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,2,4,3,6,5,10,7,11,9,8,16,15,14,12,13
"67",1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"68",0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,2,3,4,5,7,8,6,10,9,12,15,11,16,13,14
"69",1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,2,3,4,6,5,11,7,16,8,10,9,12,14,13,15
"70",0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,3,4,5,6,14,8,7,16,10,12,11,15,9,13
"71",1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"72",0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,5,3,4,6,8,10,9,7,13,11,16,12,14,15
"73",1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"74",0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,2,3,4,5,8,11,7,6,10,9,13,15,14,12,16
"75",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,4,5,7,8,10,6,14,9,13,15,16,11,12
"76",0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,2,3,5,4,14,6,7,8,9,15,10,16,11,13,12
"77",0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,2,3,5,7,4,6,9,8,16,14,10,13,12,15,11
"78",1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"79",0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,3,2,4,5,6,8,7,16,11,12,9,10,15,14,13
"80",1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,2,4,3,5,6,7,8,10,16,9,11,15,12,13,14
"81",0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,3,4,5,6,7,9,8,11,10,12,14,13,16,15
"82",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,3,4,6,5,7,8,10,12,9,15,16,13,14,11
"83",0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,2,3,4,9,7,5,11,6,8,10,16,12,13,15,14
"84",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,3,4,5,9,6,8,7,10,16,11,12,13,14,15
"85",1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,2,3,6,4,5,7,8,9,15,10,14,11,13,12,16
"86",0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,2,1,3,7,5,8,4,6,9,10,16,11,13,12,14,15
"87",1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,2,3,4,5,6,7,11,9,8,10,12,16,15,13,14
"88",0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,2,3,5,4,6,8,14,7,10,16,9,12,15,13,11
"89",0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,3,5,4,6,8,7,9,14,12,16,13,15,11,10
"90",0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2,3,4,5,6,10,15,9,7,11,8,16,12,14,13
"91",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"92",1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,2,3,8,6,4,5,10,7,9,16,15,11,14,12,13
"93",0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,2,1,3,4,5,13,6,7,12,8,16,10,9,14,11,15
"94",0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,3,4,2,5,8,6,7,11,15,12,16,9,13,14,10
"95",0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,2,4,5,3,6,7,13,8,15,14,11,9,12,10,16
"96",1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,2,3,4,6,5,12,8,9,10,7,13,14,11,15,16
"97",0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,2,3,5,4,7,8,6,11,12,9,16,10,13,15,14
"98",1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"99",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,3,4,5,6,7,8,9,12,11,15,10,13,14,16
"100",0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,2,3,4,6,5,9,8,14,11,10,7,16,12,13,15
"101",0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,2,3,4,6,5,7,8,16,11,10,12,9,13,15,14
"102",1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"103",1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"104",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2,3,4,5,6,7,16,9,8,10,12,14,13,15,11
"105",1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"106",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"107",1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,2,3,4,5,6,7,16,9,8,15,10,12,13,14,11
"108",0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,3,2,4,5,9,6,8,7,12,10,11,13,15,16,14
"109",0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,3,6,5,11,4,8,12,7,10,16,9,13,15,14
"110",0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,3,2,4,5,6,8,7,9,15,11,10,14,13,12,16
"111",1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"112",1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
