"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,2,1,3,4,5,6,7,16,9,15,8,10,11,13,12,14
"2",0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,2,3,5,4,6,10,9,8,16,7,11,13,15,12,14
"3",0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,2,3,4,6,5,7,8,9,12,13,10,11,15,16,14
"4",1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,3,2,5,4,6,7,13,8,9,11,16,15,14,12,10
"6",1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,2,1,3,4,5,7,6,8,9,11,12,10,13,15,14,16
"7",1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,3,9,4,5,6,7,8,11,10,16,12,13,14,15
"8",0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,2,3,5,4,7,6,11,8,12,10,9,14,16,15,13
"9",1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,2,1,3,6,4,5,8,12,7,11,10,15,16,9,13,14
"10",1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,3,2,4,5,9,6,8,7,10,16,14,15,12,13,11
"11",1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,3,4,6,5,10,9,8,7,14,16,12,11,15,13
"12",0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,2,3,4,5,6,7,8,11,12,9,10,14,13,15,16
"13",0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,3,1,2,4,5,8,7,6,16,10,9,13,11,12,14,15
"14",0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,3,4,6,5,8,7,10,9,14,11,12,13,16,15
"15",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,3,4,5,6,9,7,8,12,10,15,16,14,11,13
"17",0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,2,5,4,3,8,9,6,14,12,11,16,7,10,15,13
"18",1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,2,3,4,5,6,7,8,11,9,10,16,13,14,12,15
"19",0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,2,3,5,4,6,7,11,8,9,15,10,12,16,14,13
"20",0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,2,4,3,5,6,16,7,11,8,10,9,12,14,13,15
"21",0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,3,4,5,13,6,8,7,12,10,9,16,11,14,15
"22",1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,2,3,6,5,4,9,7,8,10,16,12,11,13,15,14
"23",0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2,3,4,5,6,7,8,9,10,12,16,15,14,13,11
"24",1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,2,3,6,4,5,8,7,16,12,11,10,9,13,15,14
"26",1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,2,3,4,5,6,7,10,8,15,11,12,9,13,14,16
"27",1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,2,3,4,5,6,8,7,14,15,13,16,11,9,10,12
"28",0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,3,2,4,5,6,7,8,15,10,14,16,9,11,13,12
"29",0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,2,3,4,5,6,9,8,10,7,12,11,14,16,15,13
"30",1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,2,1,3,4,5,7,10,6,8,9,13,11,16,12,15,14
"33",0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,2,3,4,5,6,7,11,8,9,16,15,10,13,14,12
"34",1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2,4,3,5,10,9,7,8,11,6,16,12,14,13,15
"37",0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,2,3,4,6,5,8,7,10,9,11,12,15,13,14,16
"38",0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,2,3,4,5,7,6,8,10,16,9,15,11,12,13,14
"39",0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,2,3,5,4,7,6,9,8,13,10,14,11,16,12,15
"40",0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,3,5,4,6,10,7,8,9,11,12,15,13,16,14
"41",1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2,3,4,6,5,11,7,8,10,9,16,14,12,13,15
"42",1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,2,3,5,4,6,8,7,14,9,10,15,11,16,13,12
"44",0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,2,4,3,5,6,16,8,9,11,7,13,12,10,15,14
