"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,2,3,4,5,7,6,10,8,15,12,11,9,14,13,16
"2",1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,2,3,4,5,6,10,7,9,8,14,11,16,12,13,15
"3",1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,2,3,4,5,6,7,14,9,8,11,15,13,16,12,10
"4",0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,2,3,4,5,8,6,7,15,14,9,16,11,10,13,12
"5",1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,3,2,4,5,7,6,8,12,10,9,11,14,15,16,13
"8",0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,2,3,4,5,6,8,16,9,11,7,13,10,12,15,14
"9",0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,4,5,8,6,9,10,7,14,15,11,12,16,13
"10",1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,2,3,5,4,6,7,9,8,15,14,11,10,12,13,16
"12",0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,2,3,6,4,7,5,15,12,16,8,14,13,9,10,11
"13",1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,3,2,4,5,6,7,10,8,9,11,16,13,12,15,14
"14",1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,4,5,7,16,8,6,15,10,9,12,14,13,11
"15",1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,3,4,5,6,11,7,9,14,8,16,10,12,13,15
"17",1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,2,3,4,6,5,7,10,9,11,8,15,14,16,13,12
"18",1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,2,1,3,4,10,5,11,9,6,7,8,14,13,12,15,16
"20",0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,2,4,3,5,6,14,8,13,7,12,11,16,15,9,10
"21",0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,2,3,4,5,10,15,6,11,7,9,8,13,14,16,12
"22",0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,2,3,4,5,6,13,7,10,11,8,12,15,9,16,14
"23",0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,2,3,4,5,6,9,8,7,10,13,12,14,15,11,16
"24",1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,2,3,6,4,5,9,7,12,10,8,13,14,11,16,15
"25",0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,3,2,4,9,7,5,8,6,13,11,10,15,16,12,14
"26",1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,2,1,3,4,5,6,8,7,9,11,10,12,13,15,16,14
"27",0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,3,4,2,5,6,7,8,10,15,9,12,14,16,11,13
"28",1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,2,3,4,5,6,7,8,10,16,9,15,11,13,14,12
"29",1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,2,4,3,6,5,7,10,9,8,15,16,13,11,12,14
"30",0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,2,4,3,5,6,7,9,8,10,12,14,11,15,16,13
"31",1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,2,4,3,16,7,5,10,8,6,11,9,13,14,12,15
"32",1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,2,3,4,5,6,7,9,8,16,15,11,10,13,14,12
"33",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,3,5,4,6,11,8,7,16,9,15,14,12,10,13
"35",1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,2,3,5,9,4,7,6,8,12,11,10,14,13,16,15
"36",1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"37",0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,3,2,4,6,5,16,8,7,9,10,15,11,12,14,13
"38",0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,4,2,3,6,5,9,7,8,12,16,11,15,10,14,13
"39",0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,2,3,5,6,15,4,7,9,10,16,14,8,11,13,12
"40",0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,2,3,4,9,5,6,8,7,10,11,13,12,14,16,15
"41",1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,2,3,4,5,11,7,6,8,9,12,16,13,10,14,15
"43",1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,2,3,4,5,7,6,11,9,10,8,16,15,13,12,14
"45",1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,2,4,3,6,5,11,8,7,10,9,12,13,16,14,15
"46",1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"47",1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,3,4,7,5,6,9,8,10,11,15,16,13,12,14
"48",1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,2,3,4,5,9,6,7,11,12,8,13,10,14,15,16
"49",1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,3,4,8,6,5,15,7,11,10,9,12,14,13,16
"50",1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,2,3,4,5,6,7,9,15,8,13,11,10,14,12,16
"51",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,4,3,5,8,6,7,9,16,11,13,10,12,15,14
"52",1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,2,4,3,5,6,8,7,10,9,12,11,13,14,16,15
"53",1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,3,2,4,6,7,5,9,8,13,10,11,12,15,16,14
"54",1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"55",1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,2,4,3,5,7,6,12,9,13,16,8,10,15,11,14
"56",0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,2,3,4,5,6,7,8,12,9,10,13,16,15,11,14
"57",1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,3,5,4,7,6,8,12,9,11,10,14,13,15,16
"58",0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,2,3,4,5,8,6,7,15,9,14,10,12,16,11,13
"59",0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,2,1,3,5,4,6,7,15,13,8,10,9,16,11,14,12
"60",1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,2,5,4,3,6,7,8,16,10,9,15,12,13,11,14
"61",0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,2,5,3,4,6,10,9,8,7,12,15,13,16,11,14
"62",0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,2,4,3,5,7,6,8,9,10,14,13,16,12,15,11
"63",0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,2,3,4,5,6,7,8,9,10,16,11,13,15,14,12
"64",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,3,7,6,5,4,9,8,10,11,12,13,14,15,16
