"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,2,3,4,6,8,5,7,10,12,9,14,16,11,13,15
"4",0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,3,2,1,4,7,5,9,6,8,10,13,11,16,15,12,14
"5",0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,2,3,4,5,10,8,9,6,7,12,13,11,16,14,15
"6",1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,3,4,5,6,7,11,9,8,15,16,10,14,12,13
"8",0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,2,3,4,5,6,7,12,15,8,16,14,9,11,10,13
"9",1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,2,3,4,5,7,6,9,8,10,14,15,13,11,16,12
"11",0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,2,3,5,4,6,7,8,9,11,10,12,14,16,15,13
"12",0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2,5,4,3,6,8,9,7,11,12,10,14,13,16,15
"13",0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,3,4,5,8,7,6,13,12,10,16,9,11,14,15
"14",1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,2,3,4,5,6,7,11,13,9,8,16,10,12,15,14
"15",0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,2,3,4,5,7,6,8,9,10,16,15,14,11,13,12
"16",0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,2,3,6,4,7,5,12,9,11,8,16,10,13,14,15
"17",1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,2,3,5,4,8,7,9,6,11,10,15,13,12,14,16
