"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,2,3,4,6,7,5,8,10,9,13,11,16,14,12,15
"3",0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,2,1,3,4,6,5,8,7,9,12,11,10,16,15,13,14
"4",1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,2,3,5,4,6,7,8,15,9,10,11,14,16,13,12
"5",1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,2,3,4,5,9,6,8,7,10,15,12,11,16,13,14
"6",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,3,4,5,7,6,13,9,8,16,14,10,15,12,11
"9",0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,2,3,5,4,6,7,9,8,13,12,11,10,16,15,14
"10",1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,2,3,4,7,5,11,6,9,10,14,8,16,12,13,15
"11",0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,2,3,6,5,4,9,11,7,8,10,12,16,13,14,15
"12",1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"13",1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2,3,4,5,7,9,6,8,11,10,14,15,16,12,13
"14",0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,2,4,3,5,8,6,7,11,9,12,10,14,13,16,15
"15",1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,2,3,4,6,5,11,8,7,9,10,12,13,14,15,16
"16",0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,3,4,5,6,16,7,8,9,15,13,10,12,11,14
"17",1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,2,3,6,4,5,7,9,8,10,16,11,14,13,15,12
"19",0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,2,3,4,5,6,8,7,9,11,10,16,12,15,13,14
"20",1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,2,3,4,5,8,6,7,9,16,10,13,15,14,12,11
"21",1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,2,3,4,5,7,6,8,11,9,12,13,10,16,14,15
"22",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,2,3,4,5,6,10,8,7,9,15,14,12,11,16,13
"24",1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,2,3,4,5,7,6,16,8,9,10,13,15,12,11,14
"26",1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,2,1,3,4,5,6,7,9,8,14,15,10,11,12,16,13
"29",0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,2,3,4,5,7,6,10,8,11,13,9,15,12,14,16
"30",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,3,5,4,7,6,8,9,16,12,11,14,10,13,15
"31",0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,3,2,5,4,6,7,14,9,10,8,11,15,16,13,12
"32",0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,2,4,3,5,6,8,7,14,11,9,13,10,12,15,16
"33",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,5,3,6,10,7,8,9,13,16,11,15,12,14
"34",1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,2,3,4,6,5,7,9,8,10,15,11,16,12,13,14
"35",0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,3,2,4,6,5,9,8,10,15,7,16,12,11,14,13
"36",0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,2,3,4,6,5,7,9,8,14,10,16,12,15,11,13
"37",0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,2,3,1,4,6,5,7,10,8,9,11,16,12,14,13,15
"38",0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,2,1,3,4,6,5,7,10,9,8,12,15,16,11,14,13
"39",1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,3,2,4,5,7,6,13,16,9,8,10,11,12,15,14
"40",1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,2,1,3,4,5,6,7,9,8,16,12,13,14,15,10,11
"41",1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,2,3,4,5,6,7,9,8,16,10,11,14,12,13,15
"44",1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,2,3,4,6,5,7,8,16,12,11,9,14,10,15,13
"45",0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,3,6,4,5,7,8,9,10,11,12,13,16,15,14
"46",0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,3,4,5,6,8,7,9,13,12,16,11,10,15,14
"47",1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"48",1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
