"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,2,3,4,6,5,7,16,8,15,9,11,14,10,13,12
"2",1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3,4,5,8,6,13,10,14,7,15,11,9,12,16
"4",0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,2,4,3,7,10,5,6,9,8,13,16,14,15,11,12
"5",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,3,4,5,8,6,7,9,10,14,12,11,13,16,15
"6",1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,3,2,4,9,6,5,7,8,15,10,16,11,14,13,12
"8",1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,2,3,5,10,4,8,7,13,6,16,9,15,11,12,14
"10",1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,2,4,3,6,5,9,10,7,11,8,16,15,12,13,14
"11",0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,2,4,3,5,6,9,16,7,8,13,12,11,10,15,14
"12",0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,4,2,3,5,7,8,6,10,9,12,15,11,14,16,13
"13",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,3,4,5,6,14,8,7,13,9,11,10,15,16,12
