"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","descriptor9","descriptor10","descriptor11","descriptor12","descriptor13","descriptor14","descriptor15","descriptor16","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16"
"1",1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,2,3,4,5,6,9,7,8,15,10,14,16,12,13,11
"2",1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,2,3,4,5,7,9,6,10,16,8,12,15,11,13,14
"4",0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,2,3,4,5,6,7,16,9,15,8,11,10,14,13,12
"5",0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,2,3,4,5,6,8,7,16,15,10,9,12,14,13,11
"6",0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,3,5,4,6,7,8,9,16,10,12,11,13,14,15
"7",1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,2,3,4,6,5,7,8,10,14,11,9,16,12,15,13
"10",1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,2,4,3,5,11,6,7,8,10,14,15,9,12,13,16
"11",0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,3,5,7,6,4,16,9,15,14,8,11,10,13,12
"12",0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,3,2,4,5,7,6,8,12,11,16,10,14,13,9,15
"13",1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,2,3,5,4,6,9,7,8,10,15,16,13,11,12,14
"16",0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,2,3,4,7,6,5,9,8,16,11,10,12,14,13,15
"17",0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,4,3,5,7,6,8,9,16,10,13,15,14,12,11
"18",0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,2,3,5,4,7,6,12,10,8,9,11,13,14,16,15
"19",1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,4,3,5,7,6,10,8,9,11,12,15,13,16,14
"22",0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,3,4,7,5,6,9,8,12,16,13,10,11,15,14
"23",1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,4,6,8,5,9,7,13,11,10,12,16,15,14
"25",1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3,4,5,7,6,8,9,12,11,10,16,13,14,15
"28",0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,2,3,4,6,5,15,14,7,9,13,12,16,10,8,11
"29",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,4,5,6,7,9,15,8,16,13,12,10,14,11
"30",1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,2,3,4,6,5,8,7,13,9,10,16,12,11,15,14
"33",1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,2,3,4,5,6,8,9,10,7,14,11,16,12,15,13
"34",0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,2,4,3,7,5,6,9,8,11,10,12,15,14,13,16
"35",0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,2,3,4,5,6,7,9,10,8,11,16,12,13,14,15
"36",1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,3,4,6,9,5,10,7,8,13,12,14,16,11,15
"37",1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"38",0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,2,3,4,5,6,7,9,16,8,14,11,15,13,12,10
"39",1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"40",1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"41",1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,3,2,4,6,5,8,9,7,10,11,15,13,14,16,12
"42",1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,2,3,5,4,8,6,9,14,7,12,11,10,16,13,15
"45",0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,3,2,4,6,5,7,9,8,11,10,16,12,13,15,14
"46",1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,2,4,3,5,8,6,7,10,11,9,15,12,13,14,16
"47",0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,5,3,4,6,7,12,8,10,9,14,13,15,11,16
"48",1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"49",1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,2,3,5,6,4,7,8,9,10,13,12,16,14,11,15
"50",0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,2,3,4,6,5,7,16,9,11,10,8,14,12,13,15
"51",1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,2,1,3,4,5,10,8,6,7,9,11,16,12,14,15,13
